A1C1,A1C0,A0C1,A0C0,A1,C1,Total,MI,C0GvA1,C1GvA1,C1GvA0,dltP,dltPp,Image_practice,Image,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,betweenTrial.started,betweenTrial.stopped,ISI.started,ISI.stopped,image_card.started,image_card.stopped,textbox.text,textbox.started,textbox.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_endPractice.started,image_endPractice.stopped,polygon_2.started,polygon_2.stopped,ISI_2.started,ISI_2.stopped,Cards.started,Cards.stopped,TextNote.started,TextNote.stopped,Estimation.text,Estimation.started,Estimation.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text.started,text.stopped,participant,gender,session,date,expName,psychopyVersion,frameRate,
36,9,9,36,45,45,90,0.9,0.2,0.8,0.2,0.6,0.75,,stimuli/P_36_09_09_36.png,,,,,0,50,50,215,,,,,,,,,,,,,,,,,,,,,,,,,,,449.6394908212533,None,449.6394908212533,None,450.11560059642215,None,450.11560059642215,None,36,450.11560059642215,None,return,6.1104111875465605,450.11560059642215,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,9,0,0,45,36,45,0.8,0.2,0.8,None,None,None,,stimuli/P_36_09_00_00.png,,,,,0,51,51,208,,,,,,,,,,,,,,,,,,,,,,,,,,,456.2585408783998,None,456.2585408783998,None,456.76488541714934,None,456.76488541714934,None,60,456.76488541714934,None,None,,456.76488541714934,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,36,36,18,54,54,108,0.67,0.67,0.33,0.67,-0.33,-1.0,,stimuli/P_18_36_36_18.png,,,,,0,52,52,190,,,,,,,,,,,,,,,,,,,,,,,,,,,464.76697836115636,None,464.76697836115636,None,465.26466155918024,None,465.26466155918024,None,15,465.26466155918024,None,return,4.650601230736356,465.26466155918024,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,18,0,18,54,36,72,0.75,0.33,0.67,0.0,0.67,0.67,,stimuli/P_36_18_00_18.png,,,,,0,53,53,226,,,,,,,,,,,,,,,,,,,,,,,,,,,469.93395933919965,None,469.93395933919965,None,470.39522963503987,None,470.39522963503987,None,50,470.39522963503987,None,return,5.5623158576199785,470.39522963503987,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,9,18,18,9,18,45,0.8,1.0,0.0,0.5,-0.5,-1.0,,stimuli/P_00_09_18_18.png,,,,,0,54,54,26,,,,,,,,,,,,,,,,,,,,,,,,,,,475.9786188617509,None,475.9786188617509,None,476.45891168049275,None,476.45891168049275,None,0,476.45891168049275,None,return,1.4908593699801713,476.45891168049275,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,0,18,9,36,54,63,1.0,0.0,1.0,0.67,0.33,1.0,,stimuli/P_36_00_18_09.png,,,,,0,55,55,201,,,,,,,,,,,,,,,,,,,,,,,,,,,477.9866538552742,None,477.9866538552742,None,478.4770490115261,None,478.4770490115261,None,59,478.4770490115261,None,return,6.5109963471622905,478.4770490115261,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,18,0,36,54,36,90,0.8,0.33,0.67,0.0,0.67,0.67,,stimuli/P_36_18_00_36.png,,,,,0,56,56,227,,,,,,,,,,,,,,,,,,,,,,,,,,,485.0160392670223,None,485.0160392670223,None,485.4878505140732,None,485.4878505140732,None,47,485.4878505140732,None,return,5.836011948951636,485.4878505140732,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,18,18,18,36,54,1.0,0.0,1.0,0.5,0.5,1.0,,stimuli/P_18_00_18_18.png,,,,,0,57,57,138,,,,,,,,,,,,,,,,,,,,,,,,,,,491.36167255751934,None,491.36167255751934,None,491.85322824808827,None,491.85322824808827,None,35,491.85322824808827,None,return,6.706959394381556,491.85322824808827,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,9,36,9,27,54,72,0.88,0.33,0.67,0.8,-0.13,-0.67,,stimuli/P_18_09_36_09.png,,,,,0,58,58,157,,,,,,,,,,,,,,,,,,,,,,,,,,,498.59267179463495,None,498.59267179463495,None,499.100240014428,None,499.100240014428,None,30,499.100240014428,None,return,6.715254939241277,499.100240014428,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,36,18,0,45,27,63,0.43,0.8,0.2,1.0,-0.8,#NAME?,,stimuli/P_09_36_18_00.png,,,,,0,59,59,120,,,,,,,,,,,,,,,,,,,,,,,,,,,505.8509310727968,None,505.8509310727968,None,506.323827191889,None,506.323827191889,None,25,506.323827191889,None,return,4.52222394785349,506.323827191889,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,36,9,18,54,27,81,0.56,0.67,0.33,0.33,0.0,0.0,,stimuli/P_18_36_09_18.png,,,,,0,60,60,182,,,,,,,,,,,,,,,,,,,,,,,,,,,510.87255512679985,None,510.87255512679985,None,511.3473684030905,None,511.3473684030905,None,20,511.3473684030905,None,return,7.642870593022963,511.3473684030905,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,18,9,0,36,27,45,0.6,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_18_18_09_00.png,,,,,0,61,61,164,,,,,,,,,,,,,,,,,,,,,,,,,,,519.0140293808581,None,519.0140293808581,None,519.4910863568366,None,519.4910863568366,None,40,519.4910863568366,None,return,7.31222753754264,519.4910863568366,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,36,9,0,72,45,81,0.56,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_36_36_09_00.png,,,,,0,62,62,244,,,,,,,,,,,,,,,,,,,,,,,,,,,526.8427043635529,None,526.8427043635529,None,527.3305844598726,None,527.3305844598726,None,40,527.3305844598726,None,return,4.54556320332631,527.3305844598726,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,0,9,0,36,45,45,1.0,0.0,1.0,1.0,0.0,None,,stimuli/P_36_00_09_00.png,,,,,0,63,63,196,,,,,,,,,,,,,,,,,,,,,,,,,,,531.8936859537207,None,531.8936859537207,None,532.3699396579032,None,532.3699396579032,None,80,532.3699396579032,None,return,4.456693580825231,532.3699396579032,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,18,36,36,27,45,99,0.82,0.67,0.33,0.5,-0.17,-0.33,,stimuli/P_09_18_36_36.png,,,,,0,64,64,111,,,,,,,,,,,,,,,,,,,,,,,,,,,536.8557836991604,None,536.8557836991604,None,537.331120353665,None,537.331120353665,None,25,537.331120353665,None,None,,537.331120353665,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,36,0,36,36,0,72,0.5,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_36_00_36.png,,,,,0,65,65,51,,,,,,,,,,,,,,,,,,,,,,,,,,,545.3693167240417,None,545.3693167240417,None,545.8994556297548,None,545.8994556297548,None,0,545.8994556297548,None,return,1.895900071162032,545.8994556297548,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,36,18,36,36,18,90,0.6,1.0,0.0,0.33,-0.33,-0.5,,stimuli/P_00_36_18_36.png,,,,,0,66,66,59,,,,,,,,,,,,,,,,,,,,,,,,,,,547.8253623398632,None,547.8253623398632,None,548.3110823632378,None,548.3110823632378,None,0,548.3110823632378,None,return,1.6341222122282488,548.3110823632378,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,18,0,0,54,36,54,0.67,0.33,0.67,None,None,None,,stimuli/P_36_18_00_00.png,,,,,0,67,67,224,,,,,,,,,,,,,,,,,,,,,,,,,,,549.9746326539098,None,549.9746326539098,None,550.4606593086501,None,550.4606593086501,None,70,550.4606593086501,None,return,6.355630952355568,550.4606593086501,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,36,36,9,45,45,90,0.6,0.8,0.2,0.8,-0.6,-3.0,,stimuli/P_09_36_36_09.png,,,,,0,68,68,125,,,,,,,,,,,,,,,,,,,,,,,,,,,556.8385179066463,None,556.8385179066463,None,557.3176888755406,None,557.3176888755406,None,18,557.3176888755406,None,return,6.728931039797317,557.3176888755406,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,9,0,36,18,9,54,0.83,0.5,0.5,0.0,0.5,0.5,,stimuli/P_09_09_00_36.png,,,,,0,69,69,83,,,,,,,,,,,,,,,,,,,,,,,,,,,564.0834867912417,None,564.0834867912417,None,564.594045662474,None,564.594045662474,None,20,564.594045662474,None,return,7.195605215805699,564.594045662474,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,18,0,9,18,0,27,0.33,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_18_00_09.png,,,,,0,70,70,33,,,,,,,,,,,,,,,,,,,,,,,,,,,571.8163249632635,None,571.8163249632635,None,572.2891112867073,None,572.2891112867073,None,0,572.2891112867073,None,return,2.1684657793084625,572.2891112867073,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,0,18,18,0,18,36,1.0,None,None,0.5,None,None,,stimuli/P_00_00_18_18.png,,,,,0,71,71,10,,,,,,,,,,,,,,,,,,,,,,,,,,,574.4833210168799,None,574.4833210168799,None,574.9598130857048,None,574.9598130857048,None,0,574.9598130857048,None,return,1.582200247918081,574.9598130857048,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,0,9,18,0,9,27,1.0,None,None,0.33,None,None,,stimuli/P_00_00_09_18.png,,,,,0,72,72,6,,,,,,,,,,,,,,,,,,,,,,,,,,,576.5821678212305,None,576.5821678212305,None,577.0564759237459,None,577.0564759237459,None,0,577.0564759237459,None,return,0.9878775363176828,577.0564759237459,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,0,9,18,18,27,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_18_00_00_09.png,,,,,0,73,73,129,,,,,,,,,,,,,,,,,,,,,,,,,,,578.0787553383125,None,578.0787553383125,None,578.5620513240647,None,578.5620513240647,None,70,578.5620513240647,None,return,6.392383481499564,578.5620513240647,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,9,18,9,9,18,36,0.75,1.0,0.0,0.67,-0.67,-2.0,,stimuli/P_00_09_18_09.png,,,,,0,74,74,25,,,,,,,,,,,,,,,,,,,,,,,,,,,584.9767290112504,None,584.9767290112504,None,585.4619939231197,None,585.4619939231197,None,0,585.4619939231197,None,return,1.6212937568343477,585.4619939231197,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,18,18,9,36,36,63,0.71,0.5,0.5,0.67,-0.17,-0.5,,stimuli/P_18_18_18_09.png,,,,,0,75,75,169,,,,,,,,,,,,,,,,,,,,,,,,,,,587.1250361955827,None,587.1250361955827,None,587.6356297690727,None,587.6356297690727,None,3,587.6356297690727,None,None,,587.6356297690727,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,18,18,18,36,36,72,0.75,0.5,0.5,0.5,0.0,0.0,,stimuli/P_18_18_18_18.png,,,,,0,76,76,170,,,,,,,,,,,,,,,,,,,,,,,,,,,595.6691629532434,None,595.6691629532434,None,596.1799801002489,None,596.1799801002489,None,25,596.1799801002489,None,return,4.200856064737309,596.1799801002489,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,18,9,36,27,18,72,0.75,0.67,0.33,0.2,0.13,0.17,,stimuli/P_09_18_09_36.png,,,,,0,77,77,103,,,,,,,,,,,,,,,,,,,,,,,,,,,600.3983972110727,None,600.3983972110727,None,600.8860383738647,None,600.8860383738647,None,20,600.8860383738647,None,return,6.743135638585954,600.8860383738647,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,0,36,0,9,45,45,1.0,0.0,1.0,1.0,0.0,None,,stimuli/P_09_00_36_00.png,,,,,0,78,78,76,,,,,,,,,,,,,,,,,,,,,,,,,,,607.6533199530531,None,607.6533199530531,None,608.1364993164825,None,608.1364993164825,None,15,608.1364993164825,None,return,6.898160268647189,608.1364993164825,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,9,18,36,27,36,81,0.89,0.33,0.67,0.33,0.33,0.5,,stimuli/P_18_09_18_36.png,,,,,0,79,79,155,,,,,,,,,,,,,,,,,,,,,,,,,,,615.0733269959019,None,615.0733269959019,None,615.5731719735486,None,615.5731719735486,None,29,615.5731719735486,None,return,6.615916614471644,615.5731719735486,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,9,9,9,45,45,63,0.86,0.2,0.8,0.5,0.3,0.6,,stimuli/P_36_09_09_09.png,,,,,0,80,80,213,,,,,,,,,,,,,,,,,,,,,,,,,,,622.2237373642565,None,622.2237373642565,None,622.709408463139,None,622.709408463139,None,4,622.709408463139,None,None,,622.709408463139,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,0,9,9,36,45,54,1.0,0.0,1.0,0.5,0.5,1.0,,stimuli/P_36_00_09_09.png,,,,,0,81,81,197,,,,,,,,,,,,,,,,,,,,,,,,,,,630.7412964192408,None,630.7412964192408,None,631.2461049566773,None,631.2461049566773,None,60,631.2461049566773,None,return,4.109518600125739,631.2461049566773,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,18,18,36,54,54,108,0.83,0.33,0.67,0.33,0.33,0.5,,stimuli/P_36_18_18_36.png,,,,,0,82,82,235,,,,,,,,,,,,,,,,,,,,,,,,,,,635.3934859891087,None,635.3934859891087,None,635.9104021991006,None,635.9104021991006,None,35,635.9104021991006,None,return,7.160838110583427,635.9104021991006,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,9,9,18,9,9,36,0.75,1.0,0.0,0.33,-0.33,-0.5,,stimuli/P_00_09_09_18.png,,,,,0,83,83,22,,,,,,,,,,,,,,,,,,,,,,,,,,,643.1190964216294,None,643.1190964216294,None,643.6350915997245,None,643.6350915997245,None,0,643.6350915997245,None,return,1.5118684545741417,643.6350915997245,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,0,36,0,0,36,36,1.0,None,None,1.0,None,None,,stimuli/P_00_00_36_00.png,,,,,0,84,84,12,,,,,,,,,,,,,,,,,,,,,,,,,,,645.1829844050371,None,645.1829844050371,None,645.6570171650965,None,645.6570171650965,None,0,645.6570171650965,None,return,1.4925000469302176,645.6570171650965,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,36,18,0,72,54,90,0.6,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_36_36_18_00.png,,,,,0,85,85,248,,,,,,,,,,,,,,,,,,,,,,,,,,,647.171593533094,None,647.171593533094,None,647.6539235446835,None,647.6539235446835,None,40,647.6539235446835,None,return,4.3320049766407465,647.6539235446835,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,9,18,18,18,27,54,0.83,0.5,0.5,0.5,0.0,0.0,,stimuli/P_09_09_18_18.png,,,,,0,86,86,90,,,,,,,,,,,,,,,,,,,,,,,,,,,652.0074780508221,None,652.0074780508221,None,652.4987219900213,None,652.4987219900213,None,30,652.4987219900213,None,return,7.661149008621578,652.4987219900213,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,9,18,9,45,54,72,0.88,0.2,0.8,0.67,0.13,0.4,,stimuli/P_36_09_18_09.png,,,,,0,87,87,217,,,,,,,,,,,,,,,,,,,,,,,,,,,660.19278238673,None,660.19278238673,None,660.6711358615939,None,660.6711358615939,None,50,660.6711358615939,None,return,4.941976128262468,660.6711358615939,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,0,18,0,0,18,18,1.0,None,None,1.0,None,None,,stimuli/P_00_00_18_00.png,,,,,0,88,88,8,,,,,,,,,,,,,,,,,,,,,,,,,,,665.6354448800266,None,665.6354448800266,None,666.1170074598485,None,666.1170074598485,None,0,666.1170074598485,None,return,1.7316708110301988,666.1170074598485,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,18,36,36,18,36,90,0.8,1.0,0.0,0.5,-0.5,-1.0,,stimuli/P_00_18_36_36.png,,,,,0,89,89,47,,,,,,,,,,,,,,,,,,,,,,,,,,,667.8755378137939,None,667.8755378137939,None,668.3470771317297,None,668.3470771317297,None,0,668.3470771317297,None,return,1.386332774112816,668.3470771317297,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,18,9,9,54,45,72,0.75,0.33,0.67,0.5,0.17,0.33,,stimuli/P_36_18_09_09.png,,,,,0,90,90,229,,,,,,,,,,,,,,,,,,,,,,,,,,,669.7513202500122,None,669.7513202500122,None,670.2425164025044,None,670.2425164025044,None,50,670.2425164025044,None,return,4.61823654534237,670.2425164025044,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,36,18,9,72,54,99,0.64,0.5,0.5,0.67,-0.17,-0.5,,stimuli/P_36_36_18_09.png,,,,,0,91,91,249,,,,,,,,,,,,,,,,,,,,,,,,,,,674.8927114462276,None,674.8927114462276,None,675.3644379287653,None,675.3644379287653,None,4,675.3644379287653,None,None,,675.3644379287653,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,0,36,18,0,36,54,1.0,None,None,0.67,None,None,,stimuli/P_00_00_36_18.png,,,,,0,92,92,14,,,,,,,,,,,,,,,,,,,,,,,,,,,683.4009754177241,None,683.4009754177241,None,683.9186328905635,None,683.9186328905635,None,0,683.9186328905635,None,return,2.0052371955753188,683.9186328905635,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,18,9,18,54,45,81,0.78,0.33,0.67,0.33,0.33,0.5,,stimuli/P_36_18_09_18.png,,,,,0,93,93,230,,,,,,,,,,,,,,,,,,,,,,,,,,,685.9581132442545,None,685.9581132442545,None,686.4341405304658,None,686.4341405304658,None,35,686.4341405304658,None,return,3.041973795814556,686.4341405304658,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,9,18,18,27,36,63,0.86,0.33,0.67,0.5,0.17,0.33,,stimuli/P_18_09_18_18.png,,,,,0,94,94,154,,,,,,,,,,,,,,,,,,,,,,,,,,,689.5008581696238,None,689.5008581696238,None,689.9918694330627,None,689.9918694330627,None,28,689.9918694330627,None,return,6.249719679755799,689.9918694330627,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,9,18,9,27,36,54,0.83,0.33,0.67,0.67,0.0,0.0,,stimuli/P_18_09_18_09.png,,,,,0,95,95,153,,,,,,,,,,,,,,,,,,,,,,,,,,,696.2697542568567,None,696.2697542568567,None,696.758511011707,None,696.758511011707,None,35,696.758511011707,None,return,6.664883198478492,696.758511011707,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,18,9,9,27,18,45,0.6,0.67,0.33,0.5,-0.17,-0.33,,stimuli/P_09_18_09_09.png,,,,,0,96,96,101,,,,,,,,,,,,,,,,,,,,,,,,,,,703.4598526235204,None,703.4598526235204,None,703.9652590636906,None,703.9652590636906,None,20,703.9652590636906,None,return,5.7632350690691965,703.9652590636906,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,9,36,36,9,36,81,0.89,1.0,0.0,0.5,-0.5,-1.0,,stimuli/P_00_09_36_36.png,,,,,0,97,97,31,,,,,,,,,,,,,,,,,,,,,,,,,,,709.7591128966669,None,709.7591128966669,None,710.2419634420294,None,710.2419634420294,None,0,710.2419634420294,None,return,1.5420975292581716,710.2419634420294,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,36,18,9,45,27,72,0.5,0.8,0.2,0.67,-0.47,-1.4,,stimuli/P_09_36_18_09.png,,,,,0,98,98,121,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8083997653885,None,711.8083997653885,None,712.2838672644575,None,712.2838672644575,None,15,712.2838672644575,None,return,3.551946710998891,712.2838672644575,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,36,36,0,54,54,90,0.6,0.67,0.33,1.0,-0.67,#NAME?,,stimuli/P_18_36_36_00.png,,,,,0,99,99,188,,,,,,,,,,,,,,,,,,,,,,,,,,,715.8599986005283,None,715.8599986005283,None,716.3283236935022,None,716.3283236935022,None,20,716.3283236935022,None,return,5.583819307081285,716.3283236935022,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,18,0,36,27,9,63,0.71,0.67,0.33,0.0,0.33,0.33,,stimuli/P_09_18_00_36.png,,,,,0,100,100,99,,,,,,,,,,,,,,,,,,,,,,,,,,,721.9491759921875,None,721.9491759921875,None,722.4161932084826,None,722.4161932084826,None,18,722.4161932084826,None,return,6.058806663517316,722.4161932084826,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,18,36,9,18,36,63,0.71,1.0,0.0,0.8,-0.8,-4.0,,stimuli/P_00_18_36_09.png,,,,,0,101,101,45,,,,,,,,,,,,,,,,,,,,,,,,,,,728.5081297136057,None,728.5081297136057,None,728.9797907738684,None,728.9797907738684,None,0,728.9797907738684,None,return,1.6534775354157318,728.9797907738684,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,9,18,0,45,54,63,0.86,0.2,0.8,1.0,-0.2,#NAME?,,stimuli/P_36_09_18_00.png,,,,,0,102,102,216,,,,,,,,,,,,,,,,,,,,,,,,,,,730.6666308266358,None,730.6666308266358,None,731.1482320909345,None,731.1482320909345,None,59,731.1482320909345,None,return,7.055912723270012,731.1482320909345,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,36,0,18,36,0,54,0.33,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_36_00_18.png,,,,,0,103,103,50,,,,,,,,,,,,,,,,,,,,,,,,,,,738.246413863606,None,738.246413863606,None,738.7266657223081,None,738.7266657223081,None,0,738.7266657223081,None,return,3.379741621822177,738.7266657223081,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,36,18,36,72,54,126,0.71,0.5,0.5,0.33,0.17,0.25,,stimuli/P_36_36_18_36.png,,,,,0,104,104,251,,,,,,,,,,,,,,,,,,,,,,,,,,,742.1242238215564,None,742.1242238215564,None,742.6096730535864,None,742.6096730535864,None,25,742.6096730535864,None,return,6.266891605526325,742.6096730535864,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,36,9,36,72,45,117,0.69,0.5,0.5,0.2,0.3,0.37,,stimuli/P_36_36_09_36.png,,,,,0,105,105,247,,,,,,,,,,,,,,,,,,,,,,,,,,,748.8994095497183,None,748.8994095497183,None,749.3785059941001,None,749.3785059941001,None,25,749.3785059941001,None,return,3.0970092916686554,749.3785059941001,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,9,0,9,45,36,54,0.83,0.2,0.8,0.0,0.8,0.8,,stimuli/P_36_09_00_09.png,,,,,0,106,106,209,,,,,,,,,,,,,,,,,,,,,,,,,,,752.4985547365432,None,752.4985547365432,None,752.96882713784,None,752.96882713784,None,70,752.96882713784,None,return,5.183496974357695,752.96882713784,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,9,9,0,18,18,27,0.67,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_09_09_09_00.png,,,,,0,107,107,84,,,,,,,,,,,,,,,,,,,,,,,,,,,758.1895966062366,None,758.1895966062366,None,758.6802983938542,None,758.6802983938542,None,33,758.6802983938542,None,return,3.5501621050279937,758.6802983938542,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,0,36,9,0,36,45,1.0,None,None,0.8,None,None,,stimuli/P_00_00_36_09.png,,,,,0,108,108,13,,,,,,,,,,,,,,,,,,,,,,,,,,,762.2707014576663,None,762.2707014576663,None,762.7553627779125,None,762.7553627779125,None,0,762.7553627779125,None,return,1.5323991032055346,762.7553627779125,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,36,0,36,54,18,90,0.6,0.67,0.33,0.0,0.33,0.33,,stimuli/P_18_36_00_36.png,,,,,0,109,109,179,,,,,,,,,,,,,,,,,,,,,,,,,,,764.3186935341728,None,764.3186935341728,None,764.7938379040716,None,764.7938379040716,None,15,764.7938379040716,None,return,5.102986612328095,764.7938379040716,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,9,18,36,45,54,99,0.91,0.2,0.8,0.33,0.47,0.7,,stimuli/P_36_09_18_36.png,,,,,0,110,110,219,,,,,,,,,,,,,,,,,,,,,,,,,,,769.9349645667244,None,769.9349645667244,None,770.4164520531485,None,770.4164520531485,None,37,770.4164520531485,None,return,6.171759079901676,770.4164520531485,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,9,18,18,45,54,81,0.89,0.2,0.8,0.5,0.3,0.6,,stimuli/P_36_09_18_18.png,,,,,0,111,111,218,,,,,,,,,,,,,,,,,,,,,,,,,,,776.6107198100362,None,776.6107198100362,None,777.0855433263278,None,777.0855433263278,None,45,777.0855433263278,None,return,4.877131272929546,777.0855433263278,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,18,18,18,27,27,63,0.71,0.67,0.33,0.5,-0.17,-0.33,,stimuli/P_09_18_18_18.png,,,,,0,112,112,106,,,,,,,,,,,,,,,,,,,,,,,,,,,781.9862402727013,None,781.9862402727013,None,782.4746511428166,None,782.4746511428166,None,26,782.4746511428166,None,return,6.043281103600748,782.4746511428166,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
