A1C1,A1C0,A0C1,A0C0,A1,C1,Total,MI,C0GvA1,C1GvA1,C1GvA0,dltP,dltPp,Image_practice,Image,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,image.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,betweenTrial.started,betweenTrial.stopped,ISI.started,ISI.stopped,image_card.started,image_card.stopped,textbox.text,textbox.started,textbox.stopped,key_resp_3.keys,key_resp_3.started,key_resp_3.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_endPractice.started,image_endPractice.stopped,polygon_2.started,polygon_2.stopped,ISI_2.started,ISI_2.stopped,Cards.started,Cards.stopped,TextNote.started,TextNote.stopped,Estimation.text,Estimation.started,Estimation.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text.started,text.stopped,participant,gender,session,date,expName,psychopyVersion,frameRate,
18,0,9,9,18,27,36,1.0,0.0,1.0,0.5,0.5,1.0,,stimuli/P_18_00_09_09.png,,,,,0,113,113,133,,,,,,,,,,,,,,,,,,,,,,,,,,,788.5498054113923,None,788.5498054113923,None,789.0312832266936,None,789.0312832266936,None,60,789.0312832266936,None,return,7.107449549468583,789.0312832266936,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,0,0,9,0,0,9,1.0,None,None,0.0,None,None,,stimuli/P_00_00_00_09.png,,,,,0,114,114,1,,,,,,,,,,,,,,,,,,,,,,,,,,,796.167999858917,None,796.167999858917,None,796.6545368074294,None,796.6545368074294,None,0,796.6545368074294,None,return,1.6899871487839846,796.6545368074294,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,18,9,18,27,18,54,0.67,0.67,0.33,0.33,0.0,0.0,,stimuli/P_09_18_09_18.png,,,,,0,115,115,102,,,,,,,,,,,,,,,,,,,,,,,,,,,798.3785424030211,None,798.3785424030211,None,798.856034579374,None,798.856034579374,None,26,798.856034579374,None,return,7.669563451367139,798.856034579374,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,18,9,18,18,9,45,0.6,1.0,0.0,0.33,-0.33,-0.5,,stimuli/P_00_18_09_18.png,,,,,0,116,116,38,,,,,,,,,,,,,,,,,,,,,,,,,,,806.5594054195826,None,806.5594054195826,None,807.0209675556689,None,807.0209675556689,None,0,807.0209675556689,None,return,2.1813323502938147,807.0209675556689,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,9,36,36,45,72,117,0.92,0.2,0.8,0.5,0.3,0.6,,stimuli/P_36_09_36_36.png,,,,,0,117,117,223,,,,,,,,,,,,,,,,,,,,,,,,,,,809.2372513313458,None,809.2372513313458,None,809.7116652472905,None,809.7116652472905,None,28,809.7116652472905,None,return,6.200874838083109,809.7116652472905,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,18,0,0,36,18,36,0.5,0.5,0.5,None,None,None,,stimuli/P_18_18_00_00.png,,,,,0,118,118,160,,,,,,,,,,,,,,,,,,,,,,,,,,,815.9371957508483,None,815.9371957508483,None,816.4118901292604,None,816.4118901292604,None,50,816.4118901292604,None,return,2.423296361215762,816.4118901292604,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,0,0,0,36,36,36,1.0,0.0,1.0,None,None,None,,stimuli/P_36_00_00_00.png,,,,,0,119,119,192,,,,,,,,,,,,,,,,,,,,,,,,,,,818.8721927442675,None,818.8721927442675,None,819.3388965025224,None,819.3388965025224,None,100,819.3388965025224,None,return,3.1317092679455527,819.3388965025224,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,18,18,36,36,36,90,0.8,0.5,0.5,0.33,0.17,0.25,,stimuli/P_18_18_18_36.png,,,,,0,120,120,171,,,,,,,,,,,,,,,,,,,,,,,,,,,822.4892533952734,None,822.4892533952734,None,822.9639130714277,None,822.9639130714277,None,1,822.9639130714277,None,None,,822.9639130714277,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,36,36,18,36,36,90,0.6,1.0,0.0,0.67,-0.67,-2.0,,stimuli/P_00_36_36_18.png,,,,,0,121,121,62,,,,,,,,,,,,,,,,,,,,,,,,,,,830.9920378243187,None,830.9920378243187,None,831.4911324368804,None,831.4911324368804,None,0,831.4911324368804,None,return,3.1507670619903365,831.4911324368804,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,0,9,36,9,18,54,1.0,0.0,1.0,0.2,0.8,1.0,,stimuli/P_09_00_09_36.png,,,,,0,122,122,71,,,,,,,,,,,,,,,,,,,,,,,,,,,834.6649998208013,None,834.6649998208013,None,835.1400048128053,None,835.1400048128053,None,10,835.1400048128053,None,return,4.73847415905766,835.1400048128053,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,18,9,9,18,9,36,0.5,1.0,0.0,0.5,-0.5,-1.0,,stimuli/P_00_18_09_09.png,,,,,0,123,123,37,,,,,,,,,,,,,,,,,,,,,,,,,,,839.8978314505948,None,839.8978314505948,None,840.3597548314356,None,840.3597548314356,None,0,840.3597548314356,None,return,2.482055238018802,840.3597548314356,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,9,36,36,18,45,90,0.9,0.5,0.5,0.5,0.0,0.0,,stimuli/P_09_09_36_36.png,,,,,0,124,124,95,,,,,,,,,,,,,,,,,,,,,,,,,,,842.8743994661563,None,842.8743994661563,None,843.3561930150609,None,843.3561930150609,None,15,843.3561930150609,None,return,6.073714978461794,843.3561930150609,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,0,18,0,9,27,27,1.0,0.0,1.0,1.0,0.0,None,,stimuli/P_09_00_18_00.png,,,,,0,125,125,72,,,,,,,,,,,,,,,,,,,,,,,,,,,849.4725758343775,None,849.4725758343775,None,849.9506932201475,None,849.9506932201475,None,40,849.9506932201475,None,return,7.875574222707655,849.9506932201475,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,36,9,9,36,9,54,0.33,1.0,0.0,0.5,-0.5,-1.0,,stimuli/P_00_36_09_09.png,,,,,0,126,126,53,,,,,,,,,,,,,,,,,,,,,,,,,,,857.8540548443489,None,857.8540548443489,None,858.3212740163726,None,858.3212740163726,None,0,858.3212740163726,None,return,1.5533609699778026,858.3212740163726,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,0,9,9,9,18,27,1.0,0.0,1.0,0.5,0.5,1.0,,stimuli/P_09_00_09_09.png,,,,,0,127,127,69,,,,,,,,,,,,,,,,,,,,,,,,,,,859.8970497965929,None,859.8970497965929,None,860.3710700410884,None,860.3710700410884,None,33,860.3710700410884,None,return,3.7705959286831785,860.3710700410884,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,18,18,9,27,27,54,0.67,0.67,0.33,0.67,-0.33,-1.0,,stimuli/P_09_18_18_09.png,,,,,0,128,128,105,,,,,,,,,,,,,,,,,,,,,,,,,,,864.1821669110068,None,864.1821669110068,None,864.6677282142409,None,864.6677282142409,None,25,864.6677282142409,None,return,7.7258021482412005,864.6677282142409,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,18,0,9,27,9,36,0.5,0.67,0.33,0.0,0.33,0.33,,stimuli/P_09_18_00_09.png,,,,,0,129,129,97,,,,,,,,,,,,,,,,,,,,,,,,,,,872.4303238516513,None,872.4303238516513,None,872.9069450583702,None,872.9069450583702,None,24,872.9069450583702,None,return,5.842347101024643,872.9069450583702,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,18,9,0,27,18,36,0.5,0.67,0.33,1.0,-0.67,#NAME?,,stimuli/P_09_18_09_00.png,,,,,0,130,130,100,,,,,,,,,,,,,,,,,,,,,,,,,,,878.7830620015447,None,878.7830620015447,None,879.2694191810151,None,879.2694191810151,None,23,879.2694191810151,None,return,7.869051337147539,879.2694191810151,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,18,18,0,18,18,36,0.5,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_18_18_00.png,,,,,0,131,131,40,,,,,,,,,,,,,,,,,,,,,,,,,,,887.1660417416861,None,887.1660417416861,None,887.6344271369308,None,887.6344271369308,None,0,887.6344271369308,None,return,1.5016540458527743,887.6344271369308,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,9,36,0,18,45,54,0.83,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_09_09_36_00.png,,,,,0,132,132,92,,,,,,,,,,,,,,,,,,,,,,,,,,,889.1654483900711,None,889.1654483900711,None,889.6441898474877,None,889.6441898474877,None,20,889.6441898474877,None,return,7.467922888179601,889.6441898474877,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,0,36,36,36,72,108,1.0,0.0,1.0,0.5,0.5,1.0,,stimuli/P_36_00_36_36.png,,,,,0,133,133,207,,,,,,,,,,,,,,,,,,,,,,,,,,,897.1456237331513,None,897.1456237331513,None,897.6240329591747,None,897.6240329591747,None,33,897.6240329591747,None,return,2.608749746133981,897.6240329591747,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,36,9,9,54,27,72,0.5,0.67,0.33,0.5,-0.17,-0.33,,stimuli/P_18_36_09_09.png,,,,,0,134,134,181,,,,,,,,,,,,,,,,,,,,,,,,,,,900.258800291951,None,900.258800291951,None,900.742067264342,None,900.742067264342,None,2,900.742067264342,None,None,,900.742067264342,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,36,18,36,54,36,108,0.67,0.67,0.33,0.33,0.0,0.0,,stimuli/P_18_36_18_36.png,,,,,0,135,135,187,,,,,,,,,,,,,,,,,,,,,,,,,,,908.7776211435703,None,908.7776211435703,None,909.3018822842714,None,909.3018822842714,None,15,909.3018822842714,None,return,6.69894601865235,909.3018822842714,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,9,0,9,18,9,27,0.67,0.5,0.5,0.0,0.5,0.5,,stimuli/P_09_09_00_09.png,,,,,0,136,136,81,,,,,,,,,,,,,,,,,,,,,,,,,,,916.033665735391,None,916.033665735391,None,916.5191633230206,None,916.5191633230206,None,33,916.5191633230206,None,return,2.3799947775914916,916.5191633230206,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,9,36,0,9,36,45,0.8,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_09_36_00.png,,,,,0,137,137,28,,,,,,,,,,,,,,,,,,,,,,,,,,,918.9370165506989,None,918.9370165506989,None,919.4212762350435,None,919.4212762350435,None,0,919.4212762350435,None,return,2.5631760183605365,919.4212762350435,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,18,18,18,54,54,90,0.8,0.33,0.67,0.5,0.17,0.33,,stimuli/P_36_18_18_18.png,,,,,0,138,138,234,,,,,,,,,,,,,,,,,,,,,,,,,,,922.0063880587841,None,922.0063880587841,None,922.4853360230409,None,922.4853360230409,None,40,922.4853360230409,None,return,4.741757219635474,922.4853360230409,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,18,9,36,18,9,63,0.71,1.0,0.0,0.2,-0.2,-0.25,,stimuli/P_00_18_09_36.png,,,,,0,139,139,39,,,,,,,,,,,,,,,,,,,,,,,,,,,927.2637974162208,None,927.2637974162208,None,927.7894210469749,None,927.7894210469749,None,0,927.7894210469749,None,return,2.025948751033866,927.7894210469749,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,36,36,18,72,72,126,0.71,0.5,0.5,0.67,-0.17,-0.5,,stimuli/P_36_36_36_18.png,,,,,0,140,140,254,,,,,,,,,,,,,,,,,,,,,,,,,,,929.8413304957139,None,929.8413304957139,None,930.3248437971997,None,930.3248437971997,None,40,930.3248437971997,None,return,6.630597373659839,930.3248437971997,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,18,0,36,18,0,54,0.67,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_18_00_36.png,,,,,0,141,141,35,,,,,,,,,,,,,,,,,,,,,,,,,,,936.9765589133312,None,936.9765589133312,None,937.4566150740866,None,937.4566150740866,None,0,937.4566150740866,None,return,6.377027450624155,937.4566150740866,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,0,18,0,18,36,36,1.0,0.0,1.0,1.0,0.0,None,,stimuli/P_18_00_18_00.png,,,,,0,142,142,136,,,,,,,,,,,,,,,,,,,,,,,,,,,943.8687287768698,None,943.8687287768698,None,944.3388310802475,None,944.3388310802475,None,50,944.3388310802475,None,return,2.353623341754428,944.3388310802475,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,36,36,9,36,36,81,0.56,1.0,0.0,0.8,-0.8,-4.0,,stimuli/P_00_36_36_09.png,,,,,0,143,143,61,,,,,,,,,,,,,,,,,,,,,,,,,,,946.7344088755854,None,946.7344088755854,None,947.2193364360573,None,947.2193364360573,None,0,947.2193364360573,None,return,1.4158490304107545,947.2193364360573,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,9,18,0,27,36,45,0.8,0.33,0.67,1.0,-0.33,#NAME?,,stimuli/P_18_09_18_00.png,,,,,0,144,144,152,,,,,,,,,,,,,,,,,,,,,,,,,,,948.6674528717849,None,948.6674528717849,None,949.1563023556009,None,949.1563023556009,None,40,949.1563023556009,None,None,,949.1563023556009,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,9,0,9,27,18,36,0.75,0.33,0.67,0.0,0.67,0.67,,stimuli/P_18_09_00_09.png,,,,,0,145,145,145,,,,,,,,,,,,,,,,,,,,,,,,,,,957.1688867574485,None,957.1688867574485,None,957.6761750836667,None,957.6761750836667,None,50,957.6761750836667,None,None,,957.6761750836667,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,18,36,18,18,36,72,0.75,1.0,0.0,0.67,-0.67,-2.0,,stimuli/P_00_18_36_18.png,,,,,0,146,146,46,,,,,,,,,,,,,,,,,,,,,,,,,,,965.7050866105637,None,965.7050866105637,None,966.2208792640376,None,966.2208792640376,None,0,966.2208792640376,None,return,1.7384502657005214,966.2208792640376,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,9,36,18,9,36,63,0.86,1.0,0.0,0.67,-0.67,-2.0,,stimuli/P_00_09_36_18.png,,,,,0,147,147,30,,,,,,,,,,,,,,,,,,,,,,,,,,,967.9771175626956,None,967.9771175626956,None,968.4563220960626,None,968.4563220960626,None,0,968.4563220960626,None,return,1.7955246610654285,968.4563220960626,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,9,36,36,27,54,99,0.91,0.33,0.67,0.5,0.17,0.33,,stimuli/P_18_09_36_36.png,,,,,0,148,148,159,,,,,,,,,,,,,,,,,,,,,,,,,,,970.2781527706902,None,970.2781527706902,None,970.7507530673101,None,970.7507530673101,None,20,970.7507530673101,None,return,7.288791570877947,970.7507530673101,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,9,0,18,18,9,36,0.75,0.5,0.5,0.0,0.5,0.5,,stimuli/P_09_09_00_18.png,,,,,0,149,149,82,,,,,,,,,,,,,,,,,,,,,,,,,,,978.0738725608171,None,978.0738725608171,None,978.5433530681039,None,978.5433530681039,None,30,978.5433530681039,None,return,7.309036068159912,978.5433530681039,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,0,0,36,0,0,36,1.0,None,None,0.0,None,None,,stimuli/P_00_00_00_36.png,,,,,0,150,150,3,,,,,,,,,,,,,,,,,,,,,,,,,,,985.8745985774367,None,985.8745985774367,None,986.3532990748135,None,986.3532990748135,None,0,986.3532990748135,None,return,1.5855111840864993,986.3532990748135,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,9,9,18,27,27,54,0.83,0.33,0.67,0.33,0.33,0.5,,stimuli/P_18_09_09_18.png,,,,,0,151,151,150,,,,,,,,,,,,,,,,,,,,,,,,,,,987.9713689355704,None,987.9713689355704,None,988.4418313459173,None,988.4418313459173,None,30,988.4418313459173,None,None,,988.4418313459173,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,9,36,9,18,45,63,0.86,0.5,0.5,0.8,-0.3,-1.5,,stimuli/P_09_09_36_09.png,,,,,0,152,152,93,,,,,,,,,,,,,,,,,,,,,,,,,,,996.4533234801711,None,996.4533234801711,None,996.9705844371201,None,996.9705844371201,None,15,996.9705844371201,None,None,,996.9705844371201,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,36,9,36,36,9,81,0.56,1.0,0.0,0.2,-0.2,-0.25,,stimuli/P_00_36_09_36.png,,,,,0,153,153,55,,,,,,,,,,,,,,,,,,,,,,,,,,,1005.0070593482451,None,1005.0070593482451,None,1005.5192719808911,None,1005.5192719808911,None,0,1005.5192719808911,None,return,2.1665082309700665,1005.5192719808911,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,18,36,0,36,54,72,0.75,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_18_18_36_00.png,,,,,0,154,154,172,,,,,,,,,,,,,,,,,,,,,,,,,,,1007.7276476253683,None,1007.7276476253683,None,1008.240924650032,None,1008.240924650032,None,15,1008.240924650032,None,return,5.904787829866109,1008.240924650032,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,9,18,36,18,27,72,0.88,0.5,0.5,0.33,0.17,0.25,,stimuli/P_09_09_18_36.png,,,,,0,155,155,91,,,,,,,,,,,,,,,,,,,,,,,,,,,1014.1702156830288,None,1014.1702156830288,None,1014.653275579687,None,1014.653275579687,None,10,1014.653275579687,None,return,2.8707961208565393,1014.653275579687,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,9,0,9,9,0,18,0.5,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_09_00_09.png,,,,,0,156,156,17,,,,,,,,,,,,,,,,,,,,,,,,,,,1017.5589258458422,None,1017.5589258458422,None,1018.0669935504993,None,1018.0669935504993,None,0,1018.0669935504993,None,return,1.4073287742576213,1018.0669935504993,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,36,9,9,45,18,63,0.43,0.8,0.2,0.5,-0.3,-0.6,,stimuli/P_09_36_09_09.png,,,,,0,157,157,117,,,,,,,,,,,,,,,,,,,,,,,,,,,1019.4963514279953,None,1019.4963514279953,None,1019.9712301265608,None,1019.9712301265608,None,17,1019.9712301265608,None,None,,1019.9712301265608,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,0,0,0,0,0,0,None,None,None,None,None,None,,stimuli/P_00_00_00_00.png,,,,,0,158,158,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1027.999320177194,None,1027.999320177194,None,1028.490052115958,None,1028.490052115958,None,0,1028.490052115958,None,return,1.6191331149966572,1028.490052115958,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,0,9,18,9,18,36,1.0,0.0,1.0,0.33,0.67,1.0,,stimuli/P_09_00_09_18.png,,,,,0,159,159,70,,,,,,,,,,,,,,,,,,,,,,,,,,,1030.1481052286035,None,1030.1481052286035,None,1030.6117773753795,None,1030.6117773753795,None,25,1030.6117773753795,None,return,6.019773456871917,1030.6117773753795,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,36,36,36,36,36,108,0.67,1.0,0.0,0.5,-0.5,-1.0,,stimuli/P_00_36_36_36.png,,,,,0,160,160,63,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.6624694008642,None,1036.6624694008642,None,1037.1374374150546,None,1037.1374374150546,None,0,1037.1374374150546,None,return,1.4859356324450346,1037.1374374150546,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,18,0,18,27,9,45,0.6,0.67,0.33,0.0,0.33,0.33,,stimuli/P_09_18_00_18.png,,,,,0,161,161,98,,,,,,,,,,,,,,,,,,,,,,,,,,,1038.6650857230925,None,1038.6650857230925,None,1039.1464372449627,None,1039.1464372449627,None,15,1039.1464372449627,None,return,6.581667198573996,1039.1464372449627,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,18,9,0,54,45,63,0.71,0.33,0.67,1.0,-0.33,#NAME?,,stimuli/P_36_18_09_00.png,,,,,0,162,162,228,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.7633067491333,None,1045.7633067491333,None,1046.2445581464635,None,1046.2445581464635,None,66,1046.2445581464635,None,return,6.596592580201104,1046.2445581464635,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,18,0,18,18,0,36,0.5,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_18_00_18.png,,,,,0,163,163,34,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.8768451215728,None,1052.8768451215728,None,1053.3609659969152,None,1053.3609659969152,None,0,1053.3609659969152,None,return,1.3464229089513537,1053.3609659969152,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,9,9,36,18,18,63,0.86,0.5,0.5,0.2,0.3,0.37,,stimuli/P_09_09_09_36.png,,,,,0,164,164,87,,,,,,,,,,,,,,,,,,,,,,,,,,,1054.7438456125237,None,1054.7438456125237,None,1055.2247943607144,None,1055.2247943607144,None,13,1055.2247943607144,None,return,3.110337231933954,1055.2247943607144,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,0,9,36,0,9,45,1.0,None,None,0.2,None,None,,stimuli/P_00_00_09_36.png,,,,,0,165,165,7,,,,,,,,,,,,,,,,,,,,,,,,,,,1058.3649396891924,None,1058.3649396891924,None,1058.8279951598888,None,1058.8279951598888,None,0,1058.8279951598888,None,return,2.746236654566019,1058.8279951598888,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,18,9,18,36,27,63,0.71,0.5,0.5,0.33,0.17,0.25,,stimuli/P_18_18_09_18.png,,,,,0,166,166,166,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.612929376366,None,1061.612929376366,None,1062.078596049294,None,1062.078596049294,None,27,1062.078596049294,None,return,6.410854181711329,1062.078596049294,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,36,18,0,54,36,72,0.5,0.67,0.33,1.0,-0.67,#NAME?,,stimuli/P_18_36_18_00.png,,,,,0,167,167,184,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.5277575347936,None,1068.5277575347936,None,1069.0035020829891,None,1069.0035020829891,None,25,1069.0035020829891,None,return,7.437224479763245,1069.0035020829891,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,0,18,9,0,18,27,1.0,None,None,0.67,None,None,,stimuli/P_00_00_18_09.png,,,,,0,168,168,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.47401057338,None,1076.47401057338,None,1076.948529164969,None,1076.948529164969,None,0,1076.948529164969,None,return,1.3888154073501937,1076.948529164969,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,36,9,18,72,45,99,0.64,0.5,0.5,0.33,0.17,0.25,,stimuli/P_36_36_09_18.png,,,,,0,169,169,246,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.3690874616223,None,1078.3690874616223,None,1078.8377425104263,None,1078.8377425104263,None,,1078.8377425104263,None,return,1.4836663327296264,1078.8377425104263,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
36,0,36,18,36,72,90,1.0,0.0,1.0,0.67,0.33,1.0,,stimuli/P_36_00_36_18.png,,,,,0,170,170,206,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.3378491771873,None,1080.3378491771873,None,1080.8162054964923,None,1080.8162054964923,None,4,1080.8162054964923,None,None,,1080.8162054964923,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,9,9,9,9,9,27,0.67,1.0,0.0,0.5,-0.5,-1.0,,stimuli/P_00_09_09_09.png,,,,,0,171,171,21,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.8305443531717,None,1088.8305443531717,None,1089.3383554887332,None,1089.3383554887332,None,0,1089.3383554887332,None,return,2.754324554800405,1089.3383554887332,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
18,18,36,9,36,54,81,0.78,0.5,0.5,0.8,-0.3,-1.5,,stimuli/P_18_18_36_09.png,,,,,0,172,172,173,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.1298023507625,None,1092.1298023507625,None,1092.6039500264815,None,1092.6039500264815,None,30,1092.6039500264815,None,return,7.393963287293445,1092.6039500264815,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
0,9,18,0,9,18,27,0.67,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_09_18_00.png,,,,,0,173,173,24,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.0174654726798,None,1100.0174654726798,None,1100.4985422209793,None,1100.4985422209793,None,0,1100.4985422209793,None,return,3.8028718673376716,1100.4985422209793,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
9,0,18,36,9,27,63,1.0,0.0,1.0,0.33,0.67,1.0,,stimuli/P_09_00_18_36.png,,,,,0,174,174,75,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.3329123551957,None,1104.3329123551957,None,1104.8133400007137,None,1104.8133400007137,None,12,1104.8133400007137,None,return,2.307787924866716,1104.8133400007137,None,,,WANGJIAQI,F,002,2023_Apr_18_0911,untitled,2021.1.4,60.007271287145365,
