#  Non-editable header begin --------------------------------------------------------------------------------
# 
#  data format...............: continuous
#  setname...................: S01 resampled_elist
#  filename..................: S01_250hzfilt.set
#  filepath..................: none_specified
#  nchan.....................: 59
#  pnts......................: 476750
#  srate.....................: 250
#  nevents...................: 1081
#  generated by (bdf)........: 
#  generated by (set)........: S01 resampled_elist
#  reported in ..............: 
#  prog Version..............: 8.10
#  creation date.............: 25-Nov-2021 16:34:37
#  user Account..............: 
# 
#  Non-editable header end --------------------------------------------------------------------------------




# item	 bepoch	  ecode	            label	      onset	          diff	     dura	b_flags	   a_flags	  enable	    bin
#                                                 (sec)           (msec)     (msec)    (binary)   (binary)


1     	0     	    -88	      Annotation	    188.4640	      0.00	    0.0	    00000000     00000000	   1	[       ]
2     	0     	    221	              ""	    299.0850	 110620.98	    0.0	    00000000     00000000	   1	[       ]
3     	0     	     35	              ""	    299.7970	    712.01	    0.0	    00000000     00000000	   1	[       ]
4     	0     	    202	              ""	    300.5970	    799.99	    0.0	    00000000     00000000	   1	[       ]
5     	0     	    203	              ""	    301.1640	    567.02	    0.0	    00000000     00000000	   1	[       ]
6     	0     	    204	              ""	    301.4800	    316.01	    0.0	    00000000     00000000	   1	[       ]
7     	0     	    255	              ""	    303.2980	   1817.99	    0.0	    00000000     00000000	   1	[       ]
8     	0     	    222	              ""	    307.3070	   4009.00	    0.0	    00000000     00000000	   1	[       ]
9     	0     	     92	              ""	    307.9130	    605.99	    0.0	    00000000     00000000	   1	[       ]
10    	0     	    202	              ""	    308.7130	    800.02	    0.0	    00000000     00000000	   1	[       ]
11    	0     	    203	              ""	    309.1630	    449.98	    0.0	    00000000     00000000	   1	[       ]
12    	0     	    204	              ""	    309.7800	    617.00	    0.0	    00000000     00000000	   1	[       ]
13    	0     	    255	              ""	    311.8800	   2100.01	    0.0	    00000000     00000000	   1	[       ]
14    	0     	    212	              ""	    315.3580	   3478.00	    0.0	    00000000     00000000	   1	[       ]
15    	0     	     99	              ""	    316.1630	    804.99	    0.0	    00000000     00000000	   1	[       ]
16    	0     	    202	              ""	    316.8470	    683.99	    0.0	    00000000     00000000	   1	[       ]
17    	0     	    203	              ""	    317.4130	    566.01	    0.0	    00000000     00000000	   1	[       ]
18    	0     	    204	              ""	    318.1630	    750.00	    0.0	    00000000     00000000	   1	[       ]
19    	0     	    255	              ""	    320.2970	   2134.00	    0.0	    00000000     00000000	   1	[       ]
20    	0     	    211	              ""	    323.8480	   3550.99	    0.0	    00000000     00000000	   1	[       ]
21    	0     	     44	              ""	    324.5300	    682.01	    0.0	    00000000     00000000	   1	[       ]
22    	0     	    202	              ""	    325.2960	    765.99	    0.0	    00000000     00000000	   1	[       ]
23    	0     	    203	              ""	    325.8460	    550.02	    0.0	    00000000     00000000	   1	[       ]
24    	0     	    204	              ""	    326.1300	    284.00	    0.0	    00000000     00000000	   1	[       ]
25    	0     	    255	              ""	    328.1470	   2017.00	    0.0	    00000000     00000000	   1	[       ]
26    	0     	    221	              ""	    331.6460	   3498.99	    0.0	    00000000     00000000	   1	[       ]
27    	0     	    159	              ""	    332.2300	    584.01	    0.0	    00000000     00000000	   1	[       ]
28    	0     	    202	              ""	    333.0630	    832.98	    0.0	    00000000     00000000	   1	[       ]
29    	0     	    203	              ""	    333.6630	    600.01	    0.0	    00000000     00000000	   1	[       ]
30    	0     	    204	              ""	    333.9800	    317.02	    0.0	    00000000     00000000	   1	[       ]
31    	0     	    255	              ""	    335.8800	   1899.99	    0.0	    00000000     00000000	   1	[       ]
32    	0     	    211	              ""	    339.7450	   3864.99	    0.0	    00000000     00000000	   1	[       ]
33    	0     	    137	              ""	    340.5280	    783.02	    0.0	    00000000     00000000	   1	[       ]
34    	0     	    202	              ""	    341.3280	    799.99	    0.0	    00000000     00000000	   1	[       ]
