Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
196,G,N,135,R,N,196GN135RN,HRN,0,28,28,227,,,1.362,415.28701089997776,415.62402370001655,415.6410182000254,415.9236814000178,415.9410597999813,None,up,2.4482296999776736,415.9410597999813,None,415.9410597999813,417.29001320002135,0.06924909999361262,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
398,_4,M,225,R,N,398_4M225RN,HRN,0,29,29,165,,,0.99,418.4630217999802,418.8046478999895,418.82142849999946,419.10435119998874,419.1221557999961,None,down,2.7631195999565534,419.1221557999961,None,419.1221557999961,420.0870162000065,0.06535079999594018,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
167,F,N,270,L,N,167FN270LN,HLN,0,30,30,222,,,0.753,421.96020700002555,422.3014423000277,422.3180014999816,422.6014312999905,422.6176949000219,None,up,1.982411399949342,422.6176949000219,None,422.6176949000219,423.35118410002906,0.06788249994860962,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
194,G,N,45,R,N,194GN045RN,HRN,0,31,31,225,,,1.154,424.66890340001555,425.0155730000115,425.032730899984,425.3168933999841,425.3324460000149,None,up,2.4314604999963194,425.3324460000149,None,425.3324460000149,426.46457609999925,0.06238550000125542,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
304,_2,M,315,L,N,304_2M315LN,HLN,0,32,32,159,,,0.998,427.8515856000013,428.1797625999898,428.1962328000227,428.4809298000182,428.4962060999824,None,down,2.066045799991116,428.4962060999824,None,428.4962060999824,429.4800599999726,0.07878039998468012,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
037,R,N,180,L,N,037RN180LN,HLN,0,33,33,204,,,1.045,430.6592854000046,430.9775666000205,430.9938625000068,431.2772644999786,431.294149000023,None,up,3.4330639999825507,431.294149000023,None,431.294149000023,432.3257772999932,0.08629060001112521,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
263,_2,N,270,R,N,263_2N270RN,HRN,0,34,34,246,,,1.1280000000000001,434.79848930001026,435.1400862999726,435.1568345000269,435.4402097000275,435.45685929997126,None,up,2.499413299956359,435.45685929997126,None,435.45685929997126,436.57365849998314,0.06445519998669624,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
035,R,N,90,L,N,035RN090LN,HLN,0,35,35,202,,,0.975,438.0292356000282,438.3717595000053,438.3872139999876,438.67077839997364,438.6875433999812,None,up,1.9320593999582343,438.6875433999812,None,438.6875433999812,439.6529888000223,0.06613389996346086,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
014,R,M,225,R,N,014RM225RN,HRN,0,36,36,101,,,1.283,440.69740389997605,441.03522309998516,441.0518029999803,441.3349871999817,441.3510844000266,None,up,2.450374300009571,441.3510844000266,None,441.3510844000266,442.6171660000109,0.06970019999425858,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
_,_4,M,180,_,_,__4M180__,N,0,37,37,36,,,0.901,443.87825409998186,444.2155245000031,444.2332472000271,444.5153608000255,444.53212200000416,None,up,2.632212000025902,444.53212200000416,None,444.53212200000416,445.41419719997793,0.06819000001996756,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
422,_4,N,225,L,N,422_4N225LN,HLN,0,38,38,269,,,0.9570000000000001,447.25039569998626,447.5798980999971,447.5967580000288,447.87937179999426,447.89599059999455,None,up,2.648052899981849,447.89599059999455,None,447.89599059999455,448.8452643000055,0.07661950000328943,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
201,G,M,0,R,N,201GM000RN,HRN,0,39,39,128,,,1.241,450.6254949999857,450.9596791000222,450.9774695999804,451.2596374999848,451.27669500000775,None,down,2.5980783000122756,451.27669500000775,None,451.27669500000775,452.5088727999828,0.07269270002143458,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
464,_5,M,315,R,N,464_5M315RN,HRN,0,40,40,183,,,1.231,453.9477736999979,454.29180439998163,454.3067634999752,454.59004899999127,454.60663080000086,None,down,2.4323522999766283,454.60663080000086,None,454.60663080000086,455.8228542000288,0.06590480002341792,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
048,R,M,315,L,N,048RM315LN,HLN,0,41,41,111,,,1.139,457.13277299999027,457.4542460999801,457.4709072000114,457.754288199998,457.77074090001406,None,down,2.398083299980499,457.77074090001406,None,457.77074090001406,458.8867002999759,0.08471780002582818,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
230,G,N,225,L,N,230GN225LN,HLN,0,42,42,237,,,0.864,460.23954009998124,460.5849903000053,460.60302749997936,460.88501359999646,460.90155060001416,None,up,2.247677500010468,460.90155060001416,None,460.90155060001416,461.75088810001034,0.0641085000243038,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
040,R,N,315,L,N,040RN315LN,HLN,0,43,43,207,,,1.357,463.21785000001546,463.5654343999922,463.58267430000706,463.8651945000165,463.8823320000083,None,up,3.332142500032205,463.8823320000083,None,463.8823320000083,465.21400039998116,0.062168699980247766,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
129,F,N,0,R,N,129FN000RN,HRN,0,44,44,208,,,1.172,467.3240291000111,467.62864140002057,467.6453642999986,467.92847129999427,467.9459985999856,None,up,2.096858900040388,467.9459985999856,None,467.9459985999856,469.1103686999995,0.09840509999776259,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
489,_5,M,0,L,N,489_5M000LN,HLN,0,45,45,184,,,1.266,470.114538200025,470.4595269000274,470.47612200002186,470.7594112000079,470.77592579997145,None,down,2.3147282999707386,470.77592579997145,None,470.77592579997145,472.02487800002564,0.06548679998377338,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
485,_5,N,180,L,N,485_5N180LN,HLN,0,46,46,284,,,0.961,473.1583522000001,473.5067597000161,473.5242625999963,473.80694989999756,473.8232168999966,None,up,2.5988234999822453,473.8232168999966,None,473.8232168999966,474.77248729998246,0.060868200031109154,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
174,F,M,225,L,N,174FM225LN,HLN,0,47,47,125,,,1.252,476.5103952999925,476.8371838000021,476.85395900002914,477.13757339998847,477.15395449998323,None,down,2.664708599972073,477.15395449998323,None,477.15395449998323,478.386719800008,0.07855660002678633,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
397,_4,M,180,R,N,397_4M180RN,HRN,0,48,48,164,,,1.329,479.89008699997794,480.23458879999816,480.2510294999811,480.5343469000072,480.55085250001866,None,up,3.447837100015022,480.55085250001866,None,480.55085250001866,481.86619149998296,0.06474160001380369,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
396,_4,M,135,R,N,396_4M135RN,HRN,0,49,49,163,,,0.719,484.07519950001733,484.41397539997706,484.4308450000244,484.7135485999752,484.7311494000023,None,None,,484.7311494000023,None,484.7311494000023,485.42982790002134,0.06935500004328787,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
385,_4,N,0,R,N,385_4N000RN,HRN,0,50,50,256,,,0.756,488.29545520001557,488.6106008000206,488.62696099997265,488.9100515000173,488.92691380000906,488.29545520001557,up,1.7006914999801666,488.92691380000906,None,488.92691380000906,489.65956960001495,0.09164290002081543,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
395,_4,M,90,R,N,395_4M090RN,HRN,0,51,51,162,,,0.877,490.7033751999843,491.0413390999893,491.058159600012,491.3411597000086,491.3576616999926,None,up,2.0708467999938875,491.3576616999926,None,491.3576616999926,492.2236365000135,0.06886790000135079,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
_,_5,M,180,_,_,__5M180__,N,0,52,52,44,,,1.333,493.5434146000189,493.83929620002164,493.8556723999791,494.1392132000183,494.15561289998004,None,None,,494.15561289998004,None,494.15561289998004,495.4711541000288,0.1025249999947846,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
034,R,N,45,L,N,034RN045LN,HLN,0,53,53,201,,,0.879,497.70368660002714,498.052011199994,498.06843069999013,498.35222910001175,498.36967450001976,497.70368660002714,down,0.016132599965203553,498.36967450001976,None,498.36967450001976,None,0.060182199988048524,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
164,F,N,135,L,N,164FN135LN,HLN,0,54,54,219,,,1.0090000000000001,498.45556390000274,498.8013099000091,498.8180205000099,499.10127069999,499.11801450001076,None,up,2.6148233000421897,499.11801450001076,None,499.11801450001076,500.10038780001923,0.06303050002316013,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
_,R,M,0,_,_,_RM000__,N,0,55,55,16,,,1.031,501.800490499998,502.14865859999554,502.1653556000092,502.44837910000933,502.46486409998033,None,down,1.9992719999863766,502.46486409998033,None,502.46486409998033,503.4807814999949,0.060708000033628196,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
490,_5,M,45,L,N,490_5M045LN,HLN,0,56,56,185,,,0.888,504.5511962000164,504.88011620001635,504.895984200004,505.17998000001535,505.1958076999872,None,down,2.199556000006851,505.1958076999872,None,505.1958076999872,506.0622359000263,0.07819789997301996,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
_,R,N,45,_,_,_RN045__,N,0,57,57,65,,,1.254,507.4630102000083,507.8106855999795,507.82721680001123,508.11038109997753,508.1264939000248,None,up,2.1984901999821886,508.1264939000248,None,508.1264939000248,509.3587502000155,0.06072619999758899,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
262,_2,N,225,R,N,262_2N225RN,HRN,0,58,58,245,,,0.894,510.39421779999975,510.74099929997465,510.7584083999973,511.04065610002726,511.0570630999864,None,up,1.8664791999617592,511.0570630999864,None,511.0570630999864,511.9398115000222,0.06231459998525679,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
393,_4,M,0,R,N,393_4M000RN,HRN,0,59,59,160,,,1.252,512.9930380000151,513.3389269000036,513.3558757000137,513.6392809000099,513.6560511999996,None,down,2.2474157999968156,513.6560511999996,None,513.6560511999996,514.8870903999778,0.06133300001965836,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
033,R,N,0,L,N,033RN000LN,HLN,0,60,60,200,,,1.014,515.9905216000043,516.3189257999766,516.3365893000155,516.6192799999844,516.6362228000071,None,up,2.4336744000320323,516.6362228000071,None,516.6362228000071,517.6351223000092,0.0790749000152573,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
495,_5,M,270,L,N,495_5M270LN,HLN,0,61,61,190,,,1.293,519.1507305999985,519.4835038000019,519.5004701999715,519.7836963000009,519.7998149999767,None,down,2.348816199984867,519.7998149999767,None,519.7998149999767,521.081969699997,0.07319339999230579,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
001,R,N,0,R,N,001RN000RN,HRN,0,62,62,192,,,1.207,522.235070499999,522.5642323999782,522.5809241000097,522.8634230999742,522.8802730999887,None,up,2.1655516999890096,522.8802730999887,None,522.8802730999887,524.0793592000264,0.07769280002685264,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
388,_4,N,135,R,N,388_4N135RN,HRN,0,63,63,259,,,0.736,525.1289563999744,525.4624131000019,525.4782592999982,525.7616835000226,525.7782998000039,None,up,2.28174249996664,525.7782998000039,None,525.7782998000039,526.4937413000152,0.07365949999075383,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
039,R,N,270,L,N,039RN270LN,HLN,0,64,64,206,,,0.894,528.1443261000095,528.4770366000012,528.492133599997,528.7761283,528.7925108000054,None,up,1.9645663000410423,528.7925108000054,None,528.7925108000054,529.6741541000083,0.07552210002904758,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
428,_4,M,135,L,N,428_4M135LN,HLN,0,65,65,171,,,1.276,530.8402072999743,531.1732131000026,531.1903023999766,531.4732553000213,531.4898332000012,None,down,2.614996300020721,531.4898332000012,None,531.4898332000012,532.7555553999846,0.0754732999484986,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
_,_4,M,225,_,_,__4M225__,N,0,66,66,37,,,0.986,534.1813466000021,534.5207215999835,534.537860499986,534.8209697999991,534.8370555000147,None,down,2.8974362000008114,534.8370555000147,None,534.8370555000147,535.8027726999717,0.06800900003872812,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
427,_4,M,90,L,N,427_4M090LN,HLN,0,67,67,170,,,1.347,537.8052132999874,538.1514801000012,538.1674613999785,538.450583799975,538.4671266999794,None,down,2.8509749000077136,538.4671266999794,None,538.4671266999794,539.798857900023,0.06411199999274686,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
_,F,M,0,_,_,_FM000__,N,0,68,68,0,,,1.044,541.4191071999958,541.7308150000172,541.7473242999986,542.0305759999901,542.0472980000195,None,down,2.4820510999998078,542.0472980000195,None,542.0472980000195,543.0798551000189,0.09040260000620037,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
_,_5,N,90,_,_,__5N090__,N,0,69,69,90,,,1.158,544.5987079999759,544.9442630999838,544.961720500025,545.2443623999716,545.2610382999992,None,up,2.1486870999797247,545.2610382999992,None,545.2610382999992,546.393324100005,0.06251130002783611,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
_,G,N,90,_,_,_GN090__,N,0,70,70,58,,,0.904,547.4840409000171,547.8250767000136,547.8423625999712,548.1260381999891,548.1411651999806,None,up,2.3173451999900863,548.1411651999806,None,548.1411651999806,549.0241615999839,0.06643130001612008,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
232,G,N,315,L,N,232GN315LN,HLN,0,71,71,239,,,1.29,550.5255404000054,550.8731514000101,550.889486,551.172378999996,551.1888613000046,None,up,2.3821912999846973,551.1888613000046,None,551.1888613000046,552.4719257000252,0.05997110001044348,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
_,_4,M,0,_,_,__4M000__,N,0,72,72,32,,,0.994,553.6441662000143,553.9865816999809,554.0036855000071,554.286436400027,554.3029639999731,None,down,2.182046200032346,554.3029639999731,None,554.3029639999731,555.285267499974,0.06575030001113191,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
233,G,M,0,L,N,233GM000LN,HLN,0,73,73,136,,,0.7030000000000001,556.5900442000129,556.9020066999947,556.9173223000253,557.2010202999809,557.2173949999851,None,down,1.6838233000016771,557.2173949999851,None,557.2173949999851,557.8997640999733,0.0945759000023827,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
_,_5,N,270,_,_,__5N270__,N,0,74,74,94,,,0.924,558.9877203999786,559.3161895999801,559.3324382000137,559.615135399974,559.6321678999811,None,up,2.0318789000157267,559.6321678999811,None,559.6321678999811,560.5476581000257,0.07784829998854548,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
258,_2,N,45,R,N,258_2N045RN,HRN,0,75,75,241,,,1.283,561.744961599994,562.0798100000247,562.0961001000251,562.379067700007,562.3963110999903,None,down,2.6815097999642603,562.3963110999903,None,562.3963110999903,563.6620989000075,0.07217270002001897,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
204,G,M,135,R,N,204GM135RN,HRN,0,76,76,131,,,0.861,565.1451782999793,565.4940836000023,565.5100278999889,565.7927986999857,565.8096297999728,None,up,2.315492900030222,565.8096297999728,None,565.8096297999728,566.6596642999793,0.060336100053973496,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
_,R,N,315,_,_,_RN315__,N,0,77,77,71,,,0.838,568.1983735000249,568.5411001999746,568.5574733000249,568.8406275999732,568.8576413000119,None,up,1.6819697000319138,568.8576413000119,None,568.8576413000119,569.6731310000177,0.06634239997947589,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
266,_2,M,45,R,N,266_2M045RN,HRN,0,78,78,145,,,1.233,570.6144668000052,570.9552845999715,570.9725448000245,571.25669379998,571.2722914000042,None,down,2.8476056000217795,571.2722914000042,None,571.2722914000042,572.4873809000128,0.0668372000218369,None,,,,,,,,,35,001,2019_Dec_25_1441,untitled,3.1.0,60.056056316336566,
