Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
_,_5,N,180,_,_,__5N180__,N,0,0,0,92,915.3617430999875,None,0.795,978.7007264999847,979.0018701999797,979.0018701999797,979.1853861999989,979.2039487999864,None,up,2.7303958000265993,979.2039487999864,None,979.2039487999864,979.983831599995,0.21907939997618087,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
419,_4,N,90,L,N,419_4N090LN,HLN,0,1,1,266,,,0.786,982.2622083000024,982.5498779999907,982.5498779999907,982.7157909999951,982.7326945999812,None,up,2.2503080000169575,982.7326945999812,None,982.7326945999812,983.5168259999773,0.24550340001587756,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
451,_5,N,90,R,N,451_5N090RN,HRN,0,2,2,274,,,1.213,985.2117902000027,985.5129751999921,985.5129751999921,985.6960363999824,985.7130353999964,None,up,2.066666200000327,985.7130353999964,None,985.7130353999964,986.9123661999765,0.2173878000176046,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,F,M,135,_,_,_FM135__,N,0,3,3,3,,,1.11,987.9537105000054,988.2442153999873,988.2442153999873,988.4944249999826,988.5108594000048,None,down,2.5351171999936923,988.5108594000048,None,988.5108594000048,989.6117624999897,0.16140440001618117,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
453,_5,N,180,R,N,453_5N180RN,HRN,0,4,4,276,,,1.322,991.1922402999771,991.4909917000041,991.4909917000041,991.7582019999973,991.7778333000024,None,up,2.547962999989977,991.7778333000024,None,991.7778333000024,993.0924855000048,0.13532760000089183,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
426,_4,M,45,L,N,426_4M045LN,HLN,0,5,5,169,,,1.191,994.4539549000037,994.7548370999866,994.7548370999866,995.0378532999894,995.0546234999783,None,down,2.9658418000035454,995.0546234999783,None,995.0546234999783,996.2377756999922,0.1153393000131473,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,G,M,270,_,_,_GM270__,N,0,6,6,14,,,0.774,998.2054940999951,998.5024341999961,998.5024341999961,998.7353362999856,998.7522433999984,None,down,2.650662599975476,998.7522433999984,None,998.7522433999984,999.51805839999,0.17212120001204312,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
400,_4,M,315,R,N,400_4M315RN,HRN,0,7,7,167,,,0.704,1001.6251360999886,1001.9151804999856,1001.9151804999856,1002.1158884000033,1002.1323147999938,None,down,2.1995957999897655,1002.1323147999938,None,1002.1323147999938,1002.8314663999772,0.20864589998382144,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,_4,M,315,_,_,__4M315__,N,0,8,8,39,,,0.96,1004.540519400005,1004.8297925999796,1004.8297925999796,1005.0460310000053,1005.0632528999995,None,down,1.965969299984863,1005.0632528999995,None,1005.0632528999995,1006.0145896000031,0.19750559999374673,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,G,N,45,_,_,_GN045__,N,0,9,9,57,,,1.185,1007.2708823999856,1007.5602036000055,1007.5602036000055,1007.7437154999934,1007.760122799984,None,up,3.0816655000089668,1007.760122799984,None,1007.760122799984,1008.9264139999868,0.2293900000222493,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,_4,M,180,_,_,__4M180__,N,0,10,10,36,,,0.841,1011.0168873999792,1011.3071954000043,1011.3071954000043,1011.5574421999918,1011.5755714999977,None,up,2.2501685000024736,1011.5755714999977,None,1011.5755714999977,1012.4070123999845,0.16379869999946095,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
130,F,N,45,R,N,130FN045RN,HRN,0,11,11,209,,,1.185,1013.9790320000029,1014.2711288999999,1014.2711288999999,1014.5375620999839,1014.5538111999922,None,up,2.2701098000106867,1014.5538111999922,None,1014.5538111999922,1015.7372275999805,0.14163680002093315,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,G,M,0,_,_,_GM000__,N,0,12,12,8,,,1.293,1017.0465850000037,1017.3355520000041,1017.3355520000041,1017.5357322999917,1017.5522280999867,None,None,,1017.5522280999867,None,1017.5522280999867,1018.8344652999949,0.2105169999995269,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
271,_2,M,270,R,N,271_2M270RN,HRN,0,13,13,150,,,1.37,1021.2489807999809,1021.5487260999798,1021.5487260999798,1021.7320390999957,1021.7489772999834,1021.2489807999809,down,3.0471373999898788,1021.7489772999834,None,1021.7489772999834,1023.0971900000004,0.22229689999949187,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
462,_5,M,225,R,N,462_5M225RN,HRN,0,14,14,181,,,0.992,1024.934342099994,1025.2282280999934,1025.2282280999934,1025.5114118999918,1025.5285973999999,None,None,,1025.5285973999999,None,1025.5285973999999,1026.5112705999927,0.12801549999858253,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
165,F,N,180,L,N,165FN180LN,HLN,0,15,15,220,,,0.836,1029.1370584999968,1029.4247226000007,1029.4247226000007,1029.708534299978,1029.7250268999778,1029.1370584999968,up,2.0338453000003938,1029.7250268999778,None,1029.7250268999778,1030.540738199983,0.132287999993423,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
171,F,M,90,L,N,171FM090LN,HLN,0,16,16,122,,,1.355,1031.8905153999804,1032.1888922999788,1032.1888922999788,1032.4715566999803,1032.4889969999786,None,down,2.7480827999825124,1032.4889969999786,None,1032.4889969999786,1033.837960999983,0.12139590000151657,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
140,F,M,135,R,N,140FM135RN,HRN,0,17,17,115,,,1.033,1035.3997972999932,1035.7025266999844,1035.7025266999844,1035.9521237000008,1035.9699182999902,None,down,3.148217999987537,1035.9699182999902,None,1035.9699182999902,1036.9844642999815,0.1552291999978479,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,R,M,270,_,_,_RM270__,N,0,18,18,22,,,1.227,1039.2071791999915,1039.5323576999945,1039.54880769999,1039.8320855000056,1039.8485639999853,None,down,2.400001700007124,1039.8485639999853,None,1039.8485639999853,1041.0650147999986,0.08175139999366365,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
267,_2,M,90,R,N,267_2M090RN,HRN,0,19,19,146,,,0.979,1042.4643628999765,1042.7632070999825,1042.7632070999825,1042.9662462999986,1042.9854004999797,None,down,2.9958947999984957,1042.9854004999797,None,1042.9854004999797,1043.945794500003,0.20270280001568608,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,G,M,315,_,_,_GM315__,N,0,20,20,15,,,0.9480000000000001,1046.2043129999947,1046.492915699986,1046.492915699986,1046.693291100004,1046.7101124000037,None,down,2.916964600008214,1046.7101124000037,None,1046.7101124000037,1047.642834600003,0.2097164999868255,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
136,F,N,315,R,N,136FN315RN,HRN,0,21,21,215,,,1.317,1049.749015199981,1050.0405587999849,1050.0565308999794,1050.3402496000053,1050.3570518000051,None,up,2.8155473999795504,1050.3570518000051,None,1050.3570518000051,1051.656158400001,0.11032259999774396,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
395,_4,M,90,R,N,395_4M090RN,HRN,0,22,22,162,,,0.8260000000000001,1053.2902708000038,1053.586945099989,1053.6040560999827,1053.8869678000046,1053.9054150999873,None,down,2.3968471999978647,1053.9054150999873,None,1053.9054150999873,1054.7198181999847,0.10658820002572611,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
430,_4,M,225,L,N,430_4M225LN,HLN,0,23,23,173,,,0.751,1056.5214107999927,1056.817064599978,1056.817064599978,1057.0175062000053,1057.034294699988,None,None,,1057.034294699988,None,1057.034294699988,1057.7673588999896,0.2080998000164982,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
392,_4,N,315,R,N,392_4N315RN,HRN,0,24,24,263,,,0.986,1060.628777899983,1060.9305314999947,1060.9305314999947,1061.2143810999987,1061.230845699989,1060.628777899983,up,1.7854780000052415,1061.230845699989,None,1061.230845699989,1062.1967582999787,0.12177150000934489,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,_5,M,135,_,_,__5M135__,N,0,25,25,43,,,1.089,1063.2384684999997,1063.528239999985,1063.528239999985,1063.7289547999972,1063.7463130999822,None,down,2.165173599991249,1063.7463130999822,None,1063.7463130999822,1064.8275924999907,0.20987769999192096,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
424,_4,N,315,L,N,424_4N315LN,HLN,0,26,26,271,,,0.8210000000000001,1066.0350677999959,1066.3255897999916,1066.3255897999916,1066.6264636999986,1066.6425314999942,None,up,1.5501039999944624,1066.6425314999942,None,1066.6425314999942,1067.458961299999,0.11175589999766089,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,R,N,0,_,_,_RN000__,N,0,27,27,64,,,0.761,1068.4063581999799,1068.7071091999824,1068.7071091999824,1068.9074565999908,1068.9242114999797,None,up,1.902092200005427,1068.9242114999797,None,1068.9242114999797,1069.673644800001,0.2013516000006348,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
270,_2,M,225,R,N,270_2M225RN,HRN,0,28,28,149,,,1.228,1070.9538919999904,1071.2550435999874,1071.2550435999874,1071.5378986999858,1071.5550920999958,None,down,2.60154020000482,1071.5550920999958,None,1071.5550920999958,1072.7701337999897,0.11522909998893738,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,_4,M,90,_,_,__4M090__,N,0,29,29,34,,,0.8300000000000001,1074.2837162999786,1074.5853286999918,1074.5853286999918,1074.8686614999897,1074.8857039999857,None,up,1.8178437000024132,1074.8857039999857,None,1074.8857039999857,1075.7026559999795,0.11484560000826605,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,G,M,180,_,_,_GM180__,N,0,30,30,12,,,0.916,1076.9284254999948,1077.2185463999922,1077.2185463999922,1077.4185178999905,1077.433561599988,None,down,2.864409000001615,1077.433561599988,None,1077.433561599988,1078.3326129000052,0.21348930001840927,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
298,_2,M,45,L,N,298_2M045LN,HLN,0,31,31,153,,,0.966,1080.4136397999828,1080.7137635999825,1080.729902799998,1081.0133530999883,1081.0301560999942,None,down,2.218572200014023,1081.0301560999942,None,1081.0301560999942,1081.9796986999863,0.10612840001704171,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
162,F,N,45,L,N,162FN045LN,HLN,0,32,32,217,,,1.2650000000000001,1083.479423199984,1083.7770324999874,1083.7770324999874,1083.961247899977,1083.9801198999921,None,up,2.130786800000351,1083.9801198999921,None,1083.9801198999921,1085.2265921999933,0.21966269999393262,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
036,R,N,135,L,N,036RN135LN,HLN,0,33,33,203,,,1.0170000000000001,1086.339340799983,1086.641589499981,1086.641589499981,1086.8264706000045,1086.8420305000036,None,up,1.9527973999793176,1086.8420305000036,None,1086.8420305000036,1087.840933200001,0.21683660001144744,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,R,N,315,_,_,_RN315__,N,0,34,34,71,,,1.297,1089.0152594999818,1089.3056567999884,1089.3056567999884,1089.5061104999913,1089.5228779999889,None,up,2.149018600001,1089.5228779999889,None,1089.5228779999889,1090.8053437999915,0.20776759998989291,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,_5,N,270,_,_,__5N270__,N,0,35,35,94,,,1.304,1091.8005298999778,1092.1032438999973,1092.1032438999973,1092.3872073999955,1092.4035790000053,None,up,2.0504417000047397,1092.4035790000053,None,1092.4035790000053,1093.7015200000023,0.11727749998681247,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
397,_4,M,180,R,N,397_4M180RN,HRN,0,36,36,164,,,0.724,1094.5934619999898,1094.8840943999821,1094.8840943999821,1095.168052699999,1095.1855177999823,None,up,1.7022594999871217,1095.1855177999823,None,1095.1855177999823,1095.89974719999,0.12878990001627244,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
269,_2,M,180,R,N,269_2M180RN,HRN,0,37,37,148,,,0.731,1097.0203704999876,1097.3151804999798,1097.3151804999798,1097.5992132999818,1097.615607899992,None,down,2.3181948000274133,1097.615607899992,None,1097.615607899992,1098.331240999978,0.12119760000496171,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
463,_5,M,270,R,N,463_5M270RN,HRN,0,38,38,182,,,0.9420000000000001,1100.1448131999932,1100.4460221999907,1100.4460221999907,1100.6461605999793,1100.6633938000014,None,down,3.1171750999928918,1100.6633938000014,None,1100.6633938000014,1101.595365599991,0.2004970999842044,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
297,_2,M,0,L,N,297_2M000LN,HLN,0,39,39,152,,,1.34,1103.8978416000027,1104.1924875999975,1104.2096543999796,1104.4930815999978,1104.5100384999823,None,down,2.3815600000089034,1104.5100384999823,None,1104.5100384999823,1105.8423707000038,0.1069050999940373,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
459,_5,M,90,R,N,459_5M090RN,HRN,0,40,40,178,,,1.256,1106.9961810999957,1107.3065731999814,1107.3236051999847,1107.6067632999911,1107.6257989000005,None,down,2.6495692000025883,1107.6257989000005,None,1107.6257989000005,1108.856284199981,0.09564179999870248,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,_4,N,270,_,_,__4N270__,N,0,41,41,86,,,0.853,1110.4254055999918,1110.7206908999942,1110.7206908999942,1110.987224899989,1111.0040255999775,None,up,1.6985524999909103,1111.0040255999775,None,1111.0040255999775,1111.8522945999866,0.13924100002623163,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,_2,M,315,_,_,__2M315__,N,0,42,42,31,,,0.9520000000000001,1112.9221172999823,1113.218274599989,1113.218274599989,1113.4188037999847,1113.435275900003,None,down,1.8011720000067726,1113.435275900003,None,1113.435275900003,1114.3679694999882,0.212224699993385,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
482,_5,N,45,L,N,482_5N045LN,HLN,0,43,43,281,,,0.865,1115.4734663999989,1115.7663111999864,1115.7663111999864,1115.9498618999787,1115.9668671999825,None,up,1.5165151999972295,1115.9668671999825,None,1115.9668671999825,1116.8151175999956,0.2228645000141114,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,_2,M,135,_,_,__2M135__,N,0,44,44,27,,,0.921,1117.6045795999817,1117.8984820999904,1117.9140602999832,1118.197817599983,1118.215969199984,None,down,1.8483624999935273,1118.215969199984,None,1118.215969199984,1119.1309582999966,0.10754759999690577,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,_4,M,135,_,_,__4M135__,N,0,45,45,35,,,1.183,1120.170923400001,1120.4782590999966,1120.4952090999868,1120.7786266999901,1120.7955012999882,None,up,2.5990860000019893,1120.7955012999882,None,1120.7955012999882,1121.961379699991,0.09488449999480508,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
385,_4,N,0,R,N,385_4N000RN,HRN,0,46,46,256,,,0.845,1123.5154000000039,1123.8090073999774,1123.8253003999998,1124.1109546999796,1124.1272931999993,None,up,1.8300448000081815,1124.1272931999993,None,1124.1272931999993,1124.9585891999886,0.11011609999695793,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,_5,M,45,_,_,__5M045__,N,0,47,47,41,,,0.732,1126.0848630999972,1126.376030399988,1126.376030399988,1126.6735339000006,1126.6903046999942,None,up,1.7330110000038985,1126.6903046999942,None,1126.6903046999942,1127.4066264999856,0.11889979999978095,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
484,_5,N,135,L,N,484_5N135LN,HLN,0,48,48,283,,,1.307,1128.5497107999981,1128.8381790999847,1128.8381790999847,1129.138460599992,1129.1575416999985,None,up,2.3637832999811508,1129.1575416999985,None,1129.1575416999985,1130.4538880999899,0.11409780001849867,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
456,_5,N,315,R,N,456_5N315RN,HRN,0,49,49,279,,,1.203,1131.644719200005,1131.93500149998,1131.93500149998,1132.2347632999881,1132.2511721999908,None,up,1.7839839999796823,1132.2511721999908,None,1132.2511721999908,1133.4345179999946,0.1120060000102967,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,_2,N,90,_,_,__2N090__,N,0,50,50,74,,,0.773,1134.1749202999927,1134.4663073999982,1134.4663073999982,1134.7519366999913,1134.766926899989,None,up,1.4000067000160925,1134.766926899989,None,1134.766926899989,1135.5317691999953,0.12798699998529628,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
489,_5,M,0,L,N,489_5M000LN,HLN,0,51,51,184,,,1.312,1136.2935656000045,1136.5817765999818,1136.5817765999818,1136.880861099984,1136.898187099985,None,down,2.6328821000061,1136.898187099985,None,1136.898187099985,1138.1974148000008,0.1147058000206016,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
_,_5,N,45,_,_,__5N045__,N,0,52,52,89,,,0.9470000000000001,1139.67618509999,1139.9643313999986,1139.9643313999986,1140.245300999988,1140.2618500999815,None,up,1.5344621999829542,1140.2618500999815,None,1140.2618500999815,1141.1944321999908,0.13141209998866543,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
300,_2,M,135,L,N,300_2M135LN,HLN,0,53,53,155,,,0.774,1141.9114704999956,1142.2099768999906,1142.2261482999893,1142.509996799985,1142.526393099979,None,down,2.3665725000028033,1142.526393099979,None,1142.526393099979,1143.2929764,0.10280260001309216,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
014,R,M,225,R,N,014RM225RN,HRN,0,54,54,101,,,1.371,1145.025550499995,1145.323491099989,1145.323491099989,1145.6076339999854,1145.6239503999823,None,up,2.450699299981352,1145.6239503999823,None,1145.6239503999823,1146.9887446999783,0.12120080000022426,None,,,,,,,,,5,001,2019_Dec_23_1026,untitled,3.1.0,60.20161520618148,
