Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
043,R,M,90,L,N,043RM090LN,HLN,0,0,0,106,354.68718209495273,None,1.307,386.3531720650117,386.6531794146522,386.6531794146522,386.7365117547906,386.78644759441704,None,down,2.583503169615142,386.78644759441704,None,386.78644759441704,388.05303758645823,0.3054202603761951,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
450,_5,N,45,R,N,450_5N045RN,HRN,0,1,1,273,,,1.211,389.4863746939318,389.7863648281982,389.80303659326455,390.0863576109841,390.1196902159736,None,up,2.0334471534388285,390.1196902159736,None,390.1196902159736,391.3029753462615,0.09122360254332307,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
_,F,M,315,_,_,_FM315__,N,0,2,2,7,,,0.73,392.2362965626198,392.56963287553845,392.5863009988898,392.86959586248486,392.90295826331385,None,down,2.050210292409247,392.90295826331385,None,392.90295826331385,393.61960844295027,0.07646671672227967,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
004,R,N,135,R,N,004RN135RN,HRN,0,3,3,195,,,0.8260000000000001,395.05290615370177,395.3695286563143,395.3862133329112,395.669541302992,395.7028467606633,None,up,2.700166128353885,395.7028467606633,None,395.7028467606633,396.486215451725,0.07788466759120638,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
131,F,N,90,R,N,131FN090RN,HRN,0,4,4,210,,,1.3,398.5361579126493,398.83613679071095,398.83613679071095,399.1194654229221,399.15278544744797,None,up,2.5168210753254243,399.15278544744797,None,399.15278544744797,400.43606739951247,0.11297688240119896,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
231,G,N,270,L,N,231GN270LN,HLN,0,5,5,238,,,1.387,401.8193736517387,402.11943662027807,402.11943662027807,402.3860372063955,402.419402255744,None,up,2.666791478124651,402.419402255744,None,402.419402255744,403.769359349737,0.12808602124823665,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
457,_5,M,0,R,N,457_5M000RN,HRN,0,6,6,176,,,1.312,405.1859922477852,405.5026303104478,405.51927559032265,405.80266315208246,405.83592623344884,None,down,2.5001767886442394,405.83592623344884,None,405.83592623344884,407.1192535414011,0.0799703763150319,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
266,_2,M,45,R,N,266_2M045RN,HRN,0,7,7,145,,,1.347,408.4359134543447,408.75258826520803,408.7692464566135,409.052564163685,409.085867303902,None,up,3.0168118055080413,409.085867303902,None,409.085867303902,410.40251066359997,0.0787351732597017,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
417,_4,N,0,L,N,417_4N000LN,HLN,0,8,8,264,,,1.285,412.2524740478257,412.55249066728175,412.55249066728175,412.819148527622,412.8524632551107,None,up,2.5168180957407458,412.8524632551107,None,412.8524632551107,414.1024198856121,0.13188234219160222,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
_,F,N,0,_,_,_FN000__,N,0,9,9,48,,,1.333,415.45242332868656,415.78574970965747,415.8024161776848,416.0857239528086,416.11903470751895,None,up,2.350234195293524,416.11903470751895,None,416.11903470751895,417.4357009106934,0.07377913205345976,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
_,_2,N,90,_,_,__2N090__,N,0,10,10,74,,,1.36,418.5690084871803,418.8856763456806,418.9023448000971,419.18564893350776,419.2189812074339,None,up,2.9168063760444056,419.2189812074339,None,419.2189812074339,420.5356047032401,0.08915941303530417,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
_,F,M,0,_,_,_FM000__,N,0,11,11,0,,,1.3900000000000001,422.2356029817038,422.55225660441465,422.56892141711796,422.8521904576519,422.8855614661679,None,down,2.2835060829856957,422.8855614661679,None,422.8855614661679,424.23553279595035,0.08574878267427266,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
_,R,M,315,_,_,_RM315__,N,0,12,12,23,,,1.276,425.2688630834855,425.58552398962456,425.6022066798305,425.8855094889823,425.9188427561021,None,down,2.6001487805569923,425.9188427561021,None,425.9188427561021,427.1687851508141,0.07696099658642197,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
_,G,M,135,_,_,_GM135__,N,0,13,13,11,,,0.809,428.6187592615406,428.93544036263665,428.9520992161724,429.2354073223614,429.26872138771796,None,down,3.250150303454575,429.26872138771796,None,429.26872138771796,430.0520573033591,0.07510769540385809,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
302,_2,M,225,L,N,302_2M225LN,HLN,0,14,14,157,,,0.9470000000000001,432.6020242630839,432.9353423674329,432.95200055883834,433.2353351502188,433.2686548436777,None,up,2.850124943885021,433.2686548436777,None,433.2686548436777,434.18526158760324,0.07648757381139148,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
_,R,N,45,_,_,_RN045__,N,0,15,15,65,,,0.97,436.2186041245386,436.53522927567064,436.55190567564387,436.83518233067116,436.8685824728964,None,up,2.0667996223201044,436.8685824728964,None,436.8685824728964,437.8185403614443,0.0782680407173757,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
198,G,N,225,R,N,198GN225RN,HRN,0,16,16,229,,,0.923,439.0351809401982,439.3518597238399,439.36852685399754,439.6518170826839,439.6851821320324,None,up,2.200203869750112,439.6851821320324,None,439.6851821320324,440.5684784523128,0.07561621105560334,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
304,_2,M,315,L,N,304_2M315LN,HLN,0,17,17,159,,,1.042,442.00180463464494,442.30179841062454,442.31846487865187,442.6017792750754,442.6351158528432,None,up,2.150139576951915,442.6351158528432,None,442.6351158528432,443.65173266113925,0.09634749364158779,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
419,_4,N,90,L,N,419_4N090LN,HLN,0,18,18,266,,,0.776,444.9184001223621,445.2183899255633,445.2183899255633,445.50166989123863,445.53502964354993,None,up,1.6501574544545292,445.53502964354993,None,445.53502964354993,446.28501242817583,0.12159185262498795,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
_,F,M,180,_,_,_FM180__,N,0,19,19,4,,,1.204,447.3183443710368,447.6183345053032,447.6183345053032,447.9016581715423,447.9349834931054,None,None,,447.9349834931054,None,447.9349834931054,449.11825207014954,0.11345527114826837,None,,,,,,,,,31,001,2019_Dec_25_1257,untitled,3.1.0,59.99213492953721,
