Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,key_JUDGE.rt,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
489,_5,M,0,L,N,489_5M000LN,HLN,0,0,0,184,25.484421080094762,None,1.18,56.017105128990806,56.317043286071566,56.317043286071566,56.467034545959905,56.500393305075704,None,None,56.500393305075704,None,56.500393305075704,57.65030577152356,0.25125109416694613,None,,,,,,,,,,38,001,2019_Dec_25_1526,untitled,3.1.0,59.99201577755812,
422,_4,N,225,L,N,422_4N225LN,HLN,0,1,1,269,,,1.381,60.03363420509413,60.366917216568254,60.383582029269746,60.6669404573222,60.7002800146729,60.03363420509413,up,60.7002800146729,None,60.7002800146729,62.05022916310918,0.05783968249306781,None,2.633419807476457,,,,,,,,,38,001,2019_Dec_25_1526,untitled,3.1.0,59.99201577755812,
464,_5,M,315,R,N,464_5M315RN,HRN,0,2,2,183,,,0.977,63.400212411226676,63.75022181346867,63.766865106954356,64.05019208384329,64.08351045304516,None,up,64.08351045304516,None,64.08351045304516,65.03349548891129,0.056136684768716805,None,2.7334795315837255,,,,,,,,,38,001,2019_Dec_25_1526,untitled,3.1.0,59.99201577755812,
_,F,M,225,_,_,_FM225__,N,0,3,3,5,,,1.116,66.88347046040508,67.23345602597692,67.25012017655172,67.53338954815263,67.56674168596874,None,None,67.56674168596874,None,67.56674168596874,68.6500773367552,0.05710240101325326,None,,,,,,,,,,38,001,2019_Dec_25_1526,untitled,3.1.0,59.99201577755812,
005,R,N,180,R,N,005RN180RN,HRN,0,4,4,196,,,1.104,71.1000391980815,71.43335928882152,71.45002476365335,71.73334743669693,71.76666845442014,71.1000391980815,up,71.76666845442014,None,71.76666845442014,72.84997000552539,0.05810354120330885,None,2.166995745152235,,,,,,,,,38,001,2019_Dec_25_1526,untitled,3.1.0,59.99201577755812,
457,_5,M,0,R,N,457_5M000RN,HRN,0,5,5,176,,,1.264,73.99997450800583,74.34992597389646,74.36658979340427,74.64993795844202,74.68325996935891,None,down,74.68325996935891,None,74.68325996935891,75.93325500338688,0.05707359837106196,None,2.516801542496978,,,,,,,,,38,001,2019_Dec_25_1526,untitled,3.1.0,59.99201577755812,
137,F,M,0,R,N,137FM000RN,HRN,0,6,6,112,,,1.116,77.26654993319244,77.61655105881437,77.63321554045251,77.91654086201379,77.94987843297713,None,up,77.94987843297713,None,77.94987843297713,79.03318461899107,0.0548058039676107,None,2.8668006817279093,,,,,,,,,38,001,2019_Dec_25_1526,untitled,3.1.0,59.99201577755812,
202,G,M,45,R,N,202GM045RN,HRN,0,7,7,129,,,0.845,80.88314965854079,81.23313853476066,81.24982321135758,81.53312701370305,81.56645862550067,None,down,81.56645862550067,None,81.56645862550067,82.38310595797884,0.05791053037683014,None,2.5168127987017215,,,,,,,,,38,001,2019_Dec_25_1526,untitled,3.1.0,59.99201577755812,
033,R,N,0,L,N,033RN000LN,HLN,0,8,8,200,,,0.9,84.16636241804736,84.49969839989717,84.51636553005665,84.79968356819154,84.83303636814162,None,up,84.83303636814162,None,84.83303636814162,85.7163230875376,0.07078465024460456,None,1.8168247832509223,,,,,,,,,38,001,2019_Dec_25_1526,untitled,3.1.0,59.99201577755812,
_,_4,M,225,_,_,__4M225__,N,0,9,9,37,,,1.235,86.71634990379243,87.06631428121182,87.0829939918367,87.366324610437,87.39966284353068,None,None,87.39966284353068,None,87.39966284353068,88.61629547672783,0.0546227250888478,None,,,,,,,,,,38,001,2019_Dec_25_1526,untitled,3.1.0,59.99201577755812,
428,_4,M,135,L,N,428_4M135LN,HLN,0,10,10,171,,,0.917,90.91623893084761,91.26621224701739,91.28288500527924,91.5662305217993,91.59953101349674,90.91623893084761,up,91.59953101349674,None,91.59953101349674,92.48281938822038,0.05639822602097411,None,1.9835142933952739,,,,,,,,,38,001,2019_Dec_25_1526,untitled,3.1.0,59.99201577755812,
007,R,N,270,R,N,007RN270RN,HRN,0,11,11,198,,,1.389,93.64951386433677,93.99949016009123,94.01617285029715,94.29950015824943,94.33283441856474,None,up,94.33283441856474,None,94.33283441856474,95.68280144450546,0.058293903504818445,None,2.3334793329449894,,,,,,,,,38,001,2019_Dec_25_1526,untitled,3.1.0,59.99201577755812,
_,_5,M,270,_,_,__5M270__,N,0,12,12,46,,,0.803,96.73275913441103,97.08275761151526,97.09942772125578,97.38276330583176,97.4160988904041,None,down,97.4160988904041,None,97.4160988904041,98.19940666552793,0.05575629122540704,None,2.2501539451695862,,,,,,,,,38,001,2019_Dec_25_1526,untitled,3.1.0,59.99201577755812,
_,_4,M,90,_,_,__4M090__,N,0,13,13,34,,,0.971,99.74938355720224,100.08268577043418,100.09936117721372,100.38269510646569,100.41605221025748,None,None,100.41605221025748,None,100.41605221025748,101.36600546389673,0.05724409678441589,None,,,,,,,,,,38,001,2019_Dec_25_1526,untitled,3.1.0,59.99201577755812,
