Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
423,_4,N,270,L,N,423_4N270LN,HLN,0,10,10,270,,,0.874,138.99020289996406,139.33474569994723,139.35131779999938,139.63504109997302,139.6514534999733,None,up,2.182071899995208,139.6514534999733,None,139.6514534999733,140.50096699997084,0.06507089996011928,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,G,N,270,_,_,_GN270__,N,0,11,11,62,,,0.836,141.9074571999954,142.2487764999969,142.2659343999694,142.5487424999592,142.56514979997883,None,up,2.2150130000081845,142.56514979997883,None,142.56514979997883,143.38199639995582,0.06705520005198196,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
014,R,M,225,R,N,014RM225RN,HRN,0,12,12,101,,,1.385,144.84964989998844,145.1961799999699,145.21269829996163,145.49623119999887,145.5131407000008,None,down,2.6139887000317685,145.5131407000008,None,145.5131407000008,146.87801609997405,0.0627416999777779,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,_2,N,180,_,_,__2N180__,N,0,13,13,76,,,0.717,148.2112634999794,148.542819699971,148.55987399996957,148.84332389995689,148.8611109999474,None,up,2.4801766999880783,148.8611109999474,None,148.8611109999474,149.55892329994822,0.07624309998936951,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,_5,M,270,_,_,__5M270__,N,0,14,14,46,,,1.04,151.41705069999443,151.75697249994846,151.7738361999509,152.0571957999491,152.07421869999962,None,up,2.41421519999858,152.07421869999962,None,152.07421869999962,153.08953779999865,0.06830709998030216,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
195,G,N,90,R,N,195GN090RN,HRN,0,15,15,226,,,1.304,154.55789679998998,154.90463389997603,154.9227478999528,155.2039709999808,155.22076399996877,None,up,2.5006768999737687,155.22076399996877,None,155.22076399996877,156.502559799992,0.06245379999745637,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,G,M,135,_,_,_GM135__,N,0,16,16,11,,,0.866,157.78858349996153,158.13533679995453,158.15179459995124,158.4352293999982,158.4516530999681,None,down,1.848855399992317,158.4516530999681,None,158.4516530999681,159.30085519998102,0.060573199996724725,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
387,_4,N,90,R,N,387_4N090RN,HRN,0,17,17,258,,,1.062,160.37002239999129,160.7165639999439,160.73328849999234,161.0157682999852,161.03237199998694,None,down,2.40068419999443,161.03237199998694,None,161.03237199998694,162.08131049998337,0.06236609996994957,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
236,G,M,135,L,N,236GM135LN,HLN,0,18,18,139,,,1.164,163.514966799994,163.84629699995276,163.86319059995003,164.14663169998676,164.16322019998915,None,down,2.849625500035472,164.16322019998915,None,164.16322019998915,165.31211790000089,0.07377829996403307,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
491,_5,M,90,L,N,491_5M090LN,HLN,0,19,19,186,,,0.967,167.12199999997392,167.41096559999278,167.4436343999696,167.72704410000006,167.74356709996937,None,None,,167.74356709996937,None,167.74356709996937,168.69242219999433,0.10067220003111288,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
429,_4,M,180,L,N,429_4M180LN,HLN,0,20,20,172,,,1.262,171.27853679994587,171.62339179997798,171.6410034999717,171.92296789999818,171.9399790999596,171.27853679994587,up,2.5145561000099406,171.9399790999596,None,171.9399790999596,173.18873779999558,0.06424999999580905,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
141,F,M,180,R,N,141FM180RN,HRN,0,21,21,116,,,0.744,174.52585079998244,174.8709842999815,174.88731499999994,175.17048269999214,175.18688279995695,None,up,2.399811499984935,175.18688279995695,None,175.18688279995695,175.9191438999842,0.06367659999523312,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,_4,M,135,_,_,__4M135__,N,0,22,22,35,,,0.966,177.66892609995557,178.00090689997887,178.01762239995878,178.30061759997625,178.3175251999637,None,down,2.699567199975718,178.3175251999637,None,178.3175251999637,179.2664960999973,0.0746752999839373,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,_5,N,180,_,_,__5N180__,N,0,23,23,92,,,0.798,181.1184306999785,181.43149019998964,181.44832859997405,181.7308619999676,181.74736189999385,None,up,2.532847900001798,181.74736189999385,None,181.74736189999385,182.53137539996533,0.09369499998865649,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
428,_4,M,135,L,N,428_4M135LN,HLN,0,24,24,171,,,1.327,184.35338169999886,184.69607249996625,184.71180779999122,184.99520669999765,185.01161639997736,None,down,2.983696300012525,185.01161639997736,None,185.01161639997736,186.32689479994588,0.06508240004768595,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
194,G,N,45,R,N,194GN045RN,HRN,0,25,25,225,,,1.341,188.0645330999978,188.40825169999152,188.42504289996577,188.70852909999667,188.724987900001,None,up,2.7316370000480674,188.724987900001,None,188.724987900001,190.05718849995174,0.06256089999806136,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,F,M,45,_,_,_FM045__,N,0,26,26,1,,,1.044,191.52905749995261,191.8729821999441,191.88967019994743,192.17244929994922,192.1886616999982,None,up,3.284071000001859,192.1886616999982,None,192.1886616999982,193.22109469998395,0.06498450000071898,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
400,_4,M,315,R,N,400_4M315RN,HRN,0,27,27,167,,,1.0230000000000001,195.5685109999613,195.88515429996187,195.90173559996765,196.18561709998176,196.20215689996257,None,down,2.681206999986898,196.20215689996257,None,196.20215689996257,197.21853719995124,0.08520900004077703,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
261,_2,N,180,R,N,261_2N180RN,HRN,0,28,28,244,,,1.087,198.96077029994922,199.2994192999904,199.31565819995012,199.59900039999047,199.61568909999914,None,None,,199.61568909999914,None,199.61568909999914,200.68131629994605,0.07038879999890924,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
485,_5,N,180,L,N,485_5N180LN,HLN,0,29,29,284,,,0.743,203.1636316999793,203.49509959999705,203.51287219999358,203.7952167999465,203.81219819997204,203.1636316999793,up,2.4833412999869324,203.81219819997204,None,203.81219819997204,204.54560029995628,0.07592400000430644,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
427,_4,M,90,L,N,427_4M090LN,HLN,0,30,30,170,,,0.875,206.37016109999968,206.70934389997274,206.72655639995355,207.00913859996945,207.02566059998935,None,down,2.881349500035867,207.02566059998935,None,207.02566059998935,207.89421259996016,0.06736180000007153,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
399,_4,M,270,R,N,399_4M270RN,HRN,0,31,31,166,,,0.869,209.98916759999702,210.32367209997028,210.34016179997707,210.62329459999455,210.64219869999215,None,down,2.214641999977175,210.64219869999215,None,210.64219869999215,211.48869449994527,0.07374459999846295,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
289,_2,N,0,L,N,289_2N000LN,HLN,0,32,32,248,,,1.355,212.94377879996318,213.2705989999813,213.2868526999955,213.5940818999661,213.5940818999661,None,up,2.4076839000335895,213.5940818999661,None,213.5940818999661,214.91902259999188,0.07906829996500164,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
393,_4,M,0,R,N,393_4M000RN,HRN,0,33,33,160,,,0.839,216.07212709996384,216.41723659995478,216.43476089998148,216.71804929996142,216.73454659996787,None,down,2.0146015000063926,216.73454659996787,None,216.73454659996787,217.55037589999847,0.06275720003759488,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,_4,M,180,_,_,__4M180__,N,0,34,34,36,,,0.872,218.81829789996846,219.16553119994933,219.18288679997204,219.46536289999494,219.48238709999714,None,up,1.814849200018216,219.48238709999714,None,219.48238709999714,220.33106959995348,0.06251289998181164,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,_2,M,0,_,_,__2M000__,N,0,35,35,24,,,1.387,221.3654009999591,221.7128077999805,221.72979789995588,222.0134304999956,222.02927269996144,None,down,2.398603599984199,222.02927269996144,None,222.02927269996144,223.39550409995718,0.061121299979276955,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
048,R,M,315,L,N,048RM315LN,HLN,0,36,36,111,,,1.158,224.50711029995,224.84334189997753,224.859980899957,225.14373739995062,225.16029579995666,None,up,2.8501366000273265,225.16029579995666,None,225.16029579995666,226.2930033999728,0.07170039997436106,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,F,N,270,_,_,_FN270__,N,0,37,37,54,,,1.31,228.0805546999909,228.42402949999087,228.4408341999515,228.72437059995718,228.74144929996692,None,None,,228.74144929996692,None,228.74144929996692,230.0390339999576,0.06344800000078976,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
131,F,N,90,R,N,131FN090RN,HRN,0,38,38,210,,,1.245,232.27773019997403,232.620323799958,232.63707459997386,232.91973719996167,232.93688529997598,232.27773019997403,up,2.415187700011302,232.93688529997598,None,232.93688529997598,234.16868499998236,0.0671056000282988,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,G,N,45,_,_,_GN045__,N,0,39,39,57,,,1.322,235.42342359997565,235.76720589998877,235.78373359999387,236.06690109998453,236.0835007999558,None,up,2.1171762999729253,236.0835007999558,None,236.0835007999558,237.38261989998864,0.06390529999043792,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
260,_2,N,135,R,N,260_2N135RN,HRN,0,40,40,243,,,1.241,238.27641169994604,238.614764799946,238.63186749996385,238.91438679996645,238.93136989994673,None,up,2.999364199989941,238.93136989994673,None,238.93136989994673,240.1636145999655,0.06874760001664981,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
495,_5,M,270,L,N,495_5M270LN,HLN,0,41,41,190,,,1.199,242.00007229996845,242.34586529998342,242.3622722,242.64484599995194,242.66134229995077,None,down,2.550232299952768,242.66134229995077,None,242.66134229995077,243.84364279999863,0.06177120003849268,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
037,R,N,180,L,N,037RN180LN,HLN,0,42,42,204,,,0.999,245.28381649998482,245.62576619995525,245.6422031999682,245.9252883999725,245.94212299998617,None,None,,245.94212299998617,None,245.94212299998617,246.92549319996033,0.06568939995486289,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
202,G,M,45,R,N,202GM045RN,HRN,0,43,43,129,,,1.084,249.4764972999692,249.82196229998954,249.8386791999801,250.12245209998218,250.1387142999447,249.4764972999692,down,2.6662728000083007,250.1387142999447,None,250.1387142999447,251.20414190000156,0.06423989997711033,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
297,_2,M,0,L,N,297_2M000LN,HLN,0,44,44,152,,,1.107,252.90957689995412,253.21906009997474,253.2354486999684,253.51959659997374,253.53546269994695,None,down,2.132260899990797,253.53546269994695,None,253.53546269994695,254.61732869996922,0.09657199995126575,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,F,M,225,_,_,_FM225__,N,0,45,45,5,,,0.9460000000000001,255.75000349996844,256.08297940000193,256.099423299951,256.38306379999267,256.3993856999441,None,down,2.732535699964501,256.3993856999441,None,256.3993856999441,257.33159259997774,0.0739801999880001,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,_2,M,225,_,_,__2M225__,N,0,46,46,29,,,1.206,259.2079354999587,259.5321211999981,259.56407109997235,259.8460622999701,259.8627565999632,None,down,3.1998148999991827,259.8627565999632,None,259.8627565999632,261.0458922999678,0.06905180000467226,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,_4,M,270,_,_,__4M270__,N,0,47,47,38,,,1.072,263.1318174999906,263.4766402999521,263.49329959996976,263.77703359996667,263.79351009998936,None,down,2.5643379999673925,263.79351009998936,None,263.79351009998936,264.8424689999665,0.06267700000898913,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
482,_5,N,45,L,N,482_5N045LN,HLN,0,48,48,281,,,1.346,266.42714359995443,266.7737152999616,266.79073169996263,267.07411749998573,267.0905086999992,None,up,2.7483630999922752,267.0905086999992,None,267.0905086999992,268.4223029999994,0.06264229997759685,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
425,_4,M,0,L,N,425_4M000LN,HLN,0,49,49,168,,,1.327,269.9113721999456,270.2539954999811,270.27093339996645,270.55368349998025,270.5704107999918,None,down,2.400559199973941,270.5704107999918,None,270.5704107999918,271.886357099982,0.06577400001697242,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
449,_5,N,0,R,N,449_5N000RN,HRN,0,50,50,272,,,0.712,273.0422959999996,273.3850432999898,273.40115629998036,273.684900799999,273.70151579997037,None,up,1.684741600009147,273.70151579997037,None,273.70151579997037,274.40076899999985,0.0642608999623917,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
494,_5,M,225,L,N,494_5M225LN,HLN,0,51,51,189,,,1.221,275.45514339994406,275.79917499999283,275.8159248000011,276.09903929999564,276.1154350999859,None,down,2.3681328000384383,276.1154350999859,None,276.1154350999859,277.3144101999933,0.06222560000605881,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
395,_4,M,90,R,N,395_4M090RN,HRN,0,52,52,162,,,0.78,278.55292079999344,278.89723559998674,278.91316070000175,279.19635629997356,279.2144468999468,None,down,2.2498239999986254,279.2144468999468,None,279.2144468999468,279.9796906999545,0.06253460003063083,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
038,R,N,225,L,N,038RN225LN,HLN,0,53,53,205,,,0.993,281.5322432999965,281.8773965999717,281.8942259999458,282.17732779996004,282.19320270000026,None,up,2.3827525000087917,282.19320270000026,None,282.19320270000026,283.1759811999509,0.06115890003275126,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,_4,N,225,_,_,__4N225__,N,0,54,54,85,,,0.88,284.64911159995245,284.99142619996564,285.00775389996124,285.29065999999875,285.3075086999452,None,up,2.7982922000228427,285.3075086999452,None,285.3075086999452,286.1733825999545,0.06642550003016368,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,_4,N,90,_,_,__4N090__,N,0,55,55,82,,,1.082,288.1751579999691,288.5218248000019,288.5384898999473,288.82159799995134,288.8383521999931,None,up,2.1645537999575026,288.8383521999931,None,288.8383521999931,289.90416169998934,0.06248530000448227,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
463,_5,M,270,R,N,463_5M270RN,HRN,0,56,56,182,,,1.1420000000000001,291.0741500000004,291.41884539998136,291.43638779997127,291.71900419995654,291.7355177999707,None,down,2.899831799964886,291.7355177999707,None,291.7355177999707,292.85083279997343,0.06427680002525449,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
291,_2,N,90,L,N,291_2N090LN,HLN,0,57,57,250,,,1.172,294.70696489996044,295.0499806999578,295.0657976999646,295.34961929998826,295.3664942999603,None,up,2.0662378999986686,295.3664942999603,None,295.3664942999603,296.5144556000014,0.0649320000084117,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
043,R,M,90,L,N,043RM090LN,HLN,0,58,58,106,,,1.03,297.5039791999734,297.84720359998755,297.8634296999662,298.14672639995115,298.1629330999567,None,down,2.24834060005378,298.1629330999567,None,298.1629330999567,299.1796982999658,0.0641436000005342,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,_4,N,270,_,_,__4N270__,N,0,59,59,86,,,1.059,300.4924604999833,300.82705169997644,300.8439375999733,301.1270808999543,301.1437712999759,None,up,2.1193291999516077,301.1437712999759,None,301.1437712999759,302.192444299988,0.07335159997455776,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,F,M,0,_,_,_FM000__,N,0,60,60,0,,,1.225,303.3615950999665,303.67495139996754,303.6916418999899,303.9746817999985,303.9918363999459,None,down,2.3171935999998823,303.9918363999459,None,303.9918363999459,305.2067943000002,0.08830239996314049,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
162,F,N,45,L,N,162FN045LN,HLN,0,61,61,217,,,0.75,306.38235179998446,306.7221317999647,306.7389639999601,307.02200579998316,307.03865589998895,None,up,1.7508948000031523,307.03865589998895,None,307.03865589998895,307.7713854999747,0.06652150000445545,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
233,G,M,0,L,N,233GM000LN,HLN,0,62,62,136,,,1.256,308.8599474999937,309.2034190999693,309.22208149998914,309.50325049995445,309.51968689996284,None,down,2.1012850999832153,309.51968689996284,None,309.51968689996284,310.75229919998674,0.06348340003751218,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
483,_5,N,90,L,N,483_5N090LN,HLN,0,63,63,282,,,0.732,311.69088660000125,312.03435529995477,312.0510282999603,312.33410479995655,312.3509798999876,None,up,1.6320851999917068,312.3509798999876,None,312.3509798999876,313.0672217999818,0.06351910001831129,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
036,R,N,135,L,N,036RN135LN,HLN,0,64,64,203,,,0.9440000000000001,314.0555404999759,314.3990979999653,314.41583589999937,314.6988999999594,314.7152977999649,None,down,2.2156977999839,314.7152977999649,None,314.7152977999649,315.64759469998535,0.06577910005580634,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,R,M,180,_,_,_RM180__,N,0,65,65,20,,,1.087,317.0105054999585,317.34621499996865,317.3628307999461,317.6457376999897,317.66226579999784,None,down,2.6484076000051573,317.66226579999784,None,317.66226579999784,318.72807359998114,0.07166769995819777,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
453,_5,N,180,R,N,453_5N180RN,HRN,0,66,66,276,,,1.317,320.3805861999863,320.7270276999916,320.7431925999699,321.0278943000012,321.04384129995015,None,down,2.6643390000099316,321.04384129995015,None,321.04384129995015,322.3418720999616,0.06357669999124482,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
303,_2,M,270,L,N,303_2M270LN,HLN,0,67,67,158,,,1.133,323.777877799992,324.1250565999653,324.1405771999853,324.42361059994437,324.44011789996875,None,down,3.383930300013162,324.44011789996875,None,324.44011789996875,325.55585529998643,0.06318170001031831,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,G,M,0,_,_,_GM000__,N,0,68,68,8,,,1.281,327.8924282999942,328.23705159995006,328.2537160999491,328.5370666999952,328.5530972999986,None,up,2.0834313000086695,328.5530972999986,None,328.5530972999986,329.81909249996534,0.06196069996803999,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,R,N,135,_,_,_RN135__,N,0,69,69,67,,,0.866,330.709710599971,331.0507723999908,331.06781359994784,331.35070159996394,331.36721529997885,None,up,1.948986799980048,331.36721529997885,None,331.36721529997885,332.21647309995024,0.06609219999518245,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
290,_2,N,45,L,N,290_2N045LN,HLN,0,70,70,249,,,1.029,333.38449279998895,333.7332148999558,333.7490762999514,334.03285550000146,334.0487527999794,None,up,2.0492089000181295,334.0487527999794,None,334.0487527999794,335.064936699986,0.0609548999927938,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
386,_4,N,45,R,N,386_4N045RN,HRN,0,71,71,257,,,1.344,336.1892714999849,336.5135287999874,336.5298372999532,336.8129265999887,336.8297161999508,None,up,2.51473639998585,336.8297161999508,None,336.8297161999508,338.1616393000004,0.08227319997968152,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,_5,M,90,_,_,__5M090__,N,0,72,72,42,,,0.798,339.4120008999598,339.76034909999,339.7764965999522,340.0599669999792,340.0769700999954,None,down,2.2663213000050746,340.0769700999954,None,340.0769700999954,340.8595161999692,0.060693500039633363,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
272,_2,M,315,R,N,272_2M315RN,HRN,0,73,73,151,,,0.861,342.41200239997124,342.75742529996205,342.77522099995986,343.0573783,343.07382329995744,None,down,2.2988779000006616,343.07382329995744,None,343.07382329995744,343.9230185999768,0.06145819998346269,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
012,R,M,135,R,N,012RM135RN,HRN,0,74,74,99,,,0.8310000000000001,345.44142189994454,345.7897320999764,345.805470399966,346.0877338999999,346.1047098999843,None,down,2.181894799985457,346.1047098999843,None,346.1047098999843,346.9207652999903,0.06055309996008873,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
_,_4,N,0,_,_,__4N000__,N,0,75,75,80,,,1.348,348.3639856999507,348.70225370000117,348.71898009994766,349.0036855999497,349.01941859995713,None,up,2.5311688000219874,349.01941859995713,None,349.01941859995713,350.3506178999669,0.07008780003525317,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
458,_5,M,45,R,N,458_5M045RN,HRN,0,76,76,177,,,0.8190000000000001,351.6479994999827,351.96626009995816,351.9828399999533,352.26588929997524,352.282642999955,None,down,2.134092599968426,352.282642999955,None,352.282642999955,353.0816949,0.08929040003567934,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
205,G,M,180,R,N,205GM180RN,HRN,0,77,77,132,,,0.903,354.4899804999586,354.83035559998825,354.84701519994996,355.12981699995,355.14709819998825,None,down,2.714314400043804,355.14709819998825,None,355.14709819998825,356.0289548999863,0.0667738999472931,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
143,F,M,270,R,N,143FM270RN,HRN,0,78,78,118,,,1.191,357.9291254999698,358.2770751999924,358.2941014999524,358.5772620999487,358.59426240000175,None,down,2.3316312999813817,358.59426240000175,None,358.59426240000175,359.75913469999796,0.0609744000248611,None,,,,,,,,,22,001,2019_Dec_25_1121,untitled,3.1.0,60.13974070136788,
