Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,key_JUDGE.rt,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
012,R,M,135,R,N,012RM135RN,HRN,0,0,0,99,21.096919217954564,None,0.93,57.28104255875951,57.61440405179019,57.61440405179019,57.94777422646439,57.94777422646439,None,None,57.94777422646439,None,57.94777422646439,58.83106286045586,0.07237186559359543,None,,,,,,,,,,18,001,2019_Dec_25_1512,untitled,3.1.0,60.01903887757021,
_,R,N,270,_,_,_RN270__,N,0,1,1,70,,,0.996,61.48110473269844,61.81445153371169,61.83104783453018,62.11445447211372,62.14780167382196,61.48110473269844,up,62.14780167382196,None,62.14780167382196,63.114477511866426,0.06979341690748697,None,2.450231132115732,,,,,,,,,18,001,2019_Dec_25_1512,untitled,3.1.0,60.01903887757021,
_,G,N,135,_,_,_GN135__,N,0,2,2,59,,,1.31,64.68121465568402,65.01444291884764,65.03120116574428,65.3145236581513,65.34787853977468,None,up,65.34787853977468,None,65.34787853977468,66.6145489684859,0.06926951300192741,None,2.7836550662068476,,,,,,,,,18,001,2019_Dec_25_1512,untitled,3.1.0,60.01903887757021,
132,F,N,135,R,N,132FN135RN,HRN,0,3,3,211,,,0.797,68.21457254249253,68.547946390172,68.56459611649916,68.847941314747,68.88134361150878,None,down,68.88134361150878,None,68.88134361150878,69.64787546780644,0.07008458593918476,None,2.2169269379446632,,,,,,,,,18,001,2019_Dec_25_1512,untitled,3.1.0,60.01903887757021,
_,G,N,180,_,_,_GN180__,N,0,4,4,60,,,1.0,71.18132684925513,71.51466797380999,71.5313337277912,71.81467759040243,71.84801477482324,None,down,71.84801477482324,None,71.84801477482324,72.81470764225014,0.06867882720325724,None,2.8336710270777985,,,,,,,,,18,001,2019_Dec_25_1512,untitled,3.1.0,60.01903887757021,
194,G,N,45,R,N,194GN045RN,HRN,0,5,5,225,,,1.054,74.76469067965081,75.0980782176157,75.1146711793408,75.39804475989149,75.43150482298734,None,up,75.43150482298734,None,75.43150482298734,76.44810913763285,0.06886948949249927,None,2.266909173958993,,,,,,,,,18,001,2019_Dec_25_1512,untitled,3.1.0,60.01903887757021,
043,R,M,90,L,N,043RM090LN,HLN,0,6,6,106,,,0.787,77.78147530539354,78.11479539365246,78.13150288631368,78.41481135452341,78.44817191260518,None,down,78.44817191260518,None,78.44817191260518,79.19816189532139,0.06777660390071105,None,1.9169724164094077,,,,,,,,,18,001,2019_Dec_25_1512,untitled,3.1.0,60.01903887757021,
449,_5,N,0,R,N,449_5N000RN,HRN,0,7,7,272,,,1.214,80.44833452650346,80.78153674472924,80.79820116307383,81.08154569350154,81.11491927405223,None,up,81.11491927405223,None,81.11491927405223,82.29824023047695,0.06873459007692873,None,2.28362601608751,,,,,,,,,18,001,2019_Dec_25_1512,untitled,3.1.0,60.01903887757021,
_,_4,N,270,_,_,__4N270__,N,0,8,8,86,,,1.114,83.48160459512656,83.81493904149102,83.83160713283723,84.1149506615402,84.14835095484523,None,up,84.14835095484523,None,84.14835095484523,85.23166703619063,0.06727440410395502,None,1.9669172545727633,,,,,,,,,18,001,2019_Dec_25_1512,untitled,3.1.0,60.01903887757021,
_,_4,M,0,_,_,__4M000__,N,0,9,9,32,,,0.845,86.19825071523155,86.53166763722766,86.54825291903398,86.83166757044819,86.86495867536723,None,up,86.86495867536723,None,86.86495867536723,87.68168480017266,0.06785607434721896,None,1.9836371018791397,,,,,,,,,18,001,2019_Dec_25_1512,untitled,3.1.0,60.01903887757021,
