Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,key_JUDGE.rt,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
038,R,N,225,L,N,038RN225LN,HLN,0,0,0,205,302.7948287000181,None,1.332,316.5135396000114,316.85772580001503,316.85772580001503,317.1569558000192,317.1569558000192,None,None,317.1569558000192,None,317.1569558000192,318.48985989997163,0.06890429998748004,None,,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
207,G,M,270,R,N,207GM270RN,HRN,0,1,1,134,,,1.225,320.74139330000617,321.0883299999987,321.10416509996867,321.38688519998686,321.403302599967,320.74139330000617,up,321.403302599967,None,321.403302599967,322.6192813999951,0.06138450000435114,None,2.7147690000128932,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
432,_4,M,315,L,N,432_4M315LN,HLN,0,2,2,175,,,1.319,324.1871941999998,324.53411780000897,324.5516220999998,324.8340632999898,324.85097610001685,None,up,324.85097610001685,None,324.85097610001685,326.1498392999638,0.06205959996441379,None,3.247669100004714,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
_,R,N,45,_,_,_RN045__,N,0,3,3,65,,,0.7020000000000001,328.2052407999872,328.51503189996583,328.5307701000129,328.81400409998605,328.8306002999889,None,up,328.8306002999889,None,328.8306002999889,329.5129779999843,0.09752960002515465,None,2.5661001999978907,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
456,_5,N,315,R,N,456_5N315RN,HRN,0,4,4,279,,,1.037,331.46483509999234,331.81119049998233,331.8277905000141,332.1115388000035,332.1278415999841,None,up,332.1278415999841,None,332.1278415999841,333.14317439997103,0.061061899992637336,None,1.9330448999535292,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
460,_5,M,135,R,N,460_5M135RN,HRN,0,5,5,179,,,1.217,334.1295588000212,334.47570650000125,334.49266960000386,334.7756877000211,334.7926377999829,None,down,334.7926377999829,None,334.7926377999829,335.9932281000074,0.06041370000457391,None,2.5155872000032105,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
195,G,N,90,R,N,195GN090RN,HRN,0,6,6,226,,,0.763,337.38125560001936,337.7232579999836,337.74000709998654,338.0225851999712,338.0392507999786,None,up,338.0392507999786,None,338.0392507999786,338.7891912999912,0.06622840004274622,None,2.315341899986379,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
487,_5,N,270,L,N,487_5N270LN,HLN,0,7,7,286,,,0.838,340.4285654000123,340.7701637999853,340.78686789999483,341.0702074000146,341.0872975999955,None,up,341.0872975999955,None,341.0872975999955,341.90249389997916,0.06525069999042898,None,1.8990775999845937,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
227,G,N,90,L,N,227GN090LN,HLN,0,8,8,234,,,1.107,343.0540766000049,343.40123449999373,343.4175581000163,343.701336099999,343.71817760000704,None,up,343.71817760000704,None,343.71817760000704,344.8002175000147,0.06079000001773238,None,2.4642404000042006,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
134,F,N,225,R,N,134FN225RN,HRN,0,9,9,213,,,0.8150000000000001,346.2529050000012,346.59828510001535,346.6145698999753,346.8978887000121,346.914222899999,None,down,346.914222899999,None,346.914222899999,347.71373010001844,0.06347739999182522,None,2.9667194999638014,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
239,G,M,270,L,N,239GM270LN,HLN,0,10,10,142,,,0.889,349.9705468000029,350.2949581000139,350.3119677999639,350.59563130000606,350.61214450001717,None,up,350.61214450001717,None,350.61214450001717,351.49385359999724,0.0806068999809213,None,3.331251799943857,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
490,_5,M,45,L,N,490_5M045LN,HLN,0,11,11,185,,,1.175,354.0191255999962,354.35921289998805,354.3752724999795,354.65857630001847,354.6751995999948,None,None,354.6751995999948,None,354.6751995999948,355.84073240001453,0.06770499999402091,None,,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
495,_5,M,270,L,N,495_5M270LN,HLN,0,12,12,190,,,1.0170000000000001,358.22855250001885,358.5541749999975,358.57091880001826,358.8542032999685,358.87063670001226,358.22855250001885,down,358.87063670001226,None,358.87063670001226,359.8705847999663,0.08276340004522353,None,2.34906099998625,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
453,_5,N,180,R,N,453_5N180RN,HRN,0,13,13,276,,,1.346,361.2886401999858,361.6353147000191,361.65198450000025,361.93515919998754,361.9519203999662,None,up,361.9519203999662,None,361.9519203999662,363.2836266999948,0.06210860004648566,None,2.5149015999631956,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
492,_5,M,135,L,N,492_5M135LN,HLN,0,14,14,187,,,0.8230000000000001,364.542713599978,364.8827139000059,364.8992167999968,365.18241880001733,365.1993799000047,None,None,365.1993799000047,None,365.1993799000047,365.9980207000044,0.0687614000053145,None,,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
421,_4,N,180,L,N,421_4N180LN,HLN,0,15,15,268,,,0.773,368.7368098999723,369.07894320000196,369.0950897000148,369.37840159999905,369.39535979996435,368.7368098999723,up,369.39535979996435,None,369.39535979996435,370.1446908999933,0.06780710001476109,None,1.8180169999832287,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
430,_4,M,225,L,N,430_4M225LN,HLN,0,16,16,173,,,0.723,371.28262939996785,371.6260717000114,371.6433420999674,371.9264448999893,371.942746500019,None,down,371.942746500019,None,371.942746500019,372.6425936999731,0.06188019999535754,None,3.0832028999575414,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
303,_2,M,270,L,N,303_2M270LN,HLN,0,17,17,158,,,0.853,375.1083351999987,375.43973789998563,375.45688080001855,375.74057239998365,375.75837479997426,None,up,375.75837479997426,None,375.75837479997426,376.5899744000053,0.07390730001498014,None,2.282738599984441,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
162,F,N,45,L,N,162FN045LN,HLN,0,18,18,217,,,1.1300000000000001,378.1097903000191,378.454513899982,378.4711908000172,378.7543449999648,378.77029439999023,None,down,378.77029439999023,None,378.77029439999023,379.88584589998936,0.06177269999170676,None,2.3007706999778748,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
429,_4,M,180,L,N,429_4M180LN,HLN,0,19,19,172,,,0.768,381.15341709996574,381.4847464999766,381.50192269997206,381.7843788000173,381.8012182000093,None,up,381.8012182000093,None,381.8012182000093,382.55013250000775,0.07343899999978021,None,2.0326592000201344,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
034,R,N,45,L,N,034RN045LN,HLN,0,20,20,201,,,1.1500000000000001,383.90628250001464,384.24885729997186,384.265901900013,384.5491080000065,384.5650667999871,None,up,384.5650667999871,None,384.5650667999871,385.6977188999881,0.06523539999034256,None,2.0506941999774426,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
484,_5,N,135,L,N,484_5N135LN,HLN,0,21,21,283,,,0.812,386.6844369000173,387.0298744000029,387.04657549998956,387.3293311999878,387.3461810000008,None,up,387.3461810000008,None,387.3461810000008,388.14534899999853,0.06150999997043982,None,1.9659009000170045,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
396,_4,M,135,R,N,396_4M135RN,HRN,0,22,22,163,,,0.967,389.40207579999696,389.72750669997185,389.74385430000257,390.02693589997943,390.04341909999494,None,down,390.04341909999494,None,390.04341909999494,390.99322130001383,0.07974740001372993,None,2.4171076000202447,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
167,F,N,270,L,N,167FN270LN,HLN,0,23,23,222,,,1.079,392.5282772000064,392.8749713000143,392.891358199995,393.1746755000204,393.19103149999864,None,up,393.19103149999864,None,393.19103149999864,394.2568886000081,0.06096219999017194,None,2.0164053000044078,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
225,G,N,0,L,N,225GN000LN,HLN,0,24,24,232,,,0.883,395.277263499971,395.6219337999937,395.63962049997644,395.921662800014,395.938805999991,None,up,395.938805999991,None,395.938805999991,396.8054086000193,0.06141500000376254,None,1.550517099967692,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
036,R,N,135,L,N,036RN135LN,HLN,0,25,25,203,,,1.051,397.5629183999845,397.903794199985,397.92009069997584,398.2066799000022,398.22450599999866,None,up,398.22450599999866,None,398.22450599999866,399.2522086999961,0.06591750000370666,None,1.9942794000380673,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
_,_4,N,180,_,_,__4N180__,N,0,26,26,84,,,0.921,400.2861176999868,400.6349783000187,400.6514881000039,400.93441739998525,400.951048500021,None,up,400.951048500021,None,400.951048500021,401.85030499997083,0.06027209997409955,None,2.3316203000140376,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
_,_4,M,135,_,_,__4M135__,N,0,27,27,35,,,0.8270000000000001,403.3526460999856,403.69869829999516,403.69869829999516,403.99835670000175,404.01622819999466,None,up,404.01622819999466,None,404.01622819999466,404.8307260000147,0.06261419999646023,None,1.8667411000351422,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
_,_4,N,225,_,_,__4N225__,N,0,28,28,85,,,1.206,405.95069520000834,406.29627900000196,406.31289930001367,406.59614470001543,406.6128551000147,None,down,406.6128551000147,None,406.6128551000147,407.7952071999898,0.06130010000197217,None,3.316737800021656,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
_,F,N,90,_,_,_FN090__,N,0,29,29,50,,,1.058,410.01285469997674,410.3439815000165,410.35933289997047,410.6424119999865,410.6591651000199,None,up,410.6591651000199,None,410.6591651000199,411.70838089997414,0.07345640001585707,None,2.3835534999961965,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
008,R,N,315,R,N,008RN315RN,HRN,0,30,30,199,,,1.264,413.1253925000201,413.4571249000146,413.4737143999664,413.7561447999906,413.7729825999704,None,up,413.7729825999704,None,413.7729825999704,415.02183330000844,0.07539680000627413,None,2.2666762999724597,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
043,R,M,90,L,N,043RM090LN,HLN,0,31,31,106,,,1.203,416.11213419999694,416.45436239999253,416.47104189998936,416.75344639999093,416.7700773999677,None,down,416.7700773999677,None,416.7700773999677,417.95285629999125,0.06525200000032783,None,2.398554300016258,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
_,F,N,135,_,_,_FN135__,N,0,32,32,51,,,1.2,419.23639089998323,419.58470559999114,419.60138509998797,419.88485530001344,419.9015130000189,None,None,419.9015130000189,None,419.9015130000189,421.084085999988,0.06088489998364821,None,,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
458,_5,M,45,R,N,458_5M045RN,HRN,0,33,33,177,,,0.785,423.4332965000067,423.78127879998647,423.7976695999969,424.08053639996797,424.0978078999906,423.4332965000067,up,424.0978078999906,None,424.0978078999906,424.8637408000068,0.06142399995587766,None,2.8156669000163674,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
428,_4,M,135,L,N,428_4M135LN,HLN,0,34,34,171,,,0.848,426.98017389996676,427.3279215999646,427.34498059999896,427.62784279999323,427.6444677999825,None,up,427.6444677999825,None,427.6444677999825,428.47725190001074,0.05985730001702905,None,2.7161635999800637,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
_,G,M,135,_,_,_GM135__,N,0,35,35,11,,,1.102,430.4647990000085,430.77482669998426,430.7923311999766,431.07458060001954,431.09135509998305,None,up,431.09135509998305,None,431.09135509998305,432.1738127999706,0.09251930000027642,None,2.4980765000218526,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
262,_2,N,225,R,N,262_2N225RN,HRN,0,36,36,245,,,1.236,433.656398000021,434.0048705000081,434.0219558000099,434.30519270000514,434.32170919998316,None,up,434.32170919998316,None,434.32170919998316,435.53812579996884,0.06030680000549182,None,2.26542840001639,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
496,_5,M,315,L,N,496_5M315LN,HLN,0,37,37,191,,,1.334,436.6556967999786,437.0027459000121,437.0198514999938,437.30253809998976,437.3191947999876,None,up,437.3191947999876,None,437.3191947999876,438.63480770000024,0.06186419998994097,None,2.6330908000236377,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
164,F,N,135,L,N,164FN135LN,HLN,0,38,38,219,,,0.9560000000000001,440.0198686000076,440.36679900001036,440.3833959000185,440.6664073999855,440.6829251999734,None,up,440.6829251999734,None,440.6829251999734,441.61560580000514,0.06010010000318289,None,2.1162839999888092,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
294,_2,N,225,L,N,294_2N225LN,HLN,0,39,39,253,,,0.894,442.87022789998446,443.2142640000093,443.2314730999642,443.5142995999777,443.5308512999909,None,up,443.5308512999909,None,443.5308512999909,444.4129662999767,0.0629600000102073,None,2.048723300045822,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
_,G,N,0,_,_,_GN000__,N,0,40,40,56,,,1.288,445.65497119998327,445.9947069999762,446.0125767000136,446.29500839998946,446.3115528000053,None,up,446.3115528000053,None,446.3115528000053,447.5771569000208,0.06642640003701672,None,1.9335108999512158,,,,,,,,,33,001,2019_Dec_25_1401,untitled,3.1.0,59.943664940406116,
