Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,key_JUDGE.rt,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
495,_5,M,270,L,N,495_5M270LN,HLN,0,0,0,190,29.14046434782358,None,1.109,109.02542353073295,109.35879771232067,109.3754320788139,109.65877226842349,109.70887504574785,None,None,109.70887504574785,None,109.70887504574785,110.77541017435578,0.06635915833612671,None,,,,,,,,,,21,001,2019_Dec_25_1444,untitled,3.1.0,60.025053664638705,
302,_2,M,225,L,N,302_2M225LN,HLN,0,1,1,157,,,0.797,113.22550974614933,113.55885187243257,113.57553231842758,113.85885948556825,113.8921849831604,113.22550974614933,up,113.8921849831604,None,113.8921849831604,114.65887411080257,0.06780097929004114,None,2.283652728841844,,,,,,,,,21,001,2019_Dec_25_1444,untitled,3.1.0,60.025053664638705,
_,F,M,0,_,_,_FM000__,N,0,2,2,0,,,1.244,116.25891104118637,116.59226485429826,116.60891858753894,116.8923005158249,116.92570247867843,None,down,116.92570247867843,None,116.92570247867843,118.14228882899624,0.06920773975434713,None,3.150230531078705,,,,,,,,,21,001,2019_Dec_25_1444,untitled,3.1.0,60.025053664638705,
293,_2,N,180,L,N,293_2N180LN,HLN,0,3,3,252,,,0.875,120.15892252766935,120.49233577666018,120.50899952718464,120.79230398848449,120.82569192714072,None,up,120.82569192714072,None,120.82569192714072,121.65899698947396,0.0678089931170689,None,2.666918656988855,,,,,,,,,21,001,2019_Dec_25_1444,untitled,3.1.0,60.025053664638705,
_,G,M,315,_,_,_GM315__,N,0,4,4,15,,,1.032,123.57570194442451,123.9091171968721,123.92578595603845,124.20904968038303,124.24251642166928,None,down,124.24251642166928,None,124.24251642166928,125.24244463113791,0.06539783306288882,None,2.7335639757111494,,,,,,,,,21,001,2019_Dec_25_1444,untitled,3.1.0,60.025053664638705,
292,_2,N,135,L,N,292_2N135LN,HLN,0,5,5,251,,,0.808,127.05914871792265,127.39244242733548,127.40919165867672,127.69248777223766,127.72591878521416,None,up,127.72591878521416,None,127.72591878521416,128.49250974347888,0.06620255480811466,None,2.8669120455815573,,,,,,,,,21,001,2019_Dec_25_1444,untitled,3.1.0,60.025053664638705,
013,R,M,180,R,N,013RM180RN,HRN,0,6,6,100,,,0.9450000000000001,130.67592352672727,131.009226919512,131.02590302468525,131.30923653610444,131.37600072658825,None,None,131.37600072658825,None,131.37600072658825,132.25921857177673,0.06630640064395266,None,,,,,,,,,,21,001,2019_Dec_25_1444,untitled,3.1.0,60.025053664638705,
225,G,N,0,L,N,225GN000LN,HLN,0,7,7,232,,,1.016,134.87599271276122,135.20928542044567,135.22605168116934,135.50932074806406,135.55941985238678,134.87599271276122,up,135.55941985238678,None,135.55941985238678,136.52606563858353,0.06661426514256164,None,2.7001887256155896,,,,,,,,,21,001,2019_Dec_25_1444,untitled,3.1.0,60.025053664638705,
290,_2,N,45,L,N,290_2N045LN,HLN,0,8,8,249,,,0.848,138.34270260957055,138.67605909395934,138.69270581510136,138.97611345441328,139.0095033965299,None,up,139.0095033965299,None,139.0095033965299,139.82608827764489,0.06877966785395984,None,1.8001588741135492,,,,,,,,,21,001,2019_Dec_25_1444,untitled,3.1.0,60.025053664638705,
007,R,N,270,R,N,007RN270RN,HRN,0,9,9,198,,,1.381,140.89282041282058,141.22611979869544,141.24282929481342,141.5261230710057,141.55955475179871,None,down,141.55955475179871,None,141.55955475179871,142.9094861668018,0.07024118946355884,None,2.5669010933524987,,,,,,,,,21,001,2019_Dec_25_1444,untitled,3.1.0,60.025053664638705,
