Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,key_JUDGE.rt,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
_,_2,N,315,_,_,__2N315__,N,0,0,0,79,19.849655939717195,None,0.794,29.11654674865713,29.449880527205096,29.449880527205096,29.76661132674417,29.76661132674417,None,None,29.76661132674417,None,29.76661132674417,30.533199613735633,0.06841370310939965,None,,,,,,,,,,27,001,2019_Dec_25_1403,untitled,3.1.0,60.00328584887272,
227,G,N,90,L,N,227GN090LN,HLN,0,1,1,234,,,0.8310000000000001,33.31660324613404,33.65005355907488,33.66662815578093,33.950005075425,33.98333424602242,33.31660324613404,up,33.98333424602242,None,33.98333424602242,34.78330078829458,0.07245233776848181,None,2.4002695984818274,,,,,,,,,27,001,2019_Dec_25_1403,untitled,3.1.0,60.00328584887272,
_,G,M,45,_,_,_GM045__,N,0,2,2,9,,,0.7020000000000001,36.466655803480535,36.80004734835893,36.81670475460487,37.10002524355514,37.13335274460405,None,down,37.13335274460405,None,37.13335274460405,37.80005803346285,0.07178218152330373,None,1.550351873767795,,,,,,,,,27,001,2019_Dec_25_1403,untitled,3.1.0,60.00328584887272,
385,_4,N,0,R,N,385_4N000RN,HRN,0,3,3,256,,,0.9540000000000001,38.766703151839465,39.10006564659852,39.11673140057974,39.40011232713732,39.45018839170734,None,up,39.45018839170734,None,39.45018839170734,40.350094362809614,0.0730774162329908,None,1.7668240270540991,,,,,,,,,27,001,2019_Dec_25_1403,untitled,3.1.0,60.00328584887272,
139,F,M,90,R,N,139FM090RN,HRN,0,4,4,114,,,0.976,41.30011980670679,41.63345224961449,41.65014538417017,41.93346487139206,41.96692693794466,None,None,41.96692693794466,None,41.96692693794466,42.90014939108369,0.07355123372690286,None,,,,,,,,,,27,001,2019_Dec_25_1403,untitled,3.1.0,60.00328584887272,
198,G,N,225,R,N,198GN225RN,HRN,0,5,5,229,,,1.2,45.50021370204195,45.833563174332085,45.85021857712127,46.13358547948155,46.16693635419142,45.50021370204195,up,46.16693635419142,None,46.16693635419142,47.3336236119394,0.07194279196482967,None,3.050280417148315,,,,,,,,,27,001,2019_Dec_25_1403,untitled,3.1.0,60.00328584887272,
143,F,M,270,R,N,143FM270RN,HRN,0,6,6,118,,,1.399,49.30035387722455,49.633619204334536,49.65031000152521,49.93363082438373,49.983657470358594,None,down,49.983657470358594,None,49.983657470358594,51.33374515497417,0.07247404187728534,None,2.566938157302502,,,,,,,,,27,001,2019_Dec_25_1403,untitled,3.1.0,60.00328584887272,
208,G,M,315,R,N,208GM315RN,HRN,0,7,7,135,,,1.1500000000000001,52.63371570416348,52.96714063998661,52.98371557060091,53.26703305436604,53.30051782675946,None,down,53.30051782675946,None,53.30051782675946,54.417085945620784,0.07346241382037988,None,2.0501418447274773,,,,,,,,,27,001,2019_Dec_25_1403,untitled,3.1.0,60.00328584887272,
236,G,M,135,L,N,236GM135LN,HLN,0,8,8,139,,,1.252,55.43383450914189,55.76711486217755,55.78378261961552,56.06720528485312,56.10059522696611,None,None,56.10059522696611,None,56.10059522696611,57.317187921562436,0.07336357662279624,None,,,,,,,,,,27,001,2019_Dec_25_1403,untitled,3.1.0,60.00328584887272,
486,_5,N,225,L,N,486_5N225LN,HLN,0,9,9,285,,,1.252,59.63387598069312,59.96721009314933,59.983876181038795,60.2672227149269,60.30067843719735,59.63387598069312,up,60.30067843719735,None,60.30067843719735,61.51727580652732,0.07209338511893293,None,2.316840321836935,,,,,,,,,27,001,2019_Dec_25_1403,untitled,3.1.0,60.00328584887272,
