Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
200,G,N,315,R,N,200GN315RN,HRN,0,0,0,231,226.4821493999916,None,0.86,261.55868830002146,261.9017168999999,261.9165422000224,262.19991379999556,262.21656029997393,None,up,2.5811267000390217,262.21656029997393,None,262.21656029997393,263.06538230000297,0.06685960001777858,None,,,,,,,,,10,001,2019_Dec_25_0903,untitled,3.1.0,60.17629247076064,
489,_5,M,0,L,N,489_5M000LN,HLN,0,1,1,184,,,1.216,264.9016563000041,265.24660880002193,265.2633568000165,265.54652400000487,265.56309359997977,None,None,,265.56309359997977,None,265.56309359997977,266.7623769000056,0.060626299993600696,None,,,,,,,,,10,001,2019_Dec_25_0903,untitled,3.1.0,60.17629247076064,
002,R,N,45,R,N,002RN045RN,HRN,0,2,2,193,,,0.841,269.09882940002717,269.44335670000874,269.46086619998096,269.74289910000516,269.75989769998705,269.09882940002717,down,0.3341086999862455,269.75989769998705,None,269.75989769998705,None,0.06553760002134368,None,,,,,,,,,10,001,2019_Dec_25_0903,untitled,3.1.0,60.17629247076064,
390,_4,N,225,R,N,390_4N225RN,HRN,0,3,3,261,,,0.796,270.17526059999363,270.508510500018,270.52514370001154,270.80923920002533,270.8253815000062,None,up,1.9999408000148833,270.8253815000062,None,270.8253815000062,271.6084794999915,0.07384770002681762,None,,,,,,,,,10,001,2019_Dec_25_0903,untitled,3.1.0,60.17629247076064,
036,R,N,135,L,N,036RN135LN,HLN,0,4,4,203,,,1.326,272.9184467000305,273.2402575999731,273.25697639997816,273.540066400019,273.5566511999932,None,up,2.6148948000045493,273.5566511999932,None,273.5566511999932,274.871796499996,0.0824185999808833,None,,,,,,,,,10,001,2019_Dec_25_0903,untitled,3.1.0,60.17629247076064,
422,_4,N,225,L,N,422_4N225LN,HLN,0,5,5,269,,,0.81,276.24257419997593,276.58700410003075,276.60361539997393,276.8870209000306,276.90375130000757,None,up,1.8992592000286095,276.90375130000757,None,276.90375130000757,277.7023864000221,0.06358179997187108,None,,,,,,,,,10,001,2019_Dec_25_0903,untitled,3.1.0,60.17629247076064,
418,_4,N,45,L,N,418_4N045LN,HLN,0,6,6,265,,,1.072,278.88047710002866,279.21829250000883,279.2346886000014,279.51776870002504,279.5342464999994,None,up,1.8324528000084683,279.5342464999994,None,279.5342464999994,280.5835463000112,0.07029150001471862,None,,,,,,,,,10,001,2019_Dec_25_0903,untitled,3.1.0,60.17629247076064,
004,R,N,135,R,N,004RN135RN,HRN,0,7,7,195,,,0.783,281.4360986999818,281.7828432000242,281.7994629999739,282.0827411999926,282.099446600012,None,up,1.6836964000249282,282.099446600012,None,282.099446600012,282.8646147000254,0.06235129997367039,None,,,,,,,,,10,001,2019_Dec_25_0903,untitled,3.1.0,60.17629247076064,
198,G,N,225,R,N,198GN225RN,HRN,0,8,8,229,,,1.295,283.87921320000896,284.1972571000224,284.21508659998653,284.4964823999908,284.51409680000506,None,up,2.0811612000106834,284.51409680000506,None,284.51409680000506,285.79562440002337,0.08619539998471737,None,,,,,,,,,10,001,2019_Dec_25_0903,untitled,3.1.0,60.17629247076064,
_,_2,M,225,_,_,__2M225__,N,0,9,9,29,,,1.349,286.6694745999994,287.01097529998515,287.0275813000044,287.3119160999777,287.3286354999873,None,down,3.1821308999788016,287.3286354999873,None,287.3286354999873,288.65977349999594,0.06652089999988675,None,,,,,,,,,10,001,2019_Dec_25_0903,untitled,3.1.0,60.17629247076064,
453,_5,N,180,R,N,453_5N180RN,HRN,0,10,10,276,,,0.72,290.612005700008,290.92482309998013,290.94119219999993,291.2252961000195,291.24107819999335,None,up,1.615556100034155,291.24107819999335,None,291.24107819999335,291.94102550001116,0.09011550003197044,None,,,,,,,,,10,001,2019_Dec_25_0903,untitled,3.1.0,60.17629247076064,
400,_4,M,315,R,N,400_4M315RN,HRN,0,11,11,167,,,0.973,292.92462509998586,293.27408419997664,293.2892547000083,293.5741810000036,293.5898561999784,None,up,1.7817511999746785,293.5898561999784,None,293.5898561999784,294.53797419997863,0.06106769997859374,None,,,,,,,,,10,001,2019_Dec_25_0903,untitled,3.1.0,60.17629247076064,
431,_4,M,270,L,N,431_4M270LN,HLN,0,12,12,174,,,0.8140000000000001,295.44192850001855,295.7873413999914,295.8055628000293,296.0888743000105,296.10405700001866,None,down,2.6156946000410244,296.10405700001866,None,296.10405700001866,296.90308249997906,0.06366320000961423,None,,,,,,,,,10,001,2019_Dec_25_0903,untitled,3.1.0,60.17629247076064,
