Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,key_JUDGE.rt,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
009,R,M,0,R,N,009RM000RN,HRN,0,10,10,96,,,1.036,74.02615739998873,74.37286030000541,74.3891280000098,74.67335080000339,74.69002839998575,None,None,74.69002839998575,None,74.69002839998575,75.7051572999917,0.06085540005005896,None,,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
208,G,M,315,R,N,208GM315RN,HRN,0,11,11,135,,,0.8170000000000001,78.25224470003741,78.5694150000345,78.58583150000777,78.86888720002025,78.88613810000243,78.25224470003741,None,78.88613810000243,None,78.88613810000243,79.68439569999464,0.08862140000564978,None,,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,G,M,315,_,_,_GM315__,N,0,12,12,15,,,1.108,82.41705320001347,82.76582540001255,82.78246840002248,83.06548759998986,83.08176179998554,82.41705320001347,None,83.08176179998554,None,83.08176179998554,84.16387089999625,0.060865000006742775,None,,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,R,N,270,_,_,_RN270__,N,0,13,13,70,,,1.145,86.61247230001027,86.96189289999893,86.96189289999893,87.26155579998158,87.27828510000836,86.61247230001027,down,87.27828510000836,None,87.27828510000836,88.41041910002241,0.06044530001236126,None,2.081856800010428,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
302,_2,M,225,L,N,302_2M225LN,HLN,0,14,14,157,,,0.889,89.44473119999748,89.77638170000864,89.79289650003193,90.07596709998325,90.09222350001801,None,None,90.09222350001801,None,90.09222350001801,90.95822110003792,0.07557440001983196,None,,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
399,_4,M,270,R,N,399_4M270RN,HRN,0,15,15,166,,,0.752,93.62335750000784,93.9726484999992,93.98884390003514,94.27312999998685,94.28898260003189,93.62335750000784,up,94.28898260003189,None,94.28898260003189,95.02125420002267,0.05989099998259917,None,2.682675599993672,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
289,_2,N,0,L,N,289_2N000LN,HLN,0,16,16,248,,,0.811,97.04044010001235,97.38690240000142,97.40272110002115,97.68592190003255,97.70226130000083,None,None,97.70226130000083,None,97.70226130000083,98.50172609998845,0.06193969998275861,None,,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
045,R,M,180,L,N,045RM180LN,HLN,0,17,17,108,,,0.771,101.24931590002961,101.58261109999148,101.59925680002198,101.88207110000076,101.89845500001684,101.24931590002961,down,101.89845500001684,None,101.89845500001684,102.64774660003604,0.07263239996973425,None,3.332196500035934,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
041,R,M,0,L,N,041RM000LN,HLN,0,18,18,104,,,1.02,105.30162720003864,105.64567490003537,105.66196850000415,105.94606829999248,105.96154039999237,None,up,105.96154039999237,None,105.96154039999237,106.96133190003457,0.06418060004943982,None,3.2813121999497525,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
496,_5,M,315,L,N,496_5M315LN,HLN,0,19,19,191,,,0.81,109.31341519998387,109.65889620000962,109.67562430002727,109.95939770003315,109.97538620000705,None,down,109.97538620000705,None,109.97538620000705,110.77464650000911,0.06345560000045225,None,2.531225499988068,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
238,G,M,225,L,N,238GM225LN,HLN,0,20,20,141,,,1.209,112.57443770003738,112.9224014999927,112.93942230002722,113.2222824000055,113.23891140002524,None,down,113.23891140002524,None,113.23891140002524,114.42129680002108,0.060602599987760186,None,2.9312193999649025,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
163,F,N,90,L,N,163FN090LN,HLN,0,21,21,218,,,1.367,116.2387480000034,116.58600680000382,116.60276199999498,116.88578740000958,116.90253720001783,None,up,116.90253720001783,None,116.90253720001783,118.251645500015,0.061741999990772456,None,2.531281500007026,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
133,F,N,180,R,N,133FN180RN,HRN,0,22,22,212,,,1.216,119.50320440001087,119.84968009998556,119.86664500000188,120.14943600003608,120.16684180003358,None,None,120.16684180003358,None,120.16684180003358,121.36512070003664,0.0625630000140518,None,,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
198,G,N,225,R,N,198GN225RN,HRN,0,23,23,229,,,1.043,123.71114410000155,124.04609010001877,124.06295340001816,124.34633770002984,124.36278409999795,123.71114410000155,up,124.36278409999795,None,124.36278409999795,125.39543480001157,0.07312640000600368,None,2.19895789999282,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
296,_2,N,315,L,N,296_2N315LN,HLN,0,24,24,255,,,0.755,126.62914600002114,126.97804590000305,126.99393609998515,127.27640680002514,127.2930204999866,None,up,127.2930204999866,None,127.2930204999866,128.02557619998697,0.06046140001853928,None,1.8996396999573335,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
015,R,M,270,R,N,015RM270RN,HRN,0,25,25,102,,,0.856,129.2627586000017,129.6081375000067,129.62480689998483,129.90766900003655,129.92423110001255,None,up,129.92423110001255,None,129.92423110001255,130.75738339999225,0.06325040000956506,None,1.7157740999828093,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,_4,M,180,_,_,__4M180__,N,0,26,26,36,,,0.981,131.7078607000294,132.05627410003217,132.07264399999985,132.35596260003513,132.37229080003453,None,up,132.37229080003453,None,132.37229080003453,133.338051800034,0.05998699995689094,None,2.032280499988701,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
205,G,M,180,R,N,205GM180RN,HRN,0,27,27,132,,,0.871,134.47334690002026,134.82034929998918,134.83702849998372,135.12095850001788,135.13648260000627,None,up,135.13648260000627,None,135.13648260000627,135.98629440000514,0.06233899999642745,None,3.0978000999893993,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,_2,N,180,_,_,__2N180__,N,0,28,28,76,,,1.37,138.30288450000808,138.65052289998857,138.66704730002675,138.95024209999247,138.9672345999861,None,down,138.9672345999861,None,138.9672345999861,140.31545370002277,0.06186109996633604,None,3.0300033000530675,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,_5,N,315,_,_,__5N315__,N,0,29,29,95,,,0.811,142.06438589998288,142.4138699999894,142.4301496000262,142.71353830001317,142.7298359000124,None,up,142.7298359000124,None,142.7298359000124,143.529061200039,0.059940400009509176,None,2.349066400027368,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
168,F,N,315,L,N,168FN315LN,HLN,0,30,30,223,,,1.0,145.14867730002152,145.49476480000885,145.5108828000375,145.79404459998477,145.8105636999826,None,down,145.8105636999826,None,145.8105636999826,146.7931843000115,0.06159789999946952,None,2.1485853000194766,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
387,_4,N,90,R,N,387_4N090RN,HRN,0,31,31,258,,,0.871,148.04355410003336,148.37501479999628,148.39177570003085,148.67539540003054,148.69148239999777,None,down,148.69148239999777,None,148.69148239999777,149.5407158000162,0.07584860001225024,None,1.6986453999998048,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,F,N,135,_,_,_FN135__,N,0,32,32,51,,,0.934,150.45840340002906,150.8071176999947,150.82267850002972,151.10615730000427,151.12255309999455,None,None,151.12255309999455,None,151.12255309999455,152.0390721000149,0.0613654000335373,None,,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
264,_2,N,315,R,N,264_2N315RN,HRN,0,33,33,247,,,1.209,154.65321339998627,155.00275550002698,155.0193935999996,155.3032622000319,155.31955489999382,154.65321339998627,up,155.31955489999382,None,155.31955489999382,156.501237199991,0.05919749999884516,None,2.7157608999987133,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
172,F,M,135,L,N,172FM135LN,HLN,0,34,34,123,,,0.85,158.10450170002878,158.4493988000322,158.4669207999832,158.74970859999303,158.76602480001748,None,up,158.76602480001748,None,158.76602480001748,159.59878180001397,0.06258139997953549,None,1.6491268000099808,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,G,M,135,_,_,_GM135__,N,0,35,35,11,,,1.014,160.49675049999496,160.8308229999966,160.84810470003868,161.13080029998673,161.14707980002277,None,up,161.14707980002277,None,161.14707980002277,162.1470344000263,0.07456719997571781,None,2.8145432000164874,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
453,_5,N,180,R,N,453_5N180RN,HRN,0,36,36,276,,,0.78,164.03512349998346,164.37784149998333,164.3947036000318,164.67740929999854,164.69407870003488,None,up,164.69407870003488,None,164.69407870003488,165.45994560001418,0.06639920000452548,None,2.700173999997787,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,_5,M,90,_,_,__5M090__,N,0,37,37,42,,,0.936,167.4694338000263,167.80792809999548,167.8253147000214,168.10815440001898,168.1243174999836,None,down,168.1243174999836,None,168.1243174999836,169.04026750003686,0.06654750002780929,None,1.949166000005789,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
262,_2,N,225,R,N,262_2N225RN,HRN,0,38,38,245,,,1.112,170.14159260003362,170.48929360002512,170.50586000003386,170.78901710000355,170.80590650002705,None,up,170.80590650002705,None,170.80590650002705,171.904577600013,0.061490299995057285,None,2.0146251000114717,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
400,_4,M,315,R,N,400_4M315RN,HRN,0,39,39,167,,,0.862,172.89349680003943,173.2368341999827,173.25307350000367,173.5364680000348,173.5533257999923,None,up,173.5533257999923,None,173.5533257999923,174.40190230001463,0.06579849997069687,None,2.5979965000296943,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
228,G,N,135,L,N,228GN135LN,HLN,0,40,40,235,,,1.12,176.21947790001286,176.56749260000652,176.58367419999558,176.86732830002438,176.88310839998303,None,up,176.88310839998303,None,176.88310839998303,177.98235040000873,0.06148630002280697,None,1.9008759999996983,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
194,G,N,45,R,N,194GN045RN,HRN,0,41,41,225,,,1.357,178.85139969998272,179.19825570000103,179.2149214000092,179.49802200001432,179.51470400003018,None,down,179.51470400003018,None,179.51470400003018,180.8466480000061,0.06051059998571873,None,2.2485479000024498,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
298,_2,M,45,L,N,298_2M045LN,HLN,0,42,42,153,,,1.236,181.83242859999882,182.17883340001572,182.19535540003562,182.47863140003756,182.49553020001622,None,up,182.49553020001622,None,182.49553020001622,183.71106310002506,0.061813500011339784,None,2.7309713999857195,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
451,_5,N,90,R,N,451_5N090RN,HRN,0,43,43,274,,,0.989,185.2968819999951,185.64265719999094,185.65940330002923,185.9422760999878,185.95929969998542,None,down,185.95929969998542,None,185.95929969998542,186.9248258000007,0.06370300002163276,None,1.8823763999971561,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,_2,M,270,_,_,__2M270__,N,0,44,44,30,,,0.786,187.92590510001173,188.25836370000616,188.2736603000085,188.55678480002098,188.57370599999558,None,up,188.57370599999558,None,188.57370599999558,189.33958120003808,0.07466739998199046,None,2.717901800002437,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,_4,M,45,_,_,__4M045__,N,0,45,45,33,,,0.811,191.38459390000207,191.7040416999953,191.72067740000784,192.00360779999755,192.0203954000026,None,down,192.0203954000026,None,192.0203954000026,192.81984569999622,0.08231199998408556,None,2.098366799997166,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
490,_5,M,45,L,N,490_5M045LN,HLN,0,46,46,185,,,1.217,194.2072323000175,194.53495609998936,194.5512881000177,194.83466570003657,194.85142040002393,None,down,194.85142040002393,None,194.85142040002393,196.0500436000293,0.08006060001207516,None,2.4155101999640465,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
169,F,M,0,L,N,169FM000LN,HLN,0,47,47,120,,,1.077,197.3359256000258,197.68251320003765,197.69860330002848,197.9825920999865,197.99830630002543,None,up,197.99830630002543,None,197.99830630002543,199.06433319998905,0.06134740001289174,None,2.3504522999865003,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
454,_5,N,225,R,N,454_5N225RN,HRN,0,48,48,277,,,1.3,200.41816010000184,200.76264780003112,200.77971590001835,201.06293820001883,201.0792668000213,None,up,201.0792668000213,None,201.0792668000213,202.36142949998612,0.06195060000754893,None,2.2819996000034735,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,G,N,180,_,_,_GN180__,N,0,49,49,60,,,0.9590000000000001,203.43474280001828,203.7775285000098,203.7936478999909,204.07676349999383,204.0936503999983,None,up,204.0936503999983,None,204.0936503999983,205.0422772000311,0.06630140001652762,None,3.3819561999989673,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,_5,M,180,_,_,__5M180__,N,0,50,50,44,,,1.2750000000000001,207.54376420000335,207.88992630003486,207.90644420002354,208.19004290003795,208.20657169999322,None,None,208.20657169999322,None,208.20657169999322,209.47244420001516,0.061528999998699874,None,,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
138,F,M,45,R,N,138FM045RN,HRN,0,51,51,113,,,0.706,211.73799980001058,212.08618240000214,212.10289350000676,212.38587340002414,212.40325640002266,211.73799980001058,down,212.40325640002266,None,212.40325640002266,213.0860652999836,0.06064939999487251,None,1.700323799974285,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
196,G,N,135,R,N,196GN135RN,HRN,0,52,52,227,,,1.254,214.17243780003628,214.51716739998665,214.53379040001892,214.81772310001543,214.83447579998756,None,down,214.83447579998756,None,214.83447579998756,216.0661858000094,0.06214870000258088,None,2.283555099973455,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
293,_2,N,180,L,N,293_2N180LN,HLN,0,53,53,252,,,1.367,217.19777500000782,217.53131460002623,217.54805959999794,217.83154799998738,217.84825530002126,None,up,217.84825530002126,None,217.84825530002126,219.19650740001816,0.07112800003960729,None,3.364492099964991,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
417,_4,N,0,L,N,417_4N000LN,HLN,0,54,54,264,,,0.9490000000000001,221.2824796999921,221.62792890000856,221.64467780000996,221.92780040000798,221.94531650003046,None,down,221.94531650003046,None,221.94531650003046,222.87760010000784,0.062493400007952005,None,1.7835469999699853,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
450,_5,N,45,R,N,450_5N045RN,HRN,0,55,55,273,,,1.052,223.79692450002767,224.1422845000052,224.1591961000231,224.44204310001805,224.45876790001057,None,up,224.45876790001057,None,224.45876790001057,225.49081149999984,0.06030680000549182,None,2.3148355999728665,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
203,G,M,90,R,N,203GM090RN,HRN,0,56,56,130,,,0.999,226.84166289999848,227.19001570000546,227.2063917000196,227.48959750001086,227.506056800019,None,down,227.506056800019,None,227.506056800019,228.48834789998364,0.06132350000552833,None,2.298501599987503,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
270,_2,M,225,R,N,270_2M225RN,HRN,0,57,57,149,,,1.319,229.87396480003372,230.22021940001287,230.23723460000474,230.5200924000237,230.53671539999777,None,up,230.53671539999777,None,230.53671539999777,231.83637540001655,0.062358299968764186,None,3.26606220001122,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
132,F,N,135,R,N,132FN135RN,HRN,0,58,58,211,,,1.111,233.89447270001983,234.2166287000291,234.23393069999292,234.51672050001798,234.53328030003468,None,up,234.53328030003468,None,234.53328030003468,235.63225120003335,0.08328300004359335,None,3.2986472999909893,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,R,N,135,_,_,_RN135__,N,0,59,59,67,,,0.848,237.89920990000246,238.24625359999482,238.2631993999821,238.54682420002064,238.56297820003238,None,down,238.56297820003238,None,238.56297820003238,239.3954778999905,0.06061869999393821,None,2.5519659999990836,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,_5,N,270,_,_,__5N270__,N,0,60,60,94,,,0.807,241.21249100001296,241.52850120002404,241.54431510000722,241.82649770000717,241.84389349998673,None,up,241.84389349998673,None,241.84389349998673,242.64294220000738,0.08661050000227988,None,1.7151019999873824,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
042,R,M,45,L,N,042RM045LN,HLN,0,61,61,105,,,1.17,243.62970819999464,243.9746539000189,243.9914901999873,244.2747544000158,244.29119010001887,None,up,244.29119010001887,None,244.29119010001887,245.4405219000182,0.06322140002157539,None,2.2655947000021115,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
484,_5,N,135,L,N,484_5N135LN,HLN,0,62,62,283,,,0.937,246.62419629999204,246.97208770003635,246.98899139999412,247.27290250000078,247.28847770002903,None,up,247.28847770002903,None,247.28847770002903,248.20480469998438,0.06066980003379285,None,1.8992083999910392,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
135,F,N,270,R,N,135FN270RN,HRN,0,63,63,214,,,0.919,249.2672052999842,249.60336100001587,249.62057070003357,249.90329210000345,249.91964079998434,None,up,249.91964079998434,None,249.91964079998434,250.81939630000852,0.07027929998002946,None,2.2820787000237033,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
489,_5,M,0,L,N,489_5M000LN,HLN,0,64,64,184,,,1.164,252.2731904000393,252.61730819998775,252.63453760003904,252.91757490002783,252.93375900003593,None,down,252.93375900003593,None,252.93375900003593,254.08314940001583,0.06349889998091385,None,2.7982205000007525,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
037,R,N,180,L,N,037RN180LN,HLN,0,65,65,204,,,1.0,255.79954949999228,256.1476220000186,256.16432059998624,256.4475889999885,256.46393810003065,None,up,256.46393810003065,None,256.46393810003065,257.44619260000763,0.06085150002036244,None,2.5491750999935903,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,F,N,180,_,_,_FN180__,N,0,66,66,52,,,1.184,259.0816615000367,259.4284987000283,259.44474160001846,259.72792820003815,259.7448420000146,None,up,259.7448420000146,None,259.7448420000146,260.91018360003363,0.061504899989813566,None,2.765288299997337,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
199,G,N,270,R,N,199GN270RN,HRN,0,67,67,230,,,1.3980000000000001,262.58131290000165,262.92551800003275,262.9426525000017,263.2252285000286,263.24222150002606,None,up,263.24222150002606,None,263.24222150002606,264.62368429999333,0.06435619998956099,None,2.863902600016445,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,G,N,45,_,_,_GN045__,N,0,68,68,57,,,0.982,266.178873100027,266.5217168999952,266.5393026000238,266.8217771000345,266.8391212000279,None,up,266.8391212000279,None,266.8391212000279,267.80423120001797,0.06485239998437464,None,2.747693400015123,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,_5,M,270,_,_,__5M270__,N,0,69,69,46,,,0.902,269.6580224999925,270.0024727000273,270.01900720002595,270.3029924000148,270.31873360002646,None,up,270.31873360002646,None,270.31873360002646,271.20127730001695,0.0642381000216119,None,2.1817883000476286,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
043,R,M,90,L,N,043RM090LN,HLN,0,70,70,106,,,1.203,272.5685175000108,272.9176524000359,272.93319290003274,273.2163677000208,273.2328456999967,None,down,273.2328456999967,None,273.2328456999967,274.41562400001567,0.06089140003314242,None,2.6496586999855936,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,G,M,45,_,_,_GM045__,N,0,71,71,9,,,1.238,275.9537638000329,276.2969413000392,276.3139486000291,276.5963087999844,276.6128393000108,None,down,276.6128393000108,None,276.6128393000108,277.8291537000332,0.06393290002597496,None,3.0490626999526285,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,F,N,225,_,_,_FN225__,N,0,72,72,53,,,1.2,279.73050800000783,280.07726669998374,280.0934741999954,280.37730639998335,280.39317570003914,None,up,280.39317570003914,None,280.39317570003914,281.57553939998616,0.061460700002498925,None,2.232124699978158,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
304,_2,M,315,L,N,304_2M315LN,HLN,0,73,73,159,,,1.2550000000000001,282.69407440000214,283.0410368000157,283.0579582999926,283.3408059999929,283.35757310001645,None,up,283.35757310001645,None,283.35757310001645,284.589580400032,0.06195599999045953,None,2.3336462000152096,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
164,F,N,135,L,N,164FN135LN,HLN,0,74,74,219,,,1.36,285.7597148999921,286.1052706000046,286.1218590000062,286.40545690001454,286.4219014000264,None,up,286.4219014000264,None,286.4219014000264,287.7702062000171,0.06193969998275861,None,3.065353200014215,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,_5,N,45,_,_,__5N045__,N,0,75,75,89,,,1.163,289.553523199982,289.90169500000775,289.91872620000504,290.20151919999626,290.218204600038,None,up,290.218204600038,None,290.218204600038,291.36688749998575,0.059217399975750595,None,2.3153445000061765,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
493,_5,M,180,L,N,493_5M180LN,HLN,0,76,76,188,,,1.177,292.60278620000463,292.9501275999937,292.96635920001427,293.24892199999886,293.26556249998976,None,down,293.26556249998976,None,293.26556249998976,294.4307077000267,0.062205699970945716,None,2.5838897000066936,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
_,_2,N,45,_,_,__2N045__,N,0,77,77,73,,,1.089,295.91819160000887,296.26292890001787,296.2792058000341,296.5627779000206,296.57917219999945,None,up,296.57917219999945,None,296.57917219999945,297.6449105000356,0.06220529996789992,None,2.114975400036201,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
004,R,N,135,R,N,004RN135RN,HRN,0,78,78,195,,,1.37,298.7609035000205,299.1102610999951,299.12766990001546,299.41033079999033,299.42805640003644,None,up,299.42805640003644,None,299.42805640003644,300.77575400000205,0.05916740000247955,None,2.9301180000184104,,,,,,,,,13,001,2019_Dec_25_1004,untitled,3.1.0,60.163874355073155,
