Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
385,_4,N,0,R,N,385_4N000RN,HRN,0,0,0,256,442.76591030001873,None,0.9430000000000001,513.1005791000207,513.34788820002,513.34788820002,513.5982431000157,513.6170845000015,None,up,3.231609099981142,513.6170845000015,None,513.6170845000015,514.5470578999957,0.16092430002754554,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
046,R,M,225,L,N,046RM225LN,HLN,0,1,1,109,,,1.33,517.0080706000153,517.3438681999978,517.3605633999978,517.6445891000039,517.6445891000039,None,None,,517.6445891000039,None,517.6445891000039,518.9792020000168,0.07449610001640394,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
455,_5,N,270,R,N,455_5N270RN,HRN,0,2,2,278,,,1.274,521.203416400007,521.5404350000026,521.5568398000032,521.8406108000199,521.8573190000025,521.203416400007,up,2.1364878000167664,521.8573190000025,None,521.8573190000025,523.1062702000199,0.07221600000048056,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
174,F,M,225,L,N,174FM225LN,HLN,0,3,3,125,,,1.175,524.1180291000055,524.4213976000028,524.4213976000028,524.7045003999956,524.7211166000052,None,down,2.183422900008736,524.7211166000052,None,524.7211166000052,525.8874801000056,0.11423310000100173,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
258,_2,N,45,R,N,258_2N045RN,HRN,0,4,4,241,,,1.04,527.009351500019,527.3186803999997,527.3353025999968,527.6182259000198,527.6349279000133,None,down,2.3545625999977347,527.6349279000133,None,527.6349279000133,528.6680990000023,0.09488550000241958,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
136,F,N,315,R,N,136FN315RN,HRN,0,5,5,215,,,1.238,530.099211599998,530.4159312999982,530.4159312999982,530.701644899993,530.7179704000009,None,up,2.596996799984481,530.7179704000009,None,530.7179704000009,531.9478700000036,0.09886570001253858,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
_,_5,M,45,_,_,__5M045__,N,0,6,6,41,,,1.329,533.4104708000086,533.7299052000162,533.7476244000136,534.0298280999996,534.0469788000046,None,up,2.851589600002626,534.0469788000046,None,534.0469788000046,535.3625019000028,0.08373319997917861,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
424,_4,N,315,L,N,424_4N315LN,HLN,0,7,7,271,,,1.075,537.0209193000046,537.3100785000133,537.3268352000159,537.6102244000067,537.6271363999986,None,None,,537.6271363999986,None,537.6271363999986,538.6926994000096,0.11044170000241138,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
005,R,N,180,R,N,005RN180RN,HRN,0,8,8,196,,,0.904,541.1987629000214,541.5227485999931,541.5396960000216,541.8229455999972,541.8394479000126,541.1987629000214,None,,541.8394479000126,None,541.8394479000126,542.7222656999948,0.08349369998904876,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
237,G,M,180,L,N,237GM180LN,HLN,0,9,9,140,,,1.21,545.4034729000123,545.7192095000064,545.7360456000024,546.019342900021,546.0362554000167,545.4034729000123,None,,546.0362554000167,None,546.0362554000167,547.2349385000125,0.09135920001426712,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
450,_5,N,45,R,N,450_5N045RN,HRN,0,10,10,273,,,1.217,549.6237714000163,549.9160227999964,549.9160227999964,550.2156342999951,550.232181600004,549.6237714000163,up,2.9508207000035327,550.232181600004,None,550.232181600004,551.4323803000152,0.11292079999111593,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
389,_4,N,180,R,N,389_4N180RN,HRN,0,11,11,260,,,1.1340000000000001,553.310832600022,553.612549100013,553.612549100013,553.8954235000128,553.9130858000135,None,down,2.800972600001842,553.9130858000135,None,553.9130858000135,555.028449400008,0.11669299998902716,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
173,F,M,180,L,N,173FM180LN,HLN,0,12,12,124,,,0.762,556.8327180000197,557.1271468000195,557.1423359000182,557.4262813999958,557.4428594000055,None,up,2.784892099996796,557.4428594000055,None,557.4428594000055,558.1921979000035,0.1087522000016179,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
462,_5,M,225,R,N,462_5M225RN,HRN,0,13,13,181,,,0.722,560.336672400008,560.6397790000192,560.6561559000111,560.9401710999955,560.9567339000059,None,up,1.9831692000152543,560.9567339000059,None,560.9567339000059,561.6724676000013,0.09851650000200607,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
_,_2,N,90,_,_,__2N090__,N,0,14,14,74,,,0.9570000000000001,563.063355100021,563.3546563000127,563.3546563000127,563.654108799994,563.6712753000029,None,up,1.9661953000177164,563.6712753000029,None,563.6712753000029,564.620534799993,0.11263509999844246,None,,,,,,,,,6,001,2019_Dec_23_1051,untitled,3.1.0,60.34802707359426,
