Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
_,F,M,225,_,_,_FM225__,N,0,10,10,5,,,1.223,98.70303229999263,99.05102329998044,99.0684180999524,99.3510514999507,99.36749159998726,None,down,2.7986959000118077,99.36749159998726,None,99.36749159998726,100.56636239995714,0.060842800012324005,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
010,R,M,45,R,N,010RM045RN,HRN,0,11,11,97,,,0.73,102.25205199996708,102.58138649998,102.5977625999949,102.88094899995485,102.89751839998644,None,down,1.9496980999829248,102.89751839998644,None,102.89751839998644,103.61346869997215,0.07829159998800606,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
298,_2,M,45,L,N,298_2M045LN,HLN,0,12,12,153,,,0.767,104.9369652000023,105.26251879998017,105.27916149998782,105.5628577999887,105.57901180000044,None,None,,105.57901180000044,None,105.57901180000044,106.32848450000165,0.08146650000708178,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
299,_2,M,90,L,N,299_2M090LN,HLN,0,13,13,154,,,1.076,109.1423739999882,109.45977359998506,109.47603499999968,109.75886349997018,109.77705659996718,109.1423739999882,down,2.829224699991755,109.77705659996718,None,109.77705659996718,110.84062839997932,0.09167549997800961,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
262,_2,N,225,R,N,262_2N225RN,HRN,0,14,14,245,,,1.28,112.67605979996733,113.02245719998609,113.03916529996786,113.32230559998425,113.3388297999627,None,up,3.0492997000110336,113.3388297999627,None,113.3388297999627,114.60438729997259,0.06275530002312735,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,_4,N,90,_,_,__4N090__,N,0,15,15,82,,,1.068,116.46781259996351,116.80229799996596,116.81921299995156,117.10184429999208,117.11839699995471,None,down,2.615079900017008,117.11839699995471,None,117.11839699995471,118.16759999998612,0.0722228999948129,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
389,_4,N,180,R,N,389_4N180RN,HRN,0,16,16,260,,,0.911,119.80275239999173,120.14982489997055,120.16620409995085,120.45047819998581,120.466871099954,None,up,3.2801284000161104,120.466871099954,None,120.466871099954,121.36467069998616,0.06260860001202673,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
038,R,N,225,L,N,038RN225LN,HLN,0,17,17,205,,,1.288,123.83991290000267,124.16387999994913,124.17900349997217,124.46290519996546,124.47912929998711,None,up,3.332420799997635,124.47912929998711,None,124.47912929998711,125.74432349996641,0.08442999998806044,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
458,_5,M,45,R,N,458_5M045RN,HRN,0,18,18,177,,,1.031,127.88335819996428,128.22561799996765,128.24414490000345,128.52551239996683,128.54213709995383,None,None,,128.54213709995383,None,128.54213709995383,129.55828800000018,0.06510350003372878,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,_2,M,90,_,_,__2M090__,N,0,19,19,26,,,1.326,132.08147579996148,132.42225599999074,132.43870499997865,132.72145219997037,132.7380542999599,132.08147579996148,down,3.100272700015921,132.7380542999599,None,132.7380542999599,134.0535534999799,0.06846710003446788,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,F,N,270,_,_,_FN270__,N,0,20,20,54,,,1.227,135.9080452999915,136.25194679998094,136.2685873999726,136.55177570000524,136.5685083999997,None,up,2.8818421000032686,136.5685083999997,None,136.5685083999997,137.78462099999888,0.06309840001631528,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
206,G,M,225,R,N,206GM225RN,HRN,0,21,21,133,,,1.131,139.52409449999686,139.86578359996201,139.88206679996802,140.1653278999729,140.18194709997624,None,down,3.1815452000009827,140.18194709997624,None,140.18194709997624,141.29801119997865,0.06627120001940057,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
161,F,N,0,L,N,161FN000LN,HLN,0,22,22,216,,,0.927,143.43577409995487,143.7788999999757,143.79651809995994,144.0783922999981,144.09594509995077,None,up,2.147815599979367,144.09594509995077,None,144.09594509995077,145.01082709996263,0.06352359999436885,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
193,G,N,0,R,N,193GN000RN,HRN,0,23,23,224,,,1.041,146.33972249994986,146.65995479997946,146.67660899995826,146.95974169997498,146.97582859999966,None,up,2.1987197999842465,146.97582859999966,None,146.97582859999966,147.99169039999833,0.08747520000906661,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,R,N,90,_,_,_RN090__,N,0,24,24,66,,,1.115,149.25390710000647,149.59027489996515,149.60695609997492,149.8898922999506,149.90656959998887,None,up,2.316056400013622,149.90656959998887,None,149.90656959998887,151.00543679995462,0.07187469996279106,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
043,R,M,90,L,N,043RM090LN,HLN,0,25,25,106,,,0.962,152.2982834999566,152.63788309996016,152.65439579996746,152.93803259998094,152.95434110000497,None,down,1.7824060000129975,152.95434110000497,None,152.95434110000497,153.9032593999873,0.06769809999968857,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
234,G,M,45,L,N,234GM045LN,HLN,0,26,26,137,,,1.051,154.8136797999614,155.15341239998816,155.16905379999662,155.45162779995007,155.46907969994936,None,down,2.481135100009851,155.46907969994936,None,155.46907969994936,156.5009300999809,0.06998069997644052,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,_4,M,135,_,_,__4M135__,N,0,27,27,35,,,1.3900000000000001,158.12566769996192,158.41596869996283,158.41596869996283,158.66620959999273,158.68290899996646,None,down,2.933538800047245,158.68290899996646,None,158.68290899996646,160.0478899999871,0.16833580000093207,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,_5,M,180,_,_,__5M180__,N,0,28,28,44,,,1.0090000000000001,161.68591949995607,162.03035630000522,162.0460877000005,162.32908009999665,162.34592619998148,None,down,2.398864999995567,162.34592619998148,None,162.34592619998148,163.34460539999418,0.06270219996804371,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,G,M,0,_,_,_GM000__,N,0,29,29,8,,,1.189,164.82223599997815,165.1598374999594,165.17678809998324,165.46001779998187,165.47643889999017,None,None,,165.47643889999017,None,165.47643889999017,166.64217999996617,0.06985850003547966,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
175,F,M,270,L,N,175FM270LN,HLN,0,30,30,126,,,0.7010000000000001,169.0479740999872,169.37432299996726,169.389462799998,169.6735882999492,169.68969739996828,169.0479740999872,down,2.5148059999919496,169.68969739996828,None,169.68969739996828,170.37322649999987,0.07900989998597652,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
202,G,M,45,R,N,202GM045RN,HRN,0,31,31,129,,,0.798,172.27634669997497,172.6211170000024,172.6366555999848,172.9206126999925,172.93640129995765,None,down,2.7011019000201486,172.93640129995765,None,172.93640129995765,173.71944789995905,0.06483009998919442,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
266,_2,M,45,R,N,266_2M045RN,HRN,0,32,32,145,,,1.068,175.70705129997805,176.05049419996794,176.06720900000073,176.35068089998094,176.3670446999604,None,up,2.9145588999963365,176.3670446999604,None,176.3670446999604,177.41629389999434,0.06243470002664253,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,G,M,315,_,_,_GM315__,N,0,33,33,15,,,1.202,179.45961809996516,179.74814339994919,179.74814339994919,179.9971071999753,180.0136185999727,None,down,3.297597099968698,180.0136185999727,None,180.0136185999727,181.19590639998205,0.16943310003262013,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
133,F,N,180,R,N,133FN180RN,HRN,0,34,34,212,,,0.804,183.38109849998727,183.72727390000364,183.74422449996928,184.04661409999244,184.08479150000494,None,up,2.959102900000289,184.08479150000494,None,184.08479150000494,184.82723609998357,0.06267679994925857,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,_5,M,315,_,_,__5M315__,N,0,35,35,47,,,0.909,187.12565399997402,187.45775449997745,187.47438239998883,187.75760219997028,187.77491749997716,None,down,2.447293199948035,187.77491749997716,None,187.77491749997716,188.67364989995258,0.07303539995336905,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
007,R,N,270,R,N,007RN270RN,HRN,0,36,36,198,,,1.2790000000000001,190.3067802999867,190.63796569994884,190.65475039999,190.93806459999178,190.95456569996895,None,up,2.883479100011755,190.95456569996895,None,190.95456569996895,192.21986779995495,0.07611500000348315,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
394,_4,M,45,R,N,394_4M045RN,HRN,0,37,37,161,,,1.186,193.92044719995465,194.25106199999573,194.26810829999158,194.55100849998416,194.5675924999523,None,down,2.2824822000111453,194.5675924999523,None,194.5675924999523,195.73323719995096,0.07562240003608167,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
268,_2,M,135,R,N,268_2M135RN,HRN,0,38,38,147,,,0.776,196.93223769997712,197.2657757999841,197.28230149997398,197.56492029997753,197.58180919999722,None,None,,197.58180919999722,None,197.58180919999722,198.34826070000418,0.07426999998278916,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,_4,N,0,_,_,__4N000__,N,0,39,39,80,,,0.838,201.1169993999647,201.46346949995495,201.47969039995223,201.76191359997028,201.7797625999665,201.1169993999647,up,2.03143380000256,201.7797625999665,None,201.7797625999665,202.5940130999661,0.06296030001249164,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
295,_2,N,270,L,N,295_2N270LN,HLN,0,40,40,254,,,1.166,203.91548389999662,204.22649489995092,204.24257499998203,204.52615109999897,204.542896799976,None,up,2.6994109000079334,204.542896799976,None,204.542896799976,205.69152589997975,0.09409320005215704,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
291,_2,N,90,L,N,291_2N090LN,HLN,0,41,41,250,,,1.038,207.3190750000067,207.65646839997498,207.67330450000009,207.95657629997004,207.97310239996295,None,up,2.4480581000098027,207.97310239996295,None,207.97310239996295,208.98866139998427,0.0698223999934271,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
003,R,N,90,R,N,003RN090RN,HRN,0,42,42,194,,,1.2590000000000001,210.5126299999538,210.83700279996265,210.85357649996877,211.13647509994917,211.15344969998114,None,up,2.282078400021419,211.15344969998114,None,211.15344969998114,212.40213069994934,0.08413350000046194,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
227,G,N,90,L,N,227GN090LN,HLN,0,43,43,234,,,1.035,213.5068929999834,213.85142049996648,213.86793349997606,214.15076519997092,214.1685046000057,None,up,1.9157562000327744,214.1685046000057,None,214.1685046000057,215.18389379995642,0.06421380001120269,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
260,_2,N,135,R,N,260_2N135RN,HRN,0,44,44,243,,,0.724,216.15557149995584,216.49912259995472,216.51546179997968,216.7989450999885,216.8147058999748,None,up,1.8354397999937646,216.8147058999748,None,216.8147058999748,217.5144746999722,0.06491439999081194,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
400,_4,M,315,R,N,400_4M315RN,HRN,0,45,45,167,,,0.788,218.74288179998985,219.0634194999584,219.07988350000232,219.36324689997127,219.38054129999364,None,up,2.3641423000372015,219.38054129999364,None,219.38054129999364,220.14559209998697,0.08490349998464808,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
236,G,M,135,L,N,236GM135LN,HLN,0,46,46,139,,,1.307,221.91913529997692,222.21058759995503,222.21058759995503,222.46130480000284,222.4783719999832,None,down,2.9631297000451013,222.4783719999832,None,222.4783719999832,223.75880059995688,0.16487470001447946,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,G,N,315,_,_,_GN315__,N,0,47,47,63,,,0.881,225.527838399983,225.85717929998646,225.87391859997297,226.15693759999704,226.17332169995643,None,up,2.28211959998589,226.17332169995643,None,226.17332169995643,227.0393827999942,0.07900450000306591,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
264,_2,N,315,R,N,264_2N315RN,HRN,0,48,48,247,,,0.905,228.52833770000143,228.87120039999718,228.88887119997526,229.17068569996627,229.18784909998067,None,up,2.5319701000116765,229.18784909998067,None,229.18784909998067,230.06978089996846,0.06566630001179874,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,F,N,180,_,_,_FN180__,N,0,49,49,52,,,0.862,231.79437119996874,232.1350964999874,232.15163779997965,232.43482279998716,232.45205159997568,None,up,2.7474646999617107,232.45205159997568,None,232.45205159997568,233.3008476999821,0.06597440002951771,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
486,_5,N,225,L,N,486_5N225LN,HLN,0,50,50,285,,,1.002,235.27501199999824,235.61581849999493,235.63256429997273,235.91517100000056,235.93165829998907,None,up,2.4505368000245653,235.93165829998907,None,235.93165829998907,236.91423729999224,0.06822279997868463,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
015,R,M,270,R,N,015RM270RN,HRN,0,51,51,102,,,1.357,238.45201409998117,238.79614940000465,238.81307390000438,239.09610450000037,239.1125092000002,None,down,2.2486762999906205,239.1125092000002,None,239.1125092000002,240.4615141999675,0.06275690003531054,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
296,_2,N,315,L,N,296_2N315LN,HLN,0,52,52,255,,,1.04,241.44651049998356,241.77662429999327,241.79302339995047,242.0764135000063,242.09312139998656,None,up,2.6505733000230975,242.09312139998656,None,242.09312139998656,243.10873399995035,0.07752520003123209,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
169,F,M,0,L,N,169FM000LN,HLN,0,53,53,120,,,0.969,244.81491219997406,245.1569161999505,245.17458829999669,245.45714339998085,245.47490359999938,None,down,1.964815799961798,245.47490359999938,None,245.47490359999938,246.42236229998525,0.06420799996703863,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
229,G,N,180,L,N,229GN180LN,HLN,0,54,54,236,,,1.067,247.52417859999696,247.85524219996296,247.87419010000303,248.154808399966,248.17189529997995,None,up,2.9493409999995492,248.17189529997995,None,248.17189529997995,249.22014549997402,0.0743873999454081,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
047,R,M,270,L,N,047RM270LN,HLN,0,55,55,110,,,0.975,251.19166929996572,251.53502939996542,251.55171069997596,251.8348176999716,251.85753799998201,None,down,2.513555300014559,251.85753799998201,None,251.85753799998201,252.81782729999395,0.06401140004163608,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
208,G,M,315,R,N,208GM315RN,HRN,0,56,56,135,,,0.75,254.49146499997005,254.7822162999655,254.79876879998483,255.08197749999817,255.09867699997267,None,down,1.9982052000123076,255.09867699997267,None,255.09867699997267,255.83102489996236,0.11062750004930422,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,F,M,180,_,_,_FM180__,N,0,57,57,4,,,0.9400000000000001,257.1764934999519,257.5127208000049,257.5300056999549,257.8124727999675,257.82907229999546,None,down,3.3497547999722883,257.82907229999546,None,257.82907229999546,258.7450269999681,0.07217800000216812,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
035,R,N,90,L,N,035RN090LN,HLN,0,58,58,202,,,1.28,261.34793139999965,261.6433868999593,261.6433868999593,261.89270189998206,261.9092372999876,None,up,2.3011075000395067,261.9092372999876,None,261.9092372999876,263.1750221999828,0.16134440002497286,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
225,G,N,0,L,N,225GN000LN,HLN,0,59,59,232,,,1.154,264.2822121999925,264.62374369997997,264.64103339996655,264.92344919999596,264.9398766999948,None,up,2.1832755000214092,264.9398766999948,None,264.9398766999948,266.0719925999874,0.06546139996498823,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,G,M,135,_,_,_GM135__,N,0,60,60,11,,,1.185,267.2805883999681,267.5712660999852,267.5712660999852,267.83758160000434,267.8537567000021,None,down,2.18290590000106,267.8537567000021,None,267.8537567000021,269.01963169994997,0.14802909997524694,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
012,R,M,135,R,N,012RM135RN,HRN,0,61,61,99,,,1.2770000000000001,270.1212805999676,270.4517116000061,270.4681360999821,270.7514549999614,270.76807910000207,None,down,2.7652075000223704,270.76807910000207,None,270.76807910000207,272.0352602999774,0.0759832999901846,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
484,_5,N,135,L,N,484_5N135LN,HLN,0,62,62,283,,,0.894,273.61851099994965,273.9484805999673,273.9650277000037,274.24816009995993,274.26505769998766,None,up,2.398887899995316,274.26505769998766,None,274.26505769998766,275.1480511999689,0.0775160999619402,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
395,_4,M,90,R,N,395_4M090RN,HRN,0,63,63,162,,,0.9490000000000001,276.7538808999816,277.08020549995126,277.09627369994996,277.3789586999919,277.39554919995135,None,down,2.0172458000015467,277.39554919995135,None,277.39554919995135,278.3280289999675,0.08274019998498261,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
013,R,M,180,R,N,013RM180RN,HRN,0,64,64,100,,,0.725,279.49132269999245,279.8270354999695,279.8438066999661,280.12682799994946,280.1435012999573,None,up,2.215924800024368,280.1435012999573,None,280.1435012999573,280.8594236999634,0.0713365999981761,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
232,G,N,315,L,N,232GN315LN,HLN,0,65,65,239,,,1.098,282.5462773999898,282.8420533000026,282.8420533000026,283.0744427999598,283.09091549995355,None,down,2.217277199961245,283.09091549995355,None,283.09091549995355,284.1737809999613,0.1754551000194624,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,_5,M,0,_,_,__5M000__,N,0,66,66,40,,,1.1360000000000001,285.3826631999691,285.7219913000008,285.7386380999815,286.0223236999591,286.03867819998413,None,up,3.3971990999998525,286.03867819998413,None,286.03867819998413,287.15352619998157,0.06714360002661124,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,R,M,315,_,_,_RM315__,N,0,67,67,23,,,1.3840000000000001,289.5185653999797,289.85138720000396,289.86816869996255,290.15136769996025,290.1680459000054,None,down,2.488858600030653,290.1680459000054,None,290.1680459000054,291.533066199976,0.07469480001600459,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
230,G,N,225,L,N,230GN225LN,HLN,0,68,68,237,,,1.3940000000000001,292.73759449995123,293.06562039995333,293.0823118999833,293.3656695999671,293.38240050000604,None,up,3.3682282000081614,293.38240050000604,None,293.38240050000604,294.7642912999727,0.07389190001413226,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
237,G,M,180,L,N,237GM180LN,HLN,0,69,69,140,,,1.191,296.84953680000035,297.1617850000039,297.17967879999196,297.4621014999575,297.47852869995404,None,up,3.2165195000125095,297.47852869995404,None,297.47852869995404,298.6603998999926,0.08722079999279231,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
430,_4,M,225,L,N,430_4M225LN,HLN,0,70,70,173,,,1.294,300.7719942999538,301.10853139997926,301.1253205999965,301.40830849995837,301.4250159999938,None,up,2.981195400003344,301.4250159999938,None,301.4250159999938,302.70700239995494,0.06963629997335374,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
481,_5,N,0,L,N,481_5N000LN,HLN,0,71,71,280,,,1.395,304.85431679995963,304.85431679995963,304.85431679995963,305.15479109995067,305.15479109995067,None,up,2.7827581000165083,305.15479109995067,None,305.15479109995067,306.52065429999493,0.43964220001362264,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
197,G,N,180,R,N,197GN180RN,HRN,0,72,72,228,,,0.91,308.1231049000053,308.41864339995664,308.41864339995664,308.65186270000413,308.66901389998384,None,up,2.0151811000541784,308.66901389998384,None,308.66901389998384,309.5676830000011,0.17600279999896884,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,F,M,90,_,_,_FM090__,N,0,73,73,2,,,1.369,310.86463989998447,311.150149299996,311.150149299996,311.39962459995877,311.41759789997013,None,down,2.4316345999832265,311.41759789997013,None,311.41759789997013,312.76472219999414,0.17074929998489097,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
495,_5,M,270,L,N,495_5M270LN,HLN,0,74,74,190,,,0.872,313.9280970999971,314.26455679995706,314.28017609997187,314.5634114999557,314.57998899999075,None,down,2.165001299988944,314.57998899999075,None,314.57998899999075,315.4293484999798,0.07043889997294173,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
_,R,M,45,_,_,_RM045__,N,0,75,75,17,,,1.157,316.81493419996696,317.1612622999819,317.1778734999825,317.461172899988,317.4778010000009,None,down,2.098193700017873,317.4778010000009,None,317.4778010000009,318.6101078999927,0.06311669998103753,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
001,R,N,0,R,N,001RN000RN,HRN,0,76,76,192,,,0.766,319.6576481999946,319.9919020999805,320.00824549997924,320.2913211999694,320.3080252999789,None,up,1.5019559999927878,320.3080252999789,None,320.3080252999789,321.0575826999848,0.07395120000001043,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
269,_2,M,180,R,N,269_2M180RN,HRN,0,77,77,148,,,0.858,321.9090918999864,322.2234302999568,322.23992219998036,322.52308209997136,322.53990039997734,None,up,2.9684916000114754,322.53990039997734,None,322.53990039997734,323.3892849999829,0.09186230000341311,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
431,_4,M,270,L,N,431_4M270LN,HLN,0,78,78,174,,,1.198,325.6166138999979,325.92063919996144,325.93673819996184,326.21950899995863,326.2372858999879,None,down,2.932159500021953,326.2372858999879,None,326.2372858999879,327.4190498999669,0.09682540001813322,None,,,,,,,,,25,001,2019_Dec_25_1139,untitled,3.1.0,59.91837917622173,
