Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,key_JUDGE.rt,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
014,R,M,225,R,N,014RM225RN,HRN,0,0,0,101,149.73958210001,None,0.8270000000000001,173.0723486999632,173.41466859995853,173.43102139997063,173.71384129999205,173.73062539997045,None,None,173.73062539997045,None,173.73062539997045,174.54666549997637,0.06578140001511201,None,,,,,,,,,,24,001,2019_Dec_25_1235,untitled,3.1.0,60.18241288119368,
170,F,M,45,L,N,170FM045LN,HLN,0,1,1,121,,,1.344,177.2961833999725,177.6437358999974,177.66061459999764,177.94365420000395,177.96000049996655,177.2961833999725,down,177.96000049996655,None,177.96000049996655,179.29244809999363,0.060303399979602545,None,2.6988622999633662,,,,,,,,,24,001,2019_Dec_25_1235,untitled,3.1.0,60.18241288119368,
013,R,M,180,R,N,013RM180RN,HRN,0,2,2,100,,,0.789,180.73821919999318,181.07607359997928,181.0910643999814,181.3738313000067,181.3908922999981,None,up,181.3908922999981,None,181.3908922999981,182.15652899997076,0.06973330001346767,None,2.731078399985563,,,,,,,,,24,001,2019_Dec_25_1235,untitled,3.1.0,60.18241288119368,
484,_5,N,135,L,N,484_5N135LN,HLN,0,3,3,283,,,0.841,184.1918408999918,184.5383307999582,184.55482419999316,184.83782249997603,184.85460349998903,None,up,184.85460349998903,None,184.85460349998903,185.67064689996187,0.06305100000463426,None,3.1474654000485316,,,,,,,,,24,001,2019_Dec_25_1235,untitled,3.1.0,60.18241288119368,
205,G,M,180,R,N,205GM180RN,HRN,0,4,4,132,,,1.372,188.07448409998324,188.41849780001212,188.4345963000087,188.7179710000055,188.7348217999679,None,None,188.7348217999679,None,188.7348217999679,190.08339529996738,0.065539599978365,None,,,,,,,,,,24,001,2019_Dec_25_1235,untitled,3.1.0,60.18241288119368,
483,_5,N,90,L,N,483_5N090LN,HLN,0,5,5,282,,,1.191,192.28722259995993,192.61524889996508,192.6313550999621,192.9142097000149,192.9308149999706,192.28722259995993,up,192.9308149999706,None,192.9308149999706,194.09623149997788,0.08141799998702481,None,2.234153299999889,,,,,,,,,24,001,2019_Dec_25_1235,untitled,3.1.0,60.18241288119368,
393,_4,M,0,R,N,393_4M000RN,HRN,0,6,6,160,,,1.228,195.2356890999945,195.57831790001364,195.5948602000135,195.87806839996483,195.89460579998558,None,None,195.89460579998558,None,195.89460579998558,197.11069559998577,0.0641009999671951,None,,,,,,,,,,24,001,2019_Dec_25_1235,untitled,3.1.0,60.18241288119368,
165,F,N,180,L,N,165FN180LN,HLN,0,7,7,220,,,1.075,199.4302504999796,199.77466970001115,199.79186599998502,200.07442229997832,200.09231629996793,199.4302504999796,up,200.09231629996793,None,200.09231629996793,201.1400299000088,0.06235309998737648,None,2.514261999982409,,,,,,,,,24,001,2019_Dec_25_1235,untitled,3.1.0,60.18241288119368,
_,F,N,315,_,_,_FN315__,N,0,8,8,55,,,1.044,202.6759079999756,203.02215819997946,203.03872549999505,203.32216709997738,203.33823449996999,None,up,203.33823449996999,None,203.33823449996999,204.37067709997064,0.06235770002240315,None,2.4844805999891832,,,,,,,,,24,001,2019_Dec_25_1235,untitled,3.1.0,60.18241288119368,
_,_5,M,225,_,_,__5M225__,N,0,9,9,45,,,1.194,205.89420619996963,206.2361086999881,206.2522599999793,206.53568490000907,206.5520880999975,None,down,206.5520880999975,None,206.5520880999975,207.73445220000576,0.06468250002944842,None,3.1015274999663234,,,,,,,,,24,001,2019_Dec_25_1235,untitled,3.1.0,60.18241288119368,
