Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,key_JUDGE.rt,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
_,_5,M,315,_,_,__5M315__,N,0,20,20,47,,,0.899,1238.3036722000106,1238.5986541999737,1238.5986541999737,1238.8317634999985,1238.8485522999545,None,None,1238.8485522999545,None,1238.8485522999545,1239.7307758000097,0.1763813000288792,None,,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
463,_5,M,270,R,N,463_5M270RN,HRN,0,21,21,182,,,1.366,1242.5024650999694,1242.795903899998,1242.795903899998,1243.0282218999928,1243.0448457999737,1242.5024650999694,up,1243.0448457999737,None,1243.0448457999737,1244.3964700999786,0.18322229996556416,None,2.2160595000023022,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
_,_4,N,0,_,_,__4N000__,N,0,22,22,80,,,0.993,1245.4546526999911,1245.742617199954,1245.742617199954,1245.9756640999694,1245.9926990999957,None,up,1245.9926990999957,None,1245.9926990999957,1246.9745508999913,0.1843356000026688,None,1.7002725999918766,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
386,_4,N,45,R,N,386_4N045RN,HRN,0,23,23,257,,,0.704,1247.8973727999837,1248.1904573999927,1248.1904573999927,1248.4070006999536,1248.423556499998,None,up,1248.423556499998,None,1248.423556499998,1249.106716899958,0.19715249998262152,None,1.3327883000019938,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
431,_4,M,270,L,N,431_4M270LN,HLN,0,24,24,174,,,1.34,1249.9852862000116,1250.272156299965,1250.272156299965,1250.4731314000092,1250.4883235999732,None,down,1250.4883235999732,None,1250.4883235999732,1251.8036289999727,0.22040109999943525,None,2.333014399977401,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
137,F,M,0,R,N,137FM000RN,HRN,0,25,25,112,,,0.7020000000000001,1253.003056299989,1253.3026114999666,1253.3026114999666,1253.5356360999867,1253.5525460999925,None,up,1253.5525460999925,None,1253.5525460999925,1254.2353678999934,0.17407639999873936,None,1.6165007000090554,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
038,R,N,225,L,N,038RN225LN,HLN,0,26,26,205,,,0.8310000000000001,1255.3829105999903,1255.6836915999884,1255.6836915999884,1255.8837340999744,1255.9010033999803,None,None,1255.9010033999803,None,1255.9010033999803,1256.7169293999905,0.2049253000295721,None,,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
_,F,N,45,_,_,_FN045__,N,0,27,27,49,,,0.834,1259.5215682999697,1259.8140021999716,1259.8140021999716,1260.0812683999538,1260.100473599974,1259.5215682999697,up,1260.100473599974,None,1260.100473599974,1260.9119559999672,0.14979850000236183,None,2.911292400036473,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
_,_4,M,45,_,_,__4M045__,N,0,28,28,33,,,1.038,1263.092500699975,1263.4271357000107,1263.4436548000085,1263.7264661999652,1263.7433796999976,None,down,1263.7433796999976,None,1263.7433796999976,1264.7588852999615,0.07296140003018081,None,1.9997838999843225,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
236,G,M,135,L,N,236GM135LN,HLN,0,29,29,139,,,0.9420000000000001,1265.9335749999736,1266.2244146000012,1266.2244146000012,1266.4576435000054,1266.474250899977,None,None,1266.474250899977,None,1266.474250899977,1267.3904314999818,0.1829713000333868,None,,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
490,_5,M,45,L,N,490_5M045LN,HLN,0,30,30,185,,,0.806,1270.1072671999573,1270.4044514999841,1270.4044514999841,1270.6538910999661,1270.670698300004,1270.1072671999573,down,1270.670698300004,None,1270.670698300004,1271.4531956999563,0.16252949996851385,None,3.0327018999960274,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
392,_4,N,315,R,N,392_4N315RN,HRN,0,31,31,263,,,0.89,1273.7812038999982,1274.118399799976,1274.1347546000034,1274.4176638000063,1274.4344501000014,None,up,1274.4344501000014,None,1274.4344501000014,1275.2997116000042,0.07050879998132586,None,1.5177337999921292,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
458,_5,M,45,R,N,458_5M045RN,HRN,0,32,32,177,,,1.28,1276.0636671999819,1276.3515330000082,1276.382355699956,1276.6678129999782,1276.6845513999579,None,down,1276.6845513999579,None,1276.6845513999579,1277.947911700001,0.10186360002262518,None,2.6462624999694526,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
298,_2,M,45,L,N,298_2M045LN,HLN,0,33,33,153,,,1.072,1279.5212454999564,1279.8127886999864,1279.8127886999864,1280.0467924000113,1280.0626136999927,None,down,1280.0626136999927,None,1280.0626136999927,1281.1116261999705,0.18285919999470934,None,2.6151573000242934,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
_,F,N,0,_,_,_FN000__,N,0,34,34,48,,,0.712,1282.765484499978,1283.093956800003,1283.111272799957,1283.3934616000042,1283.409306799993,None,up,1283.409306799993,None,1283.409306799993,1284.1096426000004,0.08015689998865128,None,1.5168853999930434,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
464,_5,M,315,R,N,464_5M315RN,HRN,0,35,35,183,,,1.317,1285.1112268999568,1285.408035499975,1285.408035499975,1285.6415738000069,1285.65766289999,None,None,1285.65766289999,None,1285.65766289999,1286.9567039000103,0.17732850002357736,None,,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
142,F,M,225,R,N,142FM225RN,HRN,0,36,36,117,,,1.222,1289.1958812999655,1289.5380447999923,1289.554652199964,1289.8375794999884,1289.8540901999804,1289.1958812999655,up,1289.8540901999804,None,1289.8540901999804,1291.053375999967,0.06692849996034056,None,2.281633200007491,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
289,_2,N,0,L,N,289_2N000LN,HLN,0,37,37,248,,,1.1420000000000001,1292.3270391999977,1292.62041209999,1292.62041209999,1292.8511721999967,1292.8678354999865,None,up,1292.8678354999865,None,1292.8678354999865,1294.0005545999738,0.1810148000367917,None,2.567211900022812,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
237,G,M,180,L,N,237GM180LN,HLN,0,38,38,140,,,0.889,1295.52363229997,1295.8485717999865,1295.8654692999553,1296.1491182000027,1296.1658516000025,None,down,1296.1658516000025,None,1296.1658516000025,1297.0310145999538,0.08072329999413341,None,1.9479713999899104,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
454,_5,N,225,R,N,454_5N225RN,HRN,0,39,39,277,,,1.0170000000000001,1298.2982802999904,1298.597255999979,1298.597255999979,1298.8297014999553,1298.8460533999605,None,up,1298.8460533999605,None,1298.8460533999605,1299.8452718000044,0.17705440003192052,None,2.217056799971033,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
195,G,N,90,R,N,195GN090RN,HRN,0,40,40,226,,,0.777,1301.240629799955,1301.529035399959,1301.529035399959,1301.7767219999805,1301.7935475999839,None,up,1301.7935475999839,None,1301.7935475999839,1302.5595172999892,0.1682446000049822,None,1.9331914999638684,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
423,_4,N,270,L,N,423_4N270LN,HLN,0,41,41,270,,,1.1,1303.8984825999942,1304.1919280999573,1304.1919280999573,1304.4418837999692,1304.458397599985,None,up,1304.458397599985,None,1304.458397599985,1305.540766799997,0.16221109998878092,None,2.1332365999696776,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
_,_2,N,180,_,_,__2N180__,N,0,42,42,76,,,0.887,1306.797741599963,1307.0898266999866,1307.0898266999866,1307.3062815999729,1307.3224564999691,None,up,1307.3224564999691,None,1307.3224564999691,1308.1909948000102,0.1976456000120379,None,3.3476021999958903,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
_,R,N,270,_,_,_RN270__,N,0,43,43,70,,,0.991,1310.8844252999988,1311.1862483999575,1311.1862483999575,1311.385934299964,1311.4019010000047,None,up,1311.4019010000047,None,1311.4019010000047,1312.3844459999818,0.20517729996936396,None,2.7159444999997504,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
271,_2,M,270,R,N,271_2M270RN,HRN,0,44,44,150,,,0.8210000000000001,1314.3360702999635,1314.6323005000013,1314.6323005000013,1314.8322733999812,1314.8487635999918,None,None,1314.8487635999918,None,1314.8487635999918,1315.648212399974,0.21046649996424094,None,,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
_,G,M,90,_,_,_GM090__,N,0,45,45,10,,,0.862,1318.5071574999602,1318.7955145000014,1318.7955145000014,1319.028474199993,1319.0453245000099,1318.5071574999602,up,1319.0453245000099,None,1319.0453245000099,1319.8947296999977,0.18554989999393,None,2.398564599978272,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
427,_4,M,90,L,N,427_4M090LN,HLN,0,46,46,170,,,1.35,1321.6524750000099,1321.942764699983,1321.942764699983,1322.1595331999706,1322.1776049999753,None,down,1322.1776049999753,None,1322.1776049999753,1323.5085154999979,0.19899439997971058,None,2.42991050001001,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
262,_2,N,225,R,N,262_2N225RN,HRN,0,47,47,245,,,0.759,1324.6936622000067,1325.0237463999656,1325.0402908999822,1325.3232291999739,1325.3399737,None,up,1325.3399737,None,1325.3399737,1326.0727290000068,0.07900369999697432,None,1.931982700014487,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
_,_4,M,270,_,_,__4M270__,N,0,48,48,38,,,1.024,1327.359231899958,1327.6883791,1327.704859199992,1327.9883477999829,1328.0048261999618,None,down,1328.0048261999618,None,1328.0048261999618,1329.0200441000052,0.07877069996902719,None,2.2647044000332244,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
484,_5,N,135,L,N,484_5N135LN,HLN,0,49,49,283,,,0.751,1330.3733217999688,1330.6857295999653,1330.7025976000004,1330.9849395999918,1331.0015743999975,None,up,1331.0015743999975,None,1331.0015743999975,1331.7345566999866,0.0969080000068061,None,2.9312719999579713,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
033,R,N,0,L,N,033RN000LN,HLN,0,50,50,200,,,1.2730000000000001,1334.1385418999707,1334.4324060999788,1334.4324060999788,1334.648402599967,1334.6647878999938,None,up,1334.6647878999938,None,1334.6647878999938,1335.913838699984,0.197535399987828,None,1.9376809999812394,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
_,R,N,225,_,_,_RN225__,N,0,51,51,69,,,1.2590000000000001,1336.7866906999843,1337.0795439999783,1337.0795439999783,1337.3290639999905,1337.3290639999905,None,up,1337.3290639999905,None,1337.3290639999905,1338.578979199985,0.17222459998447448,None,2.2485460999887437,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
302,_2,M,225,L,N,302_2M225LN,HLN,0,52,52,157,,,1.042,1339.6635648999945,1339.9942224000115,1340.0103302999632,1340.2935749999597,1340.310574300005,None,down,1340.310574300005,None,1340.310574300005,1341.3257975999732,0.07799679995514452,None,3.397663499985356,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
039,R,N,270,L,N,039RN270LN,HLN,0,53,53,206,,,0.805,1343.80753250001,1344.123664499959,1344.1408836999908,1344.4231483999756,1344.4397261999547,None,up,1344.4397261999547,None,1344.4397261999547,1345.2228949999553,0.08988389995647594,None,2.082809699990321,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
225,G,N,0,L,N,225GN000LN,HLN,0,54,54,232,,,1.096,1346.602512399957,1346.9377261999762,1346.954514299985,1347.2374336000066,1347.2540286000003,None,up,1347.2540286000003,None,1347.2540286000003,1348.3383033999708,0.07298729999456555,None,2.264996899990365,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
268,_2,M,135,R,N,268_2M135RN,HRN,0,55,55,147,,,1.145,1349.603630299971,1349.9347434999654,1349.9516171999858,1350.2344916999573,1350.2514894999913,None,up,1350.2514894999913,None,1350.2514894999913,1351.3846822999767,0.07652800000505522,None,3.1650297000305727,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
_,F,M,225,_,_,_FM225__,N,0,56,56,5,,,1.124,1353.6004606999923,1353.8982350999722,1353.8982350999722,1354.1310694999993,1354.1479899999686,None,up,1354.1479899999686,None,1354.1479899999686,1355.2486763999914,0.17573850002372637,None,2.697910899994895,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
290,_2,N,45,L,N,290_2N045LN,HLN,0,57,57,249,,,0.9400000000000001,1357.0198793999734,1357.3118656000006,1357.3118656000006,1357.5632904999657,1357.5788455999573,None,up,1357.5788455999573,None,1357.5788455999573,1358.4941399999661,0.16517699998803437,None,1.9824238999863155,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
385,_4,N,0,R,N,385_4N000RN,HRN,0,58,58,256,,,1.122,1359.6372818999807,1359.976288100006,1359.993431699986,1360.2766271999571,1360.2932107999804,None,up,1360.2932107999804,None,1360.2932107999804,1361.3917587999604,0.06833679997362196,None,2.0487766999867745,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
041,R,M,0,L,N,041RM000LN,HLN,0,59,59,104,,,1.214,1362.4432434999617,1362.7573115999694,1362.7737480999785,1363.056897500006,1363.0738582999911,None,up,1363.0738582999911,None,1363.0738582999911,1364.2728104999987,0.0939107000012882,None,1.7981984000070952,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
_,_2,M,0,_,_,__2M000__,N,0,60,60,24,,,0.913,1364.9528454999672,1365.2882075000089,1365.304631899984,1365.5881081999978,1365.6054123999784,None,down,1365.6054123999784,None,1365.6054123999784,1366.5038791999687,0.07217470003524795,None,2.1648352000047453,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
425,_4,M,0,L,N,425_4M000LN,HLN,0,61,61,168,,,1.364,1367.848188599979,1368.1861176000093,1368.2029191000038,1368.4855233999551,1368.502657999983,None,down,1368.502657999983,None,1368.502657999983,1369.8511781999841,0.07112009997945279,None,2.5389018999994732,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
455,_5,N,270,R,N,455_5N270RN,HRN,0,62,62,278,,,1.297,1371.1332541999873,1371.4502146999585,1371.4682087999536,1371.7661188999773,1371.7661188999773,None,up,1371.7661188999773,None,1371.7661188999773,1373.0484643999953,0.0816196000087075,None,3.0670783999958076,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
_,R,M,45,_,_,_RM045__,N,0,63,63,17,,,0.791,1375.0191880000057,1375.3132871999987,1375.3132871999987,1375.5636379999924,1375.5636379999924,None,down,1375.5636379999924,None,1375.5636379999924,1376.3452875000075,0.17025309999007732,None,2.0829189000069164,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
272,_2,M,315,R,N,272_2M315RN,HRN,0,64,64,151,,,0.777,1377.7560034999624,1378.0466612000018,1378.0772873999667,1378.3612232999876,1378.3768535999698,None,down,1378.3768535999698,None,1378.3768535999698,1379.1433156999992,0.0987528000259772,None,2.0503102999646217,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
267,_2,M,90,R,N,267_2M090RN,HRN,0,65,65,146,,,1.129,1380.6313126999885,1380.924260300002,1380.924260300002,1381.141014599998,1381.1574546999764,None,None,1381.1574546999764,None,1381.1574546999764,1382.2731766999932,0.19633389997761697,None,,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
001,R,N,0,R,N,001RN000RN,HRN,0,66,66,192,,,1.012,1384.8090000000084,1385.1045503999921,1385.1045503999921,1385.3375711999834,1385.3546845999663,1384.8090000000084,up,1385.3546845999663,None,1385.3546845999663,1386.3376357000088,0.17964710004162043,None,1.8175611000042409,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
391,_4,N,270,R,N,391_4N270RN,HRN,0,67,67,262,,,0.88,1387.2802670999663,1387.5697775000008,1387.6023891000077,1387.8859733999707,1387.902649399999,None,up,1387.902649399999,None,1387.902649399999,1388.7677054000087,0.0994834000011906,None,2.482977600011509,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
393,_4,M,0,R,N,393_4M000RN,HRN,0,68,68,160,,,0.795,1390.46181790001,1390.8000146999839,1390.8159492999548,1391.0991325000068,1391.1158564999932,None,down,1391.1158564999932,None,1391.1158564999932,1391.898444999999,0.06945490004727617,None,1.915974900010042,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
_,_5,M,180,_,_,__5M180__,N,0,69,69,44,,,1.168,1393.2263902999694,1393.5307793999673,1393.5307793999673,1393.7467361000017,1393.7634442999843,None,up,1393.7634442999843,None,1393.7634442999843,1394.9133269999875,0.18722949997754768,None,2.882247700006701,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
482,_5,N,45,L,N,482_5N045LN,HLN,0,70,70,281,,,1.093,1396.7383918999694,1397.0603867999744,1397.0771194999688,1397.3603363999864,1397.3770608999766,None,up,1397.3770608999766,None,1397.3770608999766,1398.4593098000041,0.08435929997358471,None,2.248504600021988,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
007,R,N,270,R,N,007RN270RN,HRN,0,71,71,198,,,0.9540000000000001,1399.8156775999814,1400.1083013999742,1400.1083013999742,1400.3414113000035,1400.357679400011,None,up,1400.357679400011,None,1400.357679400011,1401.290295499959,0.18017249996773899,None,1.8341081999824382,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
294,_2,N,225,L,N,294_2N225LN,HLN,0,72,72,253,,,1.231,1402.306965900003,1402.6245026999968,1402.6404565999983,1402.9052540999837,1402.922344099963,None,up,1402.922344099963,None,1402.922344099963,1404.137616699969,0.10615799995139241,None,2.7498898999765515,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
_,_4,N,270,_,_,__4N270__,N,0,73,73,86,,,0.706,1405.767082699982,1406.086253699963,1406.1031404999667,1406.386573900003,1406.4028592999675,None,up,1406.4028592999675,None,1406.4028592999675,1407.0850980000105,0.0863472999772057,None,1.9663417999981903,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
456,_5,N,315,R,N,456_5N315RN,HRN,0,74,74,279,,,1.178,1408.4570303999935,1408.7837166999816,1408.8003596999915,1409.0838908999576,1409.1003863000078,None,up,1409.1003863000078,None,1409.1003863000078,1410.266481700004,0.07971230003749952,None,2.050650199991651,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
003,R,N,90,R,N,003RN090RN,HRN,0,75,75,194,,,0.978,1411.2219566999702,1411.5646609999822,1411.5825640999828,1411.864585399977,1411.880866099964,None,up,1411.880866099964,None,1411.880866099964,1412.8469141999958,0.06273250002413988,None,3.016718500002753,,,,,,,,,8,001,2019_Dec_25_0820,untitled,3.1.0,59.99660419428335,
