Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
200,G,N,315,R,N,200GN315RN,HRN,0,0,0,231,91.80244289996335,None,1.278,114.16571429994656,114.50079369999003,114.51797049999004,114.8006215999485,114.8174268999719,None,up,2.4148111999966204,114.8174268999719,None,114.8174268999719,116.08321029995568,0.0663969999877736,None,,,,,,,,,19,001,2019_Dec_25_1459,untitled,3.1.0,60.224891785623385,
387,_4,N,90,R,N,387_4N090RN,HRN,0,1,1,258,,,1.2770000000000001,117.34910559997661,117.69849469995825,117.69849469995825,117.99790959997335,117.99790959997335,None,None,,117.99790959997335,None,117.99790959997335,119.26326089998474,0.06507589999819174,None,,,,,,,,,19,001,2019_Dec_25_1459,untitled,3.1.0,60.224891785623385,
258,_2,N,45,R,N,258_2N045RN,HRN,0,2,2,241,,,1.066,121.55014209996443,121.89423619996523,121.91096549999202,122.19396619999316,122.21158349997131,121.55014209996443,up,1.900593200000003,122.21158349997131,None,122.21158349997131,123.25974529999075,0.06433039996773005,None,,,,,,,,,19,001,2019_Dec_25_1459,untitled,3.1.0,60.224891785623385,
198,G,N,225,R,N,198GN225RN,HRN,0,3,3,229,,,0.705,124.18255489994772,124.52581889997236,124.54274269996677,124.82551009999588,124.84251759998733,None,down,1.717205599998124,124.84251759998733,None,124.84251759998733,125.5249310999643,0.06118840002454817,None,,,,,,,,,19,001,2019_Dec_25_1459,untitled,3.1.0,60.224891785623385,
_,F,M,90,_,_,_FM090__,N,0,4,4,2,,,1.33,126.65868639998371,126.97333189996425,126.99073569994653,127.27360419998877,127.28976989997318,None,down,2.417110800044611,127.28976989997318,None,127.28976989997318,128.6067700999556,0.08871330000692979,None,,,,,,,,,19,001,2019_Dec_25_1459,untitled,3.1.0,60.224891785623385,
452,_5,N,135,R,N,452_5N135RN,HRN,0,5,5,275,,,1.17,129.78151239996077,130.1212711999542,130.13774919998832,130.4211003999808,130.43797479994828,None,up,2.7314102000091225,130.43797479994828,None,130.43797479994828,131.58659279998392,0.06809600000269711,None,,,,,,,,,19,001,2019_Dec_25_1459,untitled,3.1.0,60.224891785623385,
201,G,M,0,R,N,201GM000RN,HRN,0,6,6,128,,,1.195,133.2404552999651,133.58556889998727,133.60137579997536,133.88412929995684,133.90095519996248,None,down,2.8833624999970198,133.90095519996248,None,133.90095519996248,135.08342149999226,0.061319799977354705,None,,,,,,,,,19,001,2019_Dec_25_1459,untitled,3.1.0,60.224891785623385,
400,_4,M,315,R,N,400_4M315RN,HRN,0,7,7,167,,,1.365,136.85226509999484,137.1982810999616,137.21462489996338,137.4976561999647,137.5141230999725,None,down,2.283215100003872,137.5141230999725,None,137.5141230999725,138.8629818999907,0.060844300023745745,None,,,,,,,,,19,001,2019_Dec_25_1459,untitled,3.1.0,60.224891785623385,
293,_2,N,180,L,N,293_2N180LN,HLN,0,8,8,252,,,1.187,139.86769619997358,140.21206699998584,140.22888629999943,140.51175559998956,140.52818319998914,None,up,3.150978000019677,140.52818319998914,None,140.52818319998914,141.69485369999893,0.06344100000569597,None,,,,,,,,,19,001,2019_Dec_25_1459,untitled,3.1.0,60.224891785623385,
003,R,N,90,R,N,003RN090RN,HRN,0,9,9,194,,,1.111,143.75207180000143,144.09229269996285,144.1089739999734,144.39193819998764,144.40840689995093,None,up,2.032999400049448,144.40840689995093,None,144.40840689995093,145.50862699997379,0.06573540001409128,None,,,,,,,,,19,001,2019_Dec_25_1459,untitled,3.1.0,60.224891785623385,
