Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate
425,_4,M,0,L,N,425_4M000LN,HLN,0,93,93,168,,,1.214,1082.213056,1082.505156,1082.521883,1082.805158,1082.821643,None,up,2.0176377,1082.821643,None,1082.821643,1084.020648,0.1106221,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_5,M,180,_,_,__5M180__,N,0,94,94,44,,,1.255,1084.947447,1085.253036,1085.269478,1085.553155,1085.569906,None,down,2.4353957,1085.569906,None,1085.569906,1086.818887,0.0971343,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
454,_5,N,225,R,N,454_5N225RN,HRN,0,95,95,277,,,0.826,1088.124698,1088.417036,1088.43333,1088.717187,1088.733847,None,up,1.8832027,1088.733847,None,1088.733847,1089.550373,0.1094087,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,R,M,180,_,_,_RM180__,N,0,96,96,20,,,0.759,1090.733582,1091.031134,1091.047637,1091.331151,1091.347705,None,down,1.8341231,1091.347705,None,1091.347705,1092.097858,0.1055181,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,R,M,0,_,_,_RM000__,N,0,97,97,16,,,0.824,1093.291291,1093.595706,1093.61244,1093.895342,1093.911839,None,down,1.8340556,1093.911839,None,1093.911839,1094.729052,0.0981857,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,G,M,225,_,_,_GM225__,N,0,98,98,13,,,1.231,1095.865687,1096.160647,1096.176306,1096.459873,1096.476559,None,down,2.1674893,1096.476559,None,1096.476559,1097.69256,0.1083403,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
231,G,N,270,L,N,231GN270LN,HLN,0,99,99,238,,,1.125,1098.751486,1099.057631,1099.074104,1099.357799,1099.374488,None,up,2.09938,1099.374488,None,1099.374488,1100.490095,0.0974407,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,F,N,180,_,_,_FN180__,N,0,100,100,52,,,1.31,1101.591658,1101.8884,1101.905066,1102.188376,1102.204907,None,None,,1102.204907,None,1102.204907,1103.50422,0.1069085,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
390,_4,N,225,R,N,390_4N225RN,HRN,0,101,101,261,,,1.062,1105.793617,1106.085249,1106.085249,1106.385334,1106.401745,1105.793617,up,1.8341828,1106.401745,None,1106.401745,1107.450886,0.1141518,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,R,N,270,_,_,_RN270__,N,0,102,102,70,,,1.302,1108.354786,1108.649546,1108.665503,1108.949556,1108.966114,None,up,2.2332379,1108.966114,None,1108.966114,1110.248765,0.10776,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
292,_2,N,135,L,N,292_2N135LN,HLN,0,103,103,251,,,0.765,1111.315259,1111.613621,1111.629755,1111.913673,1111.930098,None,up,1.967649,1111.930098,None,1111.930098,1112.679262,0.1053095,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
237,G,M,180,L,N,237GM180LN,HLN,0,104,104,140,,,0.923,1114.015993,1114.311354,1114.327719,1114.611012,1114.628939,None,up,2.1005686,1114.628939,None,1114.628939,1115.546726,0.1074142,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,F,N,0,_,_,_FN000__,N,0,105,105,48,,,1.229,1116.843949,1117.14189,1117.158284,1117.441972,1117.459097,None,up,1.9171724,1117.459097,None,1117.459097,1118.674385,0.1035391,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
170,F,M,45,L,N,170FM045LN,HLN,0,106,106,121,,,1.3,1119.503541,1119.806526,1119.806526,1120.089874,1120.106578,None,down,2.6001933,1120.106578,None,1120.106578,1121.388619,0.1153439,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
203,G,M,90,R,N,203GM090RN,HRN,0,107,107,130,,,0.982,1122.833748,1123.136867,1123.136867,1123.420621,1123.436937,None,down,2.0845008,1123.436937,None,1123.436937,1124.405353,0.1163676,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
452,_5,N,135,R,N,452_5N135RN,HRN,0,108,108,275,,,0.87,1125.655812,1125.95104,1125.95104,1126.234173,1126.250979,None,up,1.9831868,1126.250979,None,1126.250979,1127.100276,0.1238736,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
421,_4,N,180,L,N,421_4N180LN,HLN,0,109,109,268,,,0.957,1128.3543,1128.648684,1128.665478,1128.948681,1128.96534,None,up,2.7495535,1128.96534,None,1128.96534,1129.916146,0.1094433,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
299,_2,M,90,L,N,299_2M090LN,HLN,0,110,110,154,,,0.869,1131.835009,1132.129179,1132.145741,1132.429377,1132.44566,None,down,2.5317311,1132.44566,None,1132.44566,1133.29499,0.1088328,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
16,R,M,315,R,N,016RM315RN,HRN,0,111,111,103,,,0.714,1135.085217,1135.392438,1135.409463,1135.692698,1135.709636,None,down,1.7338591,1135.709636,None,1135.709636,1136.409714,0.0987976,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
236,G,M,135,L,N,236GM135LN,HLN,0,112,112,139,,,1.041,1137.567086,1137.857737,1137.857737,1138.157729,1138.17408,None,up,2.3824495,1138.17408,None,1138.17408,1139.206366,0.1124223,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,F,N,315,_,_,_FN315__,N,0,113,113,55,,,1.236,1140.682886,1140.973319,1140.973319,1141.271979,1141.288053,None,up,2.0668831,1141.288053,None,1141.288053,1142.50366,0.1151941,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_4,M,180,_,_,__4M180__,N,0,114,114,36,,,1.083,1143.474838,1143.769137,1143.785368,1144.068846,1144.086606,None,up,2.1997134,1144.086606,None,1144.086606,1145.151409,0.1092515,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_4,M,315,_,_,__4M315__,N,0,115,115,39,,,1.303,1146.410364,1146.69943,1146.69943,1146.999866,1147.01647,None,down,2.5346333,1147.01647,None,1147.01647,1148.298825,0.1132639,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
386,_4,N,45,R,N,386_4N045RN,HRN,0,116,116,257,,,0.735,1149.663921,1149.964079,1149.979806,1150.263,1150.279662,None,up,1.6997136,1150.279662,None,1150.279662,1150.996481,0.1019484,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
13,R,M,180,R,N,013RM180RN,HRN,0,117,117,100,,,1.398,1152.088603,1152.394559,1152.410958,1152.69452,1152.711494,None,down,3.0486859,1152.711494,None,1152.711494,1154.093441,0.0981555,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
296,_2,N,315,L,N,296_2N315LN,HLN,0,118,118,255,,,1.102,1155.870593,1156.159958,1156.191209,1156.474545,1156.491641,None,up,2.3833785,1156.491641,None,1156.491641,1157.574218,0.1001239,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
486,_5,N,225,L,N,486_5N225LN,HLN,0,119,119,285,,,1.122,1158.985643,1159.288875,1159.30506,1159.588518,1159.605425,None,up,2.6324773,1159.605425,None,1159.605425,1160.720998,0.0993547,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
197,G,N,180,R,N,197GN180RN,HRN,0,120,120,228,,,0.79,1162.347959,1162.637508,1162.669662,1162.952555,1162.969209,None,down,2.4658464,1162.969209,None,1162.969209,1163.751907,0.0986546,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_5,M,225,_,_,__5M225__,N,0,121,121,45,,,0.935,1165.55683,1165.849856,1165.866111,1166.150025,1166.166392,None,up,2.4337682,1166.166392,None,1166.166392,1167.082527,0.1104858,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,R,M,225,_,_,_RM225__,N,0,122,122,21,,,1.177,1168.711048,1169.030175,1169.030175,1169.313833,1169.3309,None,down,3.0813235,1169.3309,None,1169.3309,1170.496221,0.099086,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
15,R,M,270,R,N,015RM270RN,HRN,0,123,123,102,,,0.727,1172.505441,1172.826605,1172.843913,1173.126902,1173.143734,None,up,2.5669999,1173.143734,None,1173.143734,1173.859855,0.0841597,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
131,F,N,90,R,N,131FN090RN,HRN,0,124,124,210,,,1.299,1175.822356,1176.123891,1176.14031,1176.424214,1176.440882,None,up,2.4160557,1176.440882,None,1176.440882,1177.723855,0.1003966,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
137,F,M,0,R,N,137FM000RN,HRN,0,125,125,112,,,0.849,1178.967344,1179.256767,1179.287543,1179.571427,1179.587723,None,down,2.2672674,1179.587723,None,1179.587723,1180.420514,0.0995627,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
484,_5,N,135,L,N,484_5N135LN,HLN,0,126,126,283,,,1.102,1181.967214,1182.268554,1182.285135,1182.56882,1182.584701,None,up,2.1705029,1182.584701,None,1182.584701,1183.667615,0.1007043,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
171,F,M,90,L,N,171FM090LN,HLN,0,127,127,122,,,1.123,1184.875956,1185.16625,1185.182616,1185.466435,1185.482767,None,down,2.1338993,1185.482767,None,1185.482767,1186.598853,0.1098846,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
298,_2,M,45,L,N,298_2M045LN,HLN,0,128,128,153,,,1.329,1187.726233,1188.030505,1188.046307,1188.330862,1188.346983,None,down,2.9485807,1188.346983,None,1188.346983,1189.662692,0.0988231,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
387,_4,N,90,R,N,387_4N090RN,HRN,0,129,129,258,,,0.827,1191.415264,1191.710411,1191.7267,1192.010467,1192.027227,None,up,1.5165343,1192.027227,None,1192.027227,1192.842281,0.1087659,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
261,_2,N,180,R,N,261_2N180RN,HRN,0,130,130,244,,,1.05,1193.66581,1193.958499,1193.975497,1194.258373,1194.27521,None,up,2.4992711,1194.27521,None,1194.27521,1195.310227,0.1108901,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_2,M,225,_,_,__2M225__,N,0,131,131,29,,,1.116,1196.888867,1197.188727,1197.205394,1197.489077,1197.505599,None,down,1.9507675,1197.505599,None,1197.505599,1198.604883,0.1030906,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
418,_4,N,45,L,N,418_4N045LN,HLN,0,132,132,265,,,0.704,1199.574571,1199.86967,1199.88632,1200.169404,1200.185996,None,up,1.5700433,1200.185996,None,1200.185996,1200.886301,0.107703,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
388,_4,N,135,R,N,388_4N135RN,HRN,0,133,133,259,,,0.787,1201.882109,1202.184414,1202.184414,1202.467243,1202.483965,None,up,2.4649327,1202.483965,None,1202.483965,1203.267672,0.1157977,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
451,_5,N,90,R,N,451_5N090RN,HRN,0,134,134,274,,,1.307,1205.017259,1205.365404,1205.382574,1205.665238,1205.682042,None,up,2.0492922,1205.682042,None,1205.682042,1206.964351,0.0607319,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
5,R,N,180,R,N,005RN180RN,HRN,0,135,135,196,,,1.003,1207.855917,1208.146194,1208.163376,1208.446087,1208.463925,None,down,1.8496316,1208.463925,None,1208.463925,1209.445471,0.1110105,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_4,N,90,_,_,__4N090__,N,0,136,136,82,,,0.905,1210.434505,1210.726957,1210.743605,1211.027307,1211.043936,None,up,1.6522673,1211.043936,None,1211.043936,1211.942971,0.1102295,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
33,R,N,0,L,N,033RN000LN,HLN,0,137,137,200,,,0.707,1212.806813,1213.108157,1213.124922,1213.408738,1213.425271,None,up,1.767842,1213.425271,None,1213.425271,1214.123506,0.099784,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
491,_5,M,90,L,N,491_5M090LN,HLN,0,138,138,186,,,0.807,1215.308037,1215.60629,1215.622686,1215.906576,1215.923214,None,down,1.9833792,1215.923214,None,1215.923214,1216.723035,0.1038573,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
297,_2,M,0,L,N,297_2M000LN,HLN,0,139,139,152,,,0.738,1218.026156,1218.321007,1218.336601,1218.620597,1218.637899,None,down,2.2164928,1218.637899,None,1218.637899,1219.370385,0.1080687,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
291,_2,N,90,L,N,291_2N090LN,HLN,0,140,140,250,,,1.004,1220.965963,1221.267938,1221.284475,1221.567833,1221.584841,None,up,1.7840857,1221.584841,None,1221.584841,1222.570333,0.1015548,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
392,_4,N,315,R,N,392_4N315RN,HRN,0,141,141,263,,,0.835,1223.487133,1223.78238,1223.79901,1224.082856,1224.099222,None,up,1.9355178,1224.099222,None,1224.099222,1224.914623,0.1060871,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
426,_4,M,45,L,N,426_4M045LN,HLN,0,142,142,169,,,1,1226.149021,1226.446801,1226.463195,1226.746729,1226.763604,None,down,2.0687898,1226.763604,None,1226.763604,1227.745947,0.103548,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,R,N,315,_,_,_RN315__,N,0,143,143,71,,,1.134,1228.945694,1229.244344,1229.260562,1229.544436,1229.561265,None,down,2.1168637,1229.561265,None,1229.561265,1230.676697,0.1016684,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
482,_5,N,45,L,N,482_5N045LN,HLN,0,144,144,281,,,1.195,1231.795245,1232.091814,1232.108512,1232.39187,1232.408668,None,up,1.9161723,1232.408668,None,1232.408668,1233.591064,0.105147,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
39,R,N,270,L,N,039RN270LN,HLN,0,145,145,206,,,1.034,1234.439707,1234.739897,1234.756115,1235.042647,1235.05746,None,up,1.7318942,1235.05746,None,1235.05746,1236.07205,0.1041712,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,G,M,90,_,_,_GM090__,N,0,146,146,10,,,1.125,1236.882436,1237.203938,1237.220661,1237.504275,1237.521001,None,down,2.0665601,1237.521001,None,1237.521001,1238.636502,0.0835614,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
240,G,M,315,L,N,240GM315LN,HLN,0,147,147,143,,,0.899,1239.710351,1240.0017,1240.0017,1240.301808,1240.318626,None,down,2.0327489,1240.318626,None,1240.318626,1241.201389,0.1118126,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
36,R,N,135,L,N,036RN135LN,HLN,0,148,148,203,,,0.732,1242.47461,1242.766027,1242.766027,1243.066062,1243.082595,None,up,1.719251,1243.082595,None,1243.082595,1243.79901,0.1130347,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_5,M,0,_,_,__5M000__,N,0,149,149,40,,,0.977,1244.909471,1245.213994,1245.230213,1245.514094,1245.530592,None,down,1.8498455,1245.530592,None,1245.530592,1246.496505,0.0966566,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,R,M,45,_,_,_RM045__,N,0,150,150,17,,,0.707,1247.496063,1247.794538,1247.811343,1248.094872,1248.11171,None,down,1.5997384,1248.11171,None,1248.11171,1248.811031,0.104535,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
393,_4,M,0,R,N,393_4M000RN,HRN,0,151,151,160,,,0.847,1249.829586,1250.126135,1250.142378,1250.426392,1250.442984,None,down,1.6875101,1250.442984,None,1250.442984,1251.276042,0.1071909,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
40,R,N,315,L,N,040RN315LN,HLN,0,152,152,207,,,1.115,1252.255594,1252.557504,1252.557504,1252.840881,1252.857419,None,up,2.1670789,1252.857419,None,1252.857419,1253.956678,0.1140718,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
485,_5,N,180,L,N,485_5N180LN,HLN,0,153,153,284,,,1.121,1255.136744,1255.438503,1255.454916,1255.738672,1255.754988,None,down,2.6813331,1255.754988,None,1255.754988,1256.870715,0.100265,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
227,G,N,90,L,N,227GN090LN,HLN,0,154,154,234,,,1.123,1258.554161,1258.852346,1258.868355,1259.151862,1259.168769,None,up,2.1342245,1259.168769,None,1259.168769,1260.284471,0.1079383,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
235,G,M,90,L,N,235GM090LN,HLN,0,155,155,138,,,1.147,1261.414232,1261.715728,1261.732774,1262.015495,1262.032094,None,down,2.1505991,1262.032094,None,1262.032094,1263.165208,0.100214,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
199,G,N,270,R,N,199GN270RN,HRN,0,156,156,230,,,0.924,1264.292882,1264.596868,1264.613454,1264.896877,1264.913709,None,up,1.84898,1264.913709,None,1264.913709,1265.829305,0.0993541,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
303,_2,M,270,L,N,303_2M270LN,HLN,0,157,157,158,,,1.022,1266.871596,1267.177709,1267.195081,1267.477825,1267.49482,None,down,2.2494538,1267.49482,None,1267.49482,1268.510539,0.0970183,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_4,M,225,_,_,__4M225__,N,0,158,158,37,,,0.816,1269.863708,1270.158476,1270.175308,1270.458278,1270.474904,None,up,1.7502677,1270.474904,None,1270.474904,1271.275402,0.1091152,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
495,_5,M,270,L,N,495_5M270LN,HLN,0,159,159,190,,,1.301,1272.351301,1272.640551,1272.640551,1272.939747,1272.956585,None,down,2.1164682,1272.956585,None,1272.956585,1274.238818,0.1153837,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_2,M,135,_,_,__2M135__,N,0,160,160,27,,,0.702,1275.163229,1275.487585,1275.504368,1275.786982,1275.803938,None,down,1.6651738,1275.803938,None,1275.803938,1276.487191,0.0813838,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
234,G,M,45,L,N,234GM045LN,HLN,0,161,161,137,,,0.847,1277.562039,1277.885399,1277.902222,1278.185399,1278.202127,None,down,2.2160904,1278.202127,None,1278.202127,1279.037724,0.0839341,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,G,N,135,_,_,_GN135__,N,0,162,162,59,,,1.326,1280.541737,1280.832678,1280.832678,1281.132833,1281.149541,None,up,2.5158345,1281.149541,None,1281.149541,1282.464794,0.1122507,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,F,M,135,_,_,_FM135__,N,0,163,163,3,,,1.034,1283.783988,1284.079491,1284.096496,1284.380329,1284.396722,None,down,2.2827399,1284.396722,None,1284.396722,1285.412316,0.1077041,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
10,R,M,45,R,N,010RM045RN,HRN,0,164,164,97,,,0.9,1286.792766,1287.094053,1287.110591,1287.393881,1287.410738,None,down,1.7364847,1287.410738,None,1287.410738,1288.293952,0.101746,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_5,N,0,_,_,__5N000__,N,0,165,165,88,,,0.994,1289.271744,1289.560405,1289.560405,1289.858428,1289.875193,None,up,1.8337939,1289.875193,None,1289.875193,1290.857622,0.1141662,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
133,F,N,180,R,N,133FN180RN,HRN,0,166,166,212,,,0.744,1291.827614,1292.122956,1292.139643,1292.423139,1292.439718,None,down,1.9330964,1292.439718,None,1292.439718,1293.172277,0.1063377,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
269,_2,M,180,R,N,269_2M180RN,HRN,0,167,167,148,,,0.967,1294.494555,1294.787784,1294.803368,1295.087766,1295.104028,None,down,1.7323766,1295.104028,None,1295.104028,1296.054824,0.1105163,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
429,_4,M,180,L,N,429_4M180LN,HLN,0,168,168,172,,,1.046,1296.936934,1297.251691,1297.268567,1297.551944,1297.569058,None,up,1.864923,1297.569058,None,1297.569058,1298.601108,0.0915449,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
196,G,N,135,R,N,196GN135RN,HRN,0,169,169,227,,,1.329,1299.560829,1299.850379,1299.850379,1300.149403,1300.166139,None,up,2.715292,1300.166139,None,1300.166139,1301.482179,0.1164255,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,F,N,90,_,_,_FN090__,N,0,170,170,50,,,1.075,1302.988994,1303.29658,1303.313205,1303.596403,1303.613047,None,up,1.736298,1303.613047,None,1303.613047,1304.678879,0.0968282,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
193,G,N,0,R,N,193GN000RN,HRN,0,171,171,224,,,0.905,1305.454372,1305.761656,1305.777893,1306.061084,1306.077858,None,up,1.6321692,1306.077858,None,1306.077858,1306.976921,0.0936718,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,F,M,315,_,_,_FM315__,N,0,172,172,7,,,1.242,1307.80131,1308.125876,1308.142186,1308.425982,1308.442365,None,down,2.1660359,1308.442365,None,1308.442365,1309.67507,0.0823774,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
268,_2,M,135,R,N,268_2M135RN,HRN,0,173,173,147,,,1.017,1310.726101,1311.02319,1311.040382,1311.32264,1311.339333,None,down,2.0832737,1311.339333,None,1311.339333,1312.338628,0.1047098,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
422,_4,N,225,L,N,422_4N225LN,HLN,0,174,174,269,,,0.766,1313.566785,1313.856034,1313.856034,1314.137524,1314.154047,None,up,1.6332723,1314.154047,None,1314.154047,1314.902907,0.1330819,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
389,_4,N,180,R,N,389_4N180RN,HRN,0,175,175,260,,,1.079,1315.911259,1316.201876,1316.201876,1316.501767,1316.518833,None,up,2.1662503,1316.518833,None,1316.518833,1317.58467,0.1129331,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
38,R,N,225,L,N,038RN225LN,HLN,0,176,176,205,,,0.763,1318.798211,1319.099069,1319.115577,1319.39929,1319.416223,None,up,1.7672998,1319.416223,None,1319.416223,1320.165415,0.1008438,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
44,R,M,135,L,N,044RM135LN,HLN,0,177,177,107,,,1.34,1321.312158,1321.614048,1321.614048,1321.897083,1321.913838,None,up,2.2812662,1321.913838,None,1321.913838,1323.246635,0.1175086,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
396,_4,M,135,R,N,396_4M135RN,HRN,0,178,178,163,,,1.191,1324.267134,1324.611332,1324.627844,1324.911201,1324.928953,None,down,2.3316091,1324.928953,None,1324.928953,1326.093836,0.0646236,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
206,G,M,225,R,N,206GM225RN,HRN,0,179,179,133,,,0.931,1327.397004,1327.692482,1327.692482,1327.975947,1327.992156,None,down,1.7331765,1327.992156,None,1327.992156,1328.907833,0.1247943,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_4,N,135,_,_,__4N135__,N,0,180,180,83,,,1.354,1329.837479,1330.139434,1330.156144,1330.44051,1330.456593,None,down,2.5491063,1330.456593,None,1330.456593,1331.80474,0.1005614,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
449,_5,N,0,R,N,449_5N000RN,HRN,0,181,181,272,,,0.803,1333.113628,1333.403808,1333.436543,1333.720406,1333.737166,None,up,1.9841214,1333.737166,None,1333.737166,1334.519819,0.0990691,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_2,M,0,_,_,__2M000__,N,0,182,182,24,,,1.102,1335.833297,1336.134496,1336.151355,1336.435014,1336.451259,None,down,2.2334421,1336.451259,None,1336.451259,1337.533888,0.1014769,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
47,R,M,270,L,N,047RM270LN,HLN,0,183,183,110,,,1.354,1338.804371,1339.098326,1339.114868,1339.398757,1339.415566,None,down,2.2832072,1339.415566,None,1339.415566,1340.764274,0.1082982,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
138,F,M,45,R,N,138FM045RN,HRN,0,184,184,113,,,0.756,1341.812234,1342.112588,1342.129215,1342.412661,1342.431246,None,down,2.1144345,1342.431246,None,1342.431246,1343.178941,0.1020413,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
225,G,N,0,L,N,225GN000LN,HLN,0,185,185,232,,,1.283,1344.661278,1344.960128,1344.976741,1345.260256,1345.277006,None,up,2.3346165,1345.277006,None,1345.277006,1346.542441,0.101066,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
_,_2,N,45,_,_,__2N045__,N,0,186,186,73,,,0.995,1347.723128,1348.024212,1348.041799,1348.324612,1348.341058,None,up,1.833652,1348.341058,None,1348.341058,1349.323457,0.0996269,None,,,,,,,,,3,1,2019_Dec_20_1701,untitled,3.1.0,59.90545721
