Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate
262,_2,N,225,R,N,262_2N225RN,HRN,0,93,93,245,,,1.02,737.5760786,737.8740694,737.8740694,738.0738034,738.0904904,None,up,2.7170038,738.0904904,None,738.0904904,739.106146,0.2007444,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_5,N,180,_,_,__5N180__,N,0,94,94,92,,,0.706,741.0201906,741.3212584,741.3212584,741.5211521,741.5378027,None,up,2.1981839,741.5378027,None,741.5378027,742.2375262,0.1994368,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,F,M,0,_,_,_FM000__,N,0,95,95,0,,,0.893,743.9456524,744.2354177,744.2354177,744.4514487,744.4683261,None,down,2.7325449,744.4683261,None,744.4683261,745.3527633,0.1975877,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
233,G,M,0,L,N,233GM000LN,HLN,0,96,96,136,,,1.354,747.3941548,747.682151,747.682151,747.9153304,747.9318058,None,down,3.0990437,747.9318058,None,747.9318058,749.2641736,0.1800079,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
142,F,M,225,R,N,142FM225RN,HRN,0,97,97,117,,,1.115,751.2408751,751.5295113,751.5295113,751.7451085,751.7619909,None,down,2.4827824,751.7619909,None,751.7619909,752.8609533,0.1971323,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,R,M,135,_,_,_RM135__,N,0,98,98,19,,,0.796,754.4578261,754.7593065,754.7593065,754.9590624,754.9757725,None,up,2.7825506,754.9757725,None,754.9757725,755.7585427,0.2002491,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
485,_5,N,180,L,N,485_5N180LN,HLN,0,99,99,284,,,1.041,757.9818089,758.2729515,758.2729515,758.4727371,758.4899319,None,up,2.2570432,758.4899319,None,758.4899319,759.5217102,0.2067201,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
261,_2,N,180,R,N,261_2N180RN,HRN,0,100,100,244,,,0.807,761.0542958,761.3536631,761.3536631,761.470022,761.4868359,None,up,2.2160604,761.4868359,None,761.4868359,762.2695826,0.288859,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
225,G,N,0,L,N,225GN000LN,HLN,0,101,101,232,,,0.998,763.9078077,764.2011139,764.2011139,764.4177803,764.4342059,None,None,,764.4342059,None,764.4342059,765.4179961,0.1922488,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
228,G,N,135,L,N,228GN135LN,HLN,0,102,102,235,,,1.377,768.0864974,768.380701,768.380701,768.6139378,768.6304988,768.0864974,up,3.0170662,768.6304988,None,768.6304988,769.995847,0.1757779,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_2,N,90,_,_,__2N090__,N,0,103,103,74,,,0.709,771.8310739,772.1274341,772.1274341,772.3608608,772.3774408,None,up,2.46528,772.3774408,None,772.3774408,773.0769028,0.1714278,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
484,_5,N,135,L,N,484_5N135LN,HLN,0,104,104,283,,,0.905,775.0155116,775.3078287,775.3078287,775.5579119,775.5742908,None,up,1.935804,775.5742908,None,775.5742908,776.4592689,0.1614529,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
304,_2,M,315,L,N,304_2M315LN,HLN,0,105,105,159,,,0.994,777.7334515,778.0221325,778.0221325,778.2221153,778.238769,None,None,,778.238769,None,778.238769,779.2218197,0.2102405,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
454,_5,N,225,R,N,454_5N225RN,HRN,0,106,106,277,,,0.935,781.8878656,782.1855737,782.1855737,782.4191158,782.4351008,781.8878656,up,2.3163241,782.4351008,None,782.4351008,783.3507177,0.1743198,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,F,N,225,_,_,_FN225__,N,0,107,107,53,,,0.836,784.9382955,785.2326538,785.2326538,785.4662011,785.482486,None,up,2.1339278,785.482486,None,785.482486,786.2987012,0.1738359,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
240,G,M,315,L,N,240GM315LN,HLN,0,108,108,143,,,1.043,787.812415,788.1139264,788.1139264,788.3300631,788.3468816,None,down,3.0660007,788.3468816,None,788.3468816,789.3790829,0.1838069,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
236,G,M,135,L,N,236GM135LN,HLN,0,109,109,139,,,1.339,791.6484483,791.9436287,791.9436287,792.1264801,792.1431686,None,down,2.2152514,792.1431686,None,792.1431686,793.4752842,0.2202298,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,F,M,315,_,_,_FM315__,N,0,110,110,7,,,1.248,795.5457199,795.8401185,795.8401185,796.073062,796.0908939,None,down,2.7002162,796.0908939,None,796.0908939,797.3223889,0.1750183,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
3,R,N,90,R,N,003RN090RN,HRN,0,111,111,194,,,1.255,798.9909214,799.2871061,799.2871061,799.5036586,799.5203401,None,up,2.6170605,799.5203401,None,799.5203401,800.7691,0.1876455,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
257,_2,N,0,R,N,257_2N000RN,HRN,0,112,112,240,,,1.318,802.3352187,802.6339835,802.6339835,802.8505006,802.867304,None,up,2.6161188,802.867304,None,802.867304,804.1665568,0.1861345,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
208,G,M,315,R,N,208GM315RN,HRN,0,113,113,135,,,0.731,805.7211073,806.0142751,806.0142751,806.1974564,806.2145626,None,down,2.2327407,806.2145626,None,806.2145626,806.9307845,0.2226393,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
295,_2,N,270,L,N,295_2N270LN,HLN,0,114,114,254,,,1.216,808.6507904,808.9450656,808.9450656,809.1617901,809.1783607,None,up,2.1495328,809.1783607,None,809.1783607,810.3776745,0.1912468,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
43,R,M,90,L,N,043RM090LN,HLN,0,115,115,106,,,1.055,811.5463939,811.8426574,811.8426574,812.0424997,812.059062,None,down,2.8822781,812.059062,None,812.059062,813.1082564,0.2048159,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
144,F,M,315,R,N,144FM315RN,HRN,0,116,116,119,,,1.078,815.1463041,815.4396298,815.4396298,815.6568017,815.6741058,None,down,3.3970814,815.6741058,None,815.6741058,816.7393083,0.192935,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
37,R,N,180,L,N,037RN180LN,HLN,0,117,117,204,,,0.836,819.3240699,819.6194056,819.6194056,819.7859128,819.8031285,None,up,2.2147851,819.8031285,None,819.8031285,820.6188882,0.238568,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
391,_4,N,270,R,N,391_4N270RN,HRN,0,118,118,262,,,0.903,822.2415411,822.5334294,822.5334294,822.733902,822.7515792,None,up,1.9313695,822.7515792,None,822.7515792,823.6330188,0.210836,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
202,G,M,45,R,N,202GM045RN,HRN,0,119,119,129,,,1.173,824.8890904,825.1812703,825.1812703,825.3975651,825.4142262,None,down,2.8825603,825.4142262,None,825.4142262,826.581439,0.1937754,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
171,F,M,90,L,N,171FM090LN,HLN,0,120,120,122,,,0.898,828.5089624,828.8114836,828.8114836,829.0108633,829.0282822,None,up,3.3513416,829.0282822,None,829.0282822,829.9103645,0.1986977,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
267,_2,M,90,R,N,267_2M090RN,HRN,0,121,121,146,,,0.972,832.6055587,832.9076283,832.9076283,833.0908245,833.1076068,None,None,,833.1076068,None,833.1076068,834.0737081,0.2107514,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
232,G,N,315,L,N,232GN315LN,HLN,0,122,122,239,,,1.325,836.8327725,837.1206409,837.1206409,837.3045064,837.3045064,836.8327725,up,2.5487693,837.3045064,None,837.3045064,838.6208283,0.2405913,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_4,N,45,_,_,__4N045__,N,0,123,123,81,,,1.043,840.0285392,840.3178516,840.3178516,840.5676276,840.5844347,None,up,2.0324554,840.5844347,None,840.5844347,841.6166623,0.1625495,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_2,N,45,_,_,__2N045__,N,0,124,124,73,,,0.731,842.8053234,843.0986462,843.0986462,843.3317628,843.3485544,None,up,1.7168124,843.3485544,None,843.3485544,844.0644285,0.1759242,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
260,_2,N,135,R,N,260_2N135RN,HRN,0,125,125,243,,,0.982,845.2696211,845.5630554,845.5630554,845.7800399,845.7961047,None,None,,845.7961047,None,845.7961047,846.7629854,0.1919811,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,G,M,180,_,_,_GM180__,N,0,126,126,12,,,0.987,849.4488059,849.7431994,849.7431994,849.9761598,849.9933618,849.4488059,None,,849.9933618,None,849.9933618,850.9591479,0.1750921,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
487,_5,N,270,L,N,487_5N270LN,HLN,0,127,127,286,,,1.353,853.6706533,853.9919777,853.9919777,854.173534,854.1958892,853.6706533,up,2.1582595,854.1958892,None,854.1958892,855.5215178,0.202577,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
168,F,N,315,L,N,168FN315LN,HLN,0,128,128,223,,,0.729,856.5514708,856.8537413,856.8537413,857.069835,857.0866842,None,up,1.5825236,857.0866842,None,857.0866842,857.8030036,0.1855143,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_4,N,0,_,_,__4N000__,N,0,129,129,80,,,1.125,858.864683,859.1530022,859.1530022,859.384523,859.4011664,None,up,1.8831199,859.4011664,None,859.4011664,860.517149,0.1836446,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,F,M,135,_,_,_FM135__,N,0,130,130,3,,,1.099,861.491772,861.7826074,861.7826074,861.9989224,862.0155841,None,down,2.7320459,862.0155841,None,862.0155841,863.0979187,0.1953849,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
11,R,M,90,R,N,011RM090RN,HRN,0,131,131,98,,,1.032,864.953735,865.246444,865.246444,865.462737,865.4797108,None,None,,865.4797108,None,865.4797108,866.495461,0.1929597,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
424,_4,N,315,L,N,424_4N315LN,HLN,0,132,132,271,,,1.334,869.1439332,869.4436677,869.4436677,869.6984319,869.6984319,869.1439332,up,2.0775905,869.6984319,None,869.6984319,870.991271,0.1864532,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_4,M,270,_,_,__4M270__,N,0,133,133,38,,,1.147,871.9589512,872.256518,872.256518,872.4897081,872.506321,None,None,,872.506321,None,872.506321,873.638782,0.1699219,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
398,_4,M,225,R,N,398_4M225RN,HRN,0,134,134,165,,,0.976,876.1835878,876.48626,876.48626,876.6865971,876.7035942,876.1835878,None,,876.7035942,None,876.7035942,877.668561,0.2014838,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
386,_4,N,45,R,N,386_4N045RN,HRN,0,135,135,257,,,1.124,880.3569967,880.6495381,880.6495381,880.8825638,880.8995142,880.3569967,up,2.1316937,880.8995142,None,880.8995142,882.0160394,0.1776727,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
6,R,N,225,R,N,006RN225RN,HRN,0,136,136,197,,,1.008,883.2695934,883.563545,883.563545,883.7464672,883.763305,None,up,2.1160669,883.763305,None,883.763305,884.7629407,0.2240999,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
206,G,M,225,R,N,206GM225RN,HRN,0,137,137,133,,,0.74,886.1086321,886.3960527,886.3960527,886.5948985,886.6124471,None,down,2.5471352,886.6124471,None,886.6124471,887.3606789,0.2099882,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
239,G,M,270,L,N,239GM270LN,HLN,0,138,138,142,,,1.393,889.3439582,889.6413391,889.6413391,889.8745546,889.8912161,None,down,2.9152219,889.8912161,None,889.8912161,891.2766146,0.1713939,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_4,M,90,_,_,__4M090__,N,0,139,139,34,,,0.987,893.0136023,893.305014,893.305014,893.5213387,893.538015,None,down,3.2167881,893.538015,None,893.538015,894.5042395,0.1947492,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_2,N,0,_,_,__2N000__,N,0,140,140,72,,,0.718,896.9824021,897.2699404,897.2699404,897.4682396,897.4857381,None,up,1.8320124,897.4857381,None,897.4857381,898.1840424,0.2117104,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_5,M,90,_,_,__5M090__,N,0,141,141,42,,,1.192,899.4870195,899.782379,899.782379,900.0322748,900.0489832,None,down,2.6825996,900.0489832,None,900.0489832,901.2324977,0.1572274,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
42,R,M,45,L,N,042RM045LN,HLN,0,142,142,105,,,1.099,902.9137797,903.2131553,903.2131553,903.4459586,903.4630333,None,down,2.5824314,903.4630333,None,903.4630333,904.5451183,0.1700686,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
388,_4,N,135,R,N,388_4N135RN,HRN,0,143,143,259,,,1.228,906.2497292,906.5435654,906.5435654,906.7600952,906.776567,None,up,3.2005127,906.776567,None,906.776567,907.9923857,0.190654,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
272,_2,M,315,R,N,272_2M315RN,HRN,0,144,144,151,,,1.344,910.2169673,910.5067025,910.5067025,910.6896625,910.7065201,None,None,,910.7065201,None,910.7065201,912.0390778,0.2250651,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
457,_5,M,0,R,N,457_5M000RN,HRN,0,145,145,176,,,1.377,914.3940408,914.6865693,914.6865693,914.8859512,914.9030176,914.3940408,down,2.5007152,914.9030176,None,914.9030176,916.2723217,0.2109175,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
451,_5,N,90,R,N,451_5N090RN,HRN,0,146,146,274,,,0.812,917.627036,917.9167341,917.9167341,918.1166912,918.1335075,None,up,1.7334949,918.1335075,None,918.1335075,918.9326453,0.208668,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,R,N,315,_,_,_RN315__,N,0,147,147,71,,,1.289,920.078368,920.3661937,920.3661937,920.5809668,920.5978591,None,None,,920.5978591,None,920.5978591,921.8799743,0.1989174,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
33,R,N,0,L,N,033RN000LN,HLN,0,148,148,200,,,1.37,924.2820637,924.5779336,924.5779336,924.7780013,924.7942686,924.2820637,up,2.0838242,924.7942686,None,924.7942686,926.1431203,0.209196,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
15,R,M,270,R,N,015RM270RN,HRN,0,149,149,102,,,1.162,927.1677687,927.4586207,927.4586207,927.5916923,927.6084486,None,down,2.46739,927.6084486,None,927.6084486,928.758016,0.2725481,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
234,G,M,45,L,N,234GM045LN,HLN,0,150,150,137,,,1.159,930.3276795,930.6226841,930.6226841,930.7889809,930.8062457,None,None,,930.8062457,None,930.8062457,931.9570144,0.2357589,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
292,_2,N,135,L,N,292_2N135LN,HLN,0,151,151,251,,,1.286,934.470786,934.7687996,934.7687996,935.0020146,935.0185714,934.470786,None,,935.0185714,None,935.0185714,936.2850659,0.1744594,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
197,G,N,180,R,N,197GN180RN,HRN,0,152,152,228,,,0.841,938.6953764,938.9833865,938.9833865,939.1986745,939.2159689,938.6953764,down,2.3820974,939.2159689,None,939.2159689,940.0475459,0.2020585,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_4,N,90,_,_,__4N090__,N,0,153,153,82,,,0.868,941.8175318,942.112401,942.112401,942.3121576,942.3288024,None,up,1.668097,942.3288024,None,942.3288024,943.1783873,0.2055798,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,R,M,0,_,_,_RM000__,N,0,154,154,16,,,1.304,944.2422901,944.5440336,944.5440336,944.7106228,944.7272052,None,down,2.9520086,944.7272052,None,944.7272052,946.0260749,0.2305336,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,R,N,135,_,_,_RN135__,N,0,155,155,67,,,1.371,948.009987,948.3077866,948.3077866,948.4067884,948.4234881,None,up,3.3992693,948.4234881,None,948.4234881,949.7720914,0.3051261,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_4,N,225,_,_,__4N225__,N,0,156,156,85,,,0.903,952.1100478,952.2867562,952.2867562,952.5365717,952.5533109,None,up,2.233394,952.5533109,None,952.5533109,953.4356195,0.1589757,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
258,_2,N,45,R,N,258_2N045RN,HRN,0,157,157,241,,,1.298,954.9818661,955.2841044,955.2841044,955.5006685,955.5171302,None,up,2.0330754,955.5171302,None,955.5171302,956.80058,0.1819812,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
162,F,N,45,L,N,162FN045LN,HLN,0,158,158,217,,,1.243,957.7688965,958.0652157,958.0652157,958.2655068,958.2820489,None,up,2.016437,958.2820489,None,958.2820489,959.514395,0.2044836,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
207,G,M,270,R,N,207GM270RN,HRN,0,159,159,134,,,0.979,960.5322272,960.8295405,960.8295405,961.0124724,961.0293499,None,down,3.2319048,961.0293499,None,961.0293499,961.9954796,0.2194799,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
482,_5,N,45,L,N,482_5N045LN,HLN,0,160,160,281,,,0.948,964.4442566,964.7427433,964.7427433,964.9755412,964.9923969,None,up,1.9504974,964.9923969,None,964.9923969,965.9246972,0.1709526,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_5,M,270,_,_,__5M270__,N,0,161,161,46,,,0.978,967.1285384,967.4235439,967.4235439,967.657008,967.6736269,None,down,3.198603,967.6736269,None,967.6736269,968.6393609,0.1730329,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
459,_5,M,90,R,N,459_5M090RN,HRN,0,162,162,178,,,0.721,971.0702684,971.3700285,971.3700285,971.5864686,971.6032802,None,down,2.4660955,971.6032802,None,971.6032802,972.3027129,0.1858598,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_4,N,135,_,_,__4N135__,N,0,163,163,83,,,1.225,974.2526468,974.5507066,974.5507066,974.7838001,974.8008535,None,up,3.0148795,974.8008535,None,974.8008535,976.0164505,0.1720136,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
431,_4,M,270,L,N,431_4M270LN,HLN,0,164,164,174,,,1.151,977.9911003,978.2808916,978.2808916,978.5316072,978.5508448,None,down,2.6775882,978.5508448,None,978.5508448,979.6818774,0.1633476,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
399,_4,M,270,R,N,399_4M270RN,HRN,0,165,165,166,,,1.146,981.4213904,981.7110702,981.7110702,981.9443651,981.9608707,None,down,1.9496593,981.9608707,None,981.9608707,983.0933108,0.1791929,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
138,F,M,45,R,N,138FM045RN,HRN,0,166,166,113,,,0.794,984.1198536,984.4093913,984.4093913,984.6251333,984.6418938,None,down,2.5156606,984.6418938,None,984.6418938,985.4246009,0.1957839,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
137,F,M,0,R,N,137FM000RN,HRN,0,167,167,112,,,1.157,987.3549078,987.6559131,987.6559131,987.8722362,987.8890572,None,down,3.2324458,987.8890572,None,987.8890572,989.0380037,0.1848934,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_5,M,0,_,_,__5M000__,N,0,168,168,40,,,0.941,991.3647767,991.6530562,991.6530562,991.83567,991.852747,None,down,2.6338398,991.852747,None,991.852747,992.7853005,0.2285198,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
488,_5,N,315,L,N,488_5N315LN,HLN,0,169,169,287,,,1.011,994.7796999,995.0682143,995.0682143,995.2160822,995.2160822,None,up,2.0167096,995.2160822,None,995.2160822,996.2154116,0.2755242,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_2,N,180,_,_,__2N180__,N,0,170,170,76,,,1.23,997.4457995,997.7473914,997.7473914,997.9467789,997.9634898,None,up,2.865658,997.9634898,None,997.9634898,999.179213,0.2008557,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
464,_5,M,315,R,N,464_5M315RN,HRN,0,171,171,183,,,1.377,1001.033906,1001.327284,1001.327284,1001.545055,1001.560977,None,down,3.4488804,1001.560977,None,1001.560977,1002.926422,0.1915071,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
140,F,M,135,R,N,140FM135RN,HRN,0,172,172,115,,,0.709,1005.222974,1005.52372,1005.52372,1005.723593,1005.740228,None,down,2.3996415,1005.740228,None,1005.740228,1006.43999,0.1982506,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,G,M,0,_,_,_GM000__,N,0,173,173,8,,,0.762,1008.383073,1008.688599,1008.688599,1008.854151,1008.870893,None,down,2.516398,1008.870893,None,1008.870893,1009.620136,0.2273069,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
385,_4,N,0,R,N,385_4N000RN,HRN,0,174,174,256,,,1.223,1011.583087,1011.884639,1011.884639,1012.101096,1012.117916,None,up,2.0006044,1012.117916,None,1012.117916,1013.333449,0.1841973,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
418,_4,N,45,L,N,418_4N045LN,HLN,0,175,175,265,,,0.942,1014.336917,1014.632677,1014.632677,1014.832135,1014.848792,None,up,1.7851476,1014.848792,None,1014.848792,1015.782739,0.2060792,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
235,G,M,90,L,N,235GM090LN,HLN,0,176,176,138,,,1.143,1016.863581,1017.163519,1017.163519,1017.363279,1017.363279,None,down,2.5657798,1017.363279,None,1017.363279,1018.495621,0.2130883,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,F,N,270,_,_,_FN270__,N,0,177,177,54,,,1.241,1020.129632,1020.427277,1020.427277,1020.643744,1020.66046,None,up,2.0518391,1020.66046,None,1020.66046,1021.892915,0.1875356,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_4,N,270,_,_,__4N270__,N,0,178,178,86,,,1.266,1022.951247,1023.241744,1023.241744,1023.425082,1023.441696,None,up,2.1358293,1023.441696,None,1023.441696,1024.690024,0.2252365,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,F,N,90,_,_,_FN090__,N,0,179,179,50,,,1.135,1025.88224,1026.172807,1026.172807,1026.307284,1026.307284,None,up,1.9996722,1026.307284,None,1026.307284,1027.437756,0.2840074,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_2,M,45,_,_,__2M045__,N,0,180,180,25,,,0.744,1028.549886,1028.838329,1028.838329,1029.019742,1029.036629,None,down,3.0652387,1029.036629,None,1029.036629,1029.769178,0.2302435,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
229,G,N,180,L,N,229GN180LN,HLN,0,181,181,236,,,0.776,1032.309385,1032.600108,1032.600108,1032.816481,1032.833086,None,up,2.8006229,1032.833086,None,1032.833086,1033.59899,0.1942879,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
297,_2,M,0,L,N,297_2M000LN,HLN,0,182,182,152,,,1.222,1035.858977,1036.147218,1036.147218,1036.346548,1036.36337,None,down,2.6500235,1036.36337,None,1036.36337,1037.579751,0.2105329,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
263,_2,N,270,R,N,263_2N270RN,HRN,0,183,183,246,,,1.262,1039.252039,1039.544166,1039.544166,1039.727193,1039.744225,None,up,1.9684254,1039.744225,None,1039.744225,1040.99311,0.2238407,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
173,F,M,180,L,N,173FM180LN,HLN,0,184,184,124,,,1.298,1042.148546,1042.312759,1042.312759,1042.441429,1042.441429,None,down,2.8836057,1042.441429,None,1042.441429,1043.723571,0.3037379,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
174,F,M,225,L,N,174FM225LN,HLN,0,185,185,125,,,1.303,1045.517778,1045.805753,1045.805753,1046.038527,1046.054993,None,down,2.8154,1046.054993,None,1046.054993,1047.337373,0.180131,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
_,_4,M,0,_,_,__4M000__,N,0,186,186,32,,,1.124,1049.071576,1049.368943,1049.368943,1049.585253,1049.6021,None,up,2.6817847,1049.6021,None,1049.6021,1050.718853,0.1892565,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
486,_5,N,225,L,N,486_5N225LN,HLN,0,187,187,285,,,0.872,1052.48857,1052.782777,1052.782777,1052.999223,1053.016056,None,up,2.0490395,1053.016056,None,1053.016056,1053.881355,0.1923762,None,,,,,,,,,48,1,2020_Jan_03_1626,untitled,3.1.0,60.06922378
