Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,key_JUDGE.rt,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
_,R,M,180,_,_,_RM180__,N,0,0,0,20,167.2095272000297,None,1.178,209.9275331000099,210.26228530000662,210.27913370000897,210.5620726000052,210.57891470001778,None,None,210.57891470001778,None,210.57891470001778,211.7441339000361,0.06384310004068539,None,,,,,,,,,,37,001,2019_Dec_25_1518,untitled,3.1.0,59.94998972162162,
496,_5,M,315,L,N,496_5M315LN,HLN,0,1,1,191,,,0.995,214.16131440002937,214.50840350001818,214.52507969998987,214.80829150002683,214.82476089999545,214.16131440002937,None,214.82476089999545,None,214.82476089999545,215.80721090000588,0.06188699998892844,None,,,,,,,,,,37,001,2019_Dec_25_1518,untitled,3.1.0,59.94998972162162,
_,G,M,180,_,_,_GM180__,N,0,2,2,12,,,1.18,218.36113370000385,218.7044264000142,218.7044264000142,219.0055476000416,219.02106930001173,218.36113370000385,down,219.02106930001173,None,219.02106930001173,None,0.06591369997477159,None,0.41666270000860095,,,,,,,,,37,001,2019_Dec_25_1518,untitled,3.1.0,59.94998972162162,
041,R,M,0,L,N,041RM000LN,HLN,0,3,3,104,,,1.044,219.5130419000052,219.85336390003795,219.87061290000565,220.15359529998386,220.17012259998592,None,down,220.17012259998592,None,220.17012259998592,221.2023395000142,0.06661879998864606,None,3.3477951000095345,,,,,,,,,37,001,2019_Dec_25_1518,untitled,3.1.0,59.94998972162162,
494,_5,M,225,L,N,494_5M225LN,HLN,0,4,4,189,,,1.111,223.59479960001772,223.9337495000218,223.95047650003107,224.23366050003096,224.25037040002644,None,None,224.25037040002644,None,224.25037040002644,225.34858490002807,0.07012790004955605,None,,,,,,,,,,37,001,2019_Dec_25_1518,untitled,3.1.0,59.94998972162162,
458,_5,M,45,R,N,458_5M045RN,HRN,0,5,5,177,,,0.9580000000000001,227.81998850003583,228.12966370000504,228.1466143000289,228.43039340001997,228.4467676000204,227.81998850003583,down,228.4467676000204,None,228.4467676000204,229.37866729998495,0.09839120000833645,None,2.383215999987442,,,,,,,,,37,001,2019_Dec_25_1518,untitled,3.1.0,59.94998972162162,
045,R,M,180,L,N,045RM180LN,HLN,0,6,6,108,,,1.246,230.9052323999931,231.24409320001723,231.26061990001472,231.54355599998962,231.561008699995,None,down,231.561008699995,None,231.561008699995,232.7924459000351,0.06704950000857934,None,2.5820473000057973,,,,,,,,,37,001,2019_Dec_25_1518,untitled,3.1.0,59.94998972162162,
_,_2,M,135,_,_,__2M135__,N,0,7,7,27,,,1.355,234.22882600000594,234.55708090000553,234.57381780003197,234.8573357000132,234.873788100027,None,up,234.873788100027,None,234.873788100027,236.205976199999,0.07686410000314936,None,2.881799500028137,,,,,,,,,37,001,2019_Dec_25_1518,untitled,3.1.0,59.94998972162162,
237,G,M,180,L,N,237GM180LN,HLN,0,8,8,140,,,1.091,237.84045830002287,238.17105030000675,238.18772849999368,238.47109960002126,238.4874588000239,None,up,238.4874588000239,None,238.4874588000239,239.56973180000205,0.07522999995853752,None,2.8998529000091366,,,,,,,,,37,001,2019_Dec_25_1518,untitled,3.1.0,59.94998972162162,
_,F,M,225,_,_,_FM225__,N,0,9,9,5,,,0.856,241.45572560001165,241.80216900003143,241.81783920002636,242.1010474000359,242.11821300000884,None,down,242.11821300000884,None,242.11821300000884,242.9511789000244,0.06154940003762022,None,2.5140809000004083,,,,,,,,,37,001,2019_Dec_25_1518,untitled,3.1.0,59.94998972162162,
_,_2,N,45,_,_,__2N045__,N,0,10,10,73,,,1.344,244.70139760000166,245.04853800003184,245.06553269998403,245.349121700041,245.36481460003415,None,up,245.36481460003415,None,245.36481460003415,246.69654080003966,0.061370400013402104,None,3.1334724000189453,,,,,,,,,37,001,2019_Dec_25_1518,untitled,3.1.0,59.94998972162162,
_,_5,M,90,_,_,__5M090__,N,0,11,11,42,,,1.1340000000000001,248.57877020002343,248.91159880004125,248.92838589998428,249.21127259999048,249.2278864000109,None,up,249.2278864000109,None,249.2278864000109,250.34383060003165,0.0711017000139691,None,2.7151550000417046,,,,,,,,,37,001,2019_Dec_25_1518,untitled,3.1.0,59.94998972162162,
302,_2,M,225,L,N,302_2M225LN,HLN,0,12,12,157,,,1.232,252.02319360000547,252.3586221000296,252.37621750001563,252.65860120003344,252.67497779999394,None,down,252.67497779999394,None,252.67497779999394,253.89074780000374,0.07188070000847802,None,2.599015199986752,,,,,,,,,37,001,2019_Dec_25_1518,untitled,3.1.0,59.94998972162162,
046,R,M,225,L,N,046RM225LN,HLN,0,13,13,109,,,0.796,255.362266000011,255.68964300001971,255.70894010004122,255.9893968999968,256.0061960000312,None,down,256.0061960000312,None,256.0061960000312,256.7881388000096,0.07923400000436231,None,2.1821192000061274,,,,,,,,,37,001,2019_Dec_25_1518,untitled,3.1.0,59.94998972162162,
