Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
208,G,M,315,R,N,208GM315RN,HRN,0,0,0,135,11.153692300023977,None,0.867,49.11016860001837,49.44504880000022,49.46226729999762,49.74447990002227,49.762129600014305,None,down,2.8334279999835417,49.762129600014305,None,49.762129600014305,50.610450800013496,0.07128299999749288,None,,,,,,,,,7,001,2019_Dec_23_1115,untitled,3.1.0,60.24208885721976,
164,F,N,135,L,N,164FN135LN,HLN,0,1,1,219,,,1.066,52.73496470000828,53.07561020000139,53.09241700000712,53.37557280002511,53.39237330001197,None,down,2.2847993999894243,53.39237330001197,None,53.39237330001197,54.44084290001774,0.06945840001571923,None,,,,,,,,,7,001,2019_Dec_23_1115,untitled,3.1.0,60.24208885721976,
398,_4,M,225,R,N,398_4M225RN,HRN,0,2,2,165,,,1.0170000000000001,55.79685710000922,56.089597800018964,56.10607360000722,56.38983860000735,56.406323700008215,None,None,,56.406323700008215,None,56.406323700008215,57.40540930000134,0.10879709999426268,None,,,,,,,,,7,001,2019_Dec_23_1115,untitled,3.1.0,60.24208885721976,
_,_5,N,315,_,_,__5N315__,N,0,3,3,95,,,0.764,59.99246100001619,60.286274300015066,60.286274300015066,60.58693040002254,60.6026533000113,59.99246100001619,up,1.516569100000197,60.6026533000113,None,60.6026533000113,61.35087100000237,0.10993800000869669,None,,,,,,,,,7,001,2019_Dec_23_1115,untitled,3.1.0,60.24208885721976,
231,G,N,270,L,N,231GN270LN,HLN,0,4,4,238,,,0.704,62.243600400019204,62.53421949999756,62.53421949999756,62.83423619999667,62.850760700006504,None,up,1.73507029999746,62.850760700006504,None,62.850760700006504,63.53355819999706,0.1134176000196021,None,,,,,,,,,7,001,2019_Dec_23_1115,untitled,3.1.0,60.24208885721976,
_,R,M,45,_,_,_RM045__,N,0,5,5,17,,,0.929,64.71993640001165,65.0147826000175,65.0147826000175,65.29796090000309,65.31512169999769,None,down,1.8663966999738477,65.31512169999769,None,65.31512169999769,66.230769900023,0.12114150001434609,None,,,,,,,,,7,001,2019_Dec_23_1115,untitled,3.1.0,60.24208885721976,
230,G,N,225,L,N,230GN225LN,HLN,0,6,6,237,,,0.713,67.29270370001905,67.5818654000177,67.61255400002119,67.89607720001368,67.91391640002257,None,up,1.6986432000121567,67.91391640002257,None,67.91391640002257,68.61255089999759,0.10081979999085888,None,,,,,,,,,7,001,2019_Dec_23_1115,untitled,3.1.0,60.24208885721976,
_,R,M,225,_,_,_RM225__,N,0,7,7,21,,,1.01,69.72011010002461,70.0273774000234,70.04399130001548,70.32742380001582,70.34429590002401,None,down,2.3658173000148963,70.34429590002401,None,70.34429590002401,71.34244670000044,0.09826229998725466,None,,,,,,,,,7,001,2019_Dec_23_1115,untitled,3.1.0,60.24208885721976,
463,_5,M,270,R,N,463_5M270RN,HRN,0,8,8,182,,,0.748,72.83420959999785,73.12475170000107,73.12475170000107,73.4245818000054,73.44145300000673,None,up,2.0200322999735363,73.44145300000673,None,73.44145300000673,74.17446790001122,0.11209080001572147,None,,,,,,,,,7,001,2019_Dec_23_1115,untitled,3.1.0,60.24208885721976,
264,_2,N,315,R,N,264_2N315RN,HRN,0,9,9,247,,,1.306,75.57193020000705,75.87261770002078,75.88877540000249,76.17241650001961,76.1890671000001,None,down,3.331905500002904,76.1890671000001,None,76.1890671000001,77.4877514000109,0.09949550000601448,None,,,,,,,,,7,001,2019_Dec_23_1115,untitled,3.1.0,60.24208885721976,
