Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,key_JUDGE.rt,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
231,G,N,270,L,N,231GN270LN,HLN,0,0,0,238,1516.554024800018,None,1.317,1555.745550599997,1556.0358043999877,1556.0358043999877,1556.3168617999763,1556.3333369999891,None,None,1556.3333369999891,None,1556.3333369999891,1557.6322221999872,0.13908450002782047,None,,,,,,,,,,30,001,2019_Dec_25_1338,untitled,3.1.0,60.0993683035682,
_,_5,M,45,_,_,__5M045__,N,0,1,1,41,,,1.224,1560.066442499985,1560.3635249999934,1560.3635249999934,1560.5798973999918,1560.5967674999847,1560.066442499985,down,1560.5967674999847,None,1560.5967674999847,1561.8121638000011,0.18626280000898987,None,2.581920299970079,,,,,,,,,30,001,2019_Dec_25_1338,untitled,3.1.0,60.0993683035682,
418,_4,N,45,L,N,418_4N045LN,HLN,0,2,2,265,,,0.76,1563.2509041000158,1563.5942023000098,1563.6108200000017,1563.894123599981,1563.9106868000235,None,up,1563.9106868000235,None,1563.9106868000235,1564.659516500018,0.06480870000086725,None,1.8499059999594465,,,,,,,,,30,001,2019_Dec_25_1338,untitled,3.1.0,60.0993683035682,
490,_5,M,45,L,N,490_5M045LN,HLN,0,3,3,185,,,0.9560000000000001,1565.9516333999927,1566.2414921000018,1566.2414921000018,1566.474826699996,1566.4911427000188,None,down,1566.4911427000188,None,1566.4911427000188,1567.4239322000067,0.18168350000632927,None,3.1316262999898754,,,,,,,,,30,001,2019_Dec_25_1338,untitled,3.1.0,60.0993683035682,
_,_5,M,135,_,_,__5M135__,N,0,4,4,43,,,1.223,1569.7899799000006,1570.0882758999942,1570.0882758999942,1570.338603799988,1570.3562375999754,None,up,1570.3562375999754,None,1570.3562375999754,1571.5543297000113,0.16011930000968277,None,3.345740399963688,,,,,,,,,30,001,2019_Dec_25_1338,untitled,3.1.0,60.0993683035682,
042,R,M,45,L,N,042RM045LN,HLN,0,5,5,105,,,1.228,1573.8035039000097,1574.1180085000233,1574.1343193000066,1574.4183404999785,1574.434362000029,None,down,1574.434362000029,None,1574.434362000029,1575.649536699988,0.09491000004345551,None,2.8175413999706507,,,,,,,,,30,001,2019_Dec_25_1338,untitled,3.1.0,60.0993683035682,
_,_5,N,45,_,_,__5N045__,N,0,6,6,89,,,0.759,1577.4631372999866,1577.7494120000047,1577.7494120000047,1577.9646799999755,1577.9813465999905,None,up,1577.9813465999905,None,1577.9813465999905,1578.7302018000046,0.201695799943991,None,1.848808699985966,,,,,,,,,30,001,2019_Dec_25_1338,untitled,3.1.0,60.0993683035682,
_,G,M,45,_,_,_GM045__,N,0,7,7,9,,,0.981,1580.0237906000111,1580.312402200012,1580.312402200012,1580.5456007000175,1580.56268740003,None,down,1580.56268740003,None,1580.56268740003,1581.5282493000268,0.18382069998187944,None,2.7141309999860823,,,,,,,,,30,001,2019_Dec_25_1338,untitled,3.1.0,60.0993683035682,
_,R,M,225,_,_,_RM225__,N,0,8,8,21,,,0.772,1583.4391467000241,1583.7267197999754,1583.7267197999754,1583.9927320000133,1584.0092778999824,None,None,1584.0092778999824,None,1584.0092778999824,1584.7595464999904,0.1547401999705471,None,,,,,,,,,,30,001,2019_Dec_25_1338,untitled,3.1.0,60.0993683035682,
269,_2,M,180,R,N,269_2M180RN,HRN,0,9,9,148,,,0.9580000000000001,1587.5436010999838,1587.8892362000188,1587.906153900025,1588.1889284999925,1588.2064846000285,1587.5436010999838,down,1588.2064846000285,None,1588.2064846000285,1589.1382262000116,0.0630710000405088,None,2.7663469000253826,,,,,,,,,30,001,2019_Dec_25_1338,untitled,3.1.0,60.0993683035682,
