Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,key_JUDGE.rt,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
204,G,M,135,R,N,204GM135RN,HRN,0,0,0,131,45.00148960005026,None,1.365,82.93310200003907,83.2800146000227,83.2800146000227,83.57975780003471,83.57975780003471,None,None,83.57975780003471,None,83.57975780003471,84.94550080003683,0.0682401999947615,None,,,,,,,,,,14,001,2019_Dec_25_1022,untitled,3.1.0,60.348755464806274,
300,_2,M,135,L,N,300_2M135LN,HLN,0,1,1,155,,,0.9390000000000001,87.16340890002903,87.51107460004278,87.526834600023,87.80942170001799,87.82653160003247,87.16340890002903,up,87.82653160003247,None,87.82653160003247,None,0.06383269996149465,None,0.03398830001242459,,,,,,,,,14,001,2019_Dec_25_1022,untitled,3.1.0,60.348755464806274,
046,R,M,225,L,N,046RM225LN,HLN,0,2,2,109,,,1.041,87.95256160001736,88.27601130004041,88.29288790002465,88.57593869999982,88.59316030004993,None,up,88.59316030004993,None,88.59316030004993,89.62491620000219,0.08120060001965612,None,2.5472826000186615,,,,,,,,,14,001,2019_Dec_25_1022,untitled,3.1.0,60.348755464806274,
237,G,M,180,L,N,237GM180LN,HLN,0,3,3,140,,,0.713,91.21713790000649,91.55737130000489,91.57315780001227,91.85775170003762,91.87315680005122,None,down,91.87315680005122,None,91.87315680005122,92.57258920004824,0.06990729999961331,None,1.949746900005266,,,,,,,,,14,001,2019_Dec_25_1022,untitled,3.1.0,60.348755464806274,
264,_2,N,315,R,N,264_2N315RN,HRN,0,4,4,247,,,0.724,93.90019900002517,94.23679710004944,94.25502900005085,94.53725860000122,94.55393330001971,None,up,94.55393330001971,None,94.55393330001971,95.26970090001123,0.0687418999732472,None,1.7656961000175215,,,,,,,,,14,001,2019_Dec_25_1022,untitled,3.1.0,60.348755464806274,
_,G,M,0,_,_,_GM000__,N,0,5,5,8,,,1.163,96.41428030002862,96.73549170000479,96.752291300043,97.03483350004535,97.05123880004976,None,down,97.05123880004976,None,97.05123880004976,98.20117660000687,0.085769800003618,None,2.782955300004687,,,,,,,,,14,001,2019_Dec_25_1022,untitled,3.1.0,60.348755464806274,
_,F,N,90,_,_,_FN090__,N,0,6,6,50,,,1.155,99.90752510004677,100.24889420002,100.2653655000031,100.54836640000576,100.56540710001718,None,up,100.56540710001718,None,100.56540710001718,101.69692220003344,0.06606829998781905,None,2.0345147000043653,,,,,,,,,14,001,2019_Dec_25_1022,untitled,3.1.0,60.348755464806274,
451,_5,N,90,R,N,451_5N090RN,HRN,0,7,7,274,,,0.89,102.67137380002532,103.0134605000494,103.02940680005122,103.31287600001087,103.32932890002849,None,up,103.32932890002849,None,103.32932890002849,104.1961549000116,0.06496429996332154,None,1.8001294999849051,,,,,,,,,14,001,2019_Dec_25_1022,untitled,3.1.0,60.348755464806274,
_,_4,M,135,_,_,__4M135__,N,0,8,8,35,,,1.218,105.20179140003165,105.54467150004348,105.56090840004617,105.84404130000621,105.86071249999804,None,down,105.86071249999804,None,105.86071249999804,107.05958280002233,0.06477639998774976,None,2.5828311999794096,,,,,,,,,14,001,2019_Dec_25_1022,untitled,3.1.0,60.348755464806274,
036,R,N,135,L,N,036RN135LN,HLN,0,9,9,203,,,1.308,108.51615080004558,108.85787590005202,108.87459110002965,109.15770209999755,109.17431600001873,None,up,109.17431600001873,None,109.17431600001873,110.47311150003225,0.06559340003877878,None,1.9484927000012249,,,,,,,,,14,001,2019_Dec_25_1022,untitled,3.1.0,60.348755464806274,
