Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,key_JUDGE.rt,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
171,F,M,90,L,N,171FM090LN,HLN,0,0,0,122,800.7572444000398,None,1.2650000000000001,856.6171425000066,856.9608548000106,856.9608548000106,857.2605127000134,857.2605127000134,None,None,857.2605127000134,None,857.2605127000134,858.5259894000483,0.06730629998492077,None,,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
_,_2,N,90,_,_,__2N090__,N,0,1,1,74,,,1.252,860.8594457000145,861.2071725000278,861.224252700049,861.5067572000553,861.5236443000031,860.8594457000145,up,861.5236443000031,None,861.5236443000031,862.7555927000358,0.06250860000727698,None,2.4659172000247054,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
260,_2,N,135,R,N,260_2N135RN,HRN,0,2,2,243,,,1.083,864.0653070000117,864.4042801000178,864.4209241000353,864.7040450000204,864.720718800032,None,down,864.720718800032,None,864.720718800032,865.7860750000109,0.06864379998296499,None,2.149548799963668,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
203,G,M,90,R,N,203GM090RN,HRN,0,3,3,130,,,0.843,866.9411969000357,867.2851644000039,867.3025233000517,867.5852394000394,867.6013217000291,None,down,867.6013217000291,None,867.6013217000291,868.4342580000521,0.0640144000062719,None,2.2029143000254408,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
_,_5,M,225,_,_,__5M225__,N,0,4,4,45,,,1.206,869.8925166000263,870.2154407000053,870.232255400042,870.5159822000423,870.5322998000192,None,up,870.5322998000192,None,870.5322998000192,871.7312747000251,0.0796940999571234,None,3.067291000043042,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
298,_2,M,45,L,N,298_2M045LN,HLN,0,5,5,153,,,0.925,873.68278870004,874.0128541000304,874.0294076999999,874.3125588000403,874.3293676000321,None,down,874.3293676000321,None,874.3293676000321,875.2445252000471,0.07399200001964346,None,1.965233700000681,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
492,_5,M,135,L,N,492_5M135LN,HLN,0,6,6,187,,,1.212,876.3798357000342,876.7099245000281,876.7268961000373,877.0099405000219,877.0266550000524,None,down,877.0266550000524,None,877.0266550000524,878.2261540000327,0.07525560003705323,None,2.635354800033383,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
042,R,M,45,L,N,042RM045LN,HLN,0,7,7,105,,,0.929,879.7380828000023,880.0746220000437,880.0910623000236,880.3733340000035,880.3900181000354,None,down,880.3900181000354,None,880.3900181000354,881.3060647000093,0.06863629998406395,None,2.517625799984671,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
385,_4,N,0,R,N,385_4N000RN,HRN,0,8,8,256,,,0.802,883.0007573000039,883.3207555999979,883.3376226000255,883.620642599999,883.6375606000074,None,up,883.6375606000074,None,883.6375606000074,884.4201236000517,0.082661000022199,None,3.1499258000403643,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
294,_2,N,225,L,N,294_2N225LN,HLN,0,9,9,253,,,1.159,886.8718272999977,887.201417000033,887.2180523000425,887.5009646000108,887.5173328000237,None,up,887.5173328000237,None,887.5173328000237,888.6670316000236,0.07563119998667389,None,3.4140970000298694,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
205,G,M,180,R,N,205GM180RN,HRN,0,10,10,132,,,0.77,890.9986366000376,891.346915800008,891.3642761000083,891.6476368000149,891.664371300023,None,down,891.664371300023,None,891.664371300023,892.4132996000117,0.060324100020807236,None,2.9326015999540687,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
196,G,N,135,R,N,196GN135RN,HRN,0,11,11,227,,,1.189,894.6755067000049,895.0109156000544,895.0272886000457,895.3105689000222,895.3287902000011,None,down,895.3287902000011,None,895.3287902000011,896.5094087000471,0.06930570001713932,None,2.800688599993009,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
_,_5,N,135,_,_,__5N135__,N,0,12,12,91,,,1.026,898.227012700052,898.5410801000544,898.5577980000526,898.8409078000113,898.8576515000314,None,None,898.8576515000314,None,898.8576515000314,899.8729170000297,0.08678069995949045,None,,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
207,G,M,270,R,N,207GM270RN,HRN,0,13,13,134,,,1.2770000000000001,902.4043921999983,902.7541898000054,902.7706347000203,903.0538629000075,903.0703719000448,902.4043921999983,down,903.0703719000448,None,903.0703719000448,904.3363925000303,0.059033700032159686,None,2.7002514000050724,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
_,F,N,90,_,_,_FN090__,N,0,14,14,50,,,0.733,905.8711858000024,906.1850134000415,906.2013642000384,906.4843031000346,906.501372800034,None,down,906.501372800034,None,906.501372800034,907.2163302000263,0.09026709996396676,None,2.3320646000211127,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
432,_4,M,315,L,N,432_4M315LN,HLN,0,15,15,175,,,0.896,908.9186660000123,909.248219400004,909.265389600012,909.5484352000058,909.5645845000399,None,down,909.5645845000399,None,909.5645845000399,910.447062500054,0.07631640002364293,None,3.430724200035911,,,,,,,,,40,001,2019_Dec_25_1548,untitled,3.1.0,59.92994191560801,
