Number,Letter,type,Orientation,human,face_type,image,picture,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,stimulus_duration,CROSS.started,CROSS.stopped,BLANK.started,BLANK.stopped,TEST.started,TEST.stopped,key_JUDGE.keys,key_JUDGE.rt,key_JUDGE.started,key_JUDGE.stopped,image_2.started,image_2.stopped,ISI.started,ISI.stopped,q1.started,q1.stopped,q2.started,q2.stopped,q3.started,q3.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate
9,R,M,0,R,N,009RM000RN,HRN,0,86,86,96,,,1.182,681.0536453,681.3444845,681.3444845,681.5607438,681.5775106,None,down,2.4493549,681.5775106,None,681.5775106,682.7438479,0.191014,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
492,_5,M,135,L,N,492_5M135LN,HLN,0,87,87,187,,,1.279,684.2508022,684.5416194,684.5416194,684.7413411,684.7580998,None,down,2.7659077,684.7580998,None,684.7580998,686.0235525,0.2115514,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_5,N,0,_,_,__5N000__,N,0,88,88,88,,,0.827,687.8026534,688.0723274,688.0723274,688.2385704,688.2554776,None,up,2.0843575,688.2554776,None,688.2554776,689.071945,0.2432559,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
40,R,N,315,L,N,040RN315LN,HLN,0,89,89,207,,,1.079,690.5978553,690.8881911,690.8881911,691.0533401,691.070609,None,up,2.2143993,691.070609,None,691.070609,692.1353434,0.2413947,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
199,G,N,270,R,N,199GN270RN,HRN,0,90,90,230,,,0.764,693.4750143,693.7680552,693.7680552,694.0031462,694.0202851,None,up,2.394427,694.0202851,None,694.0202851,694.7664399,0.1765701,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_4,M,225,_,_,__4M225__,N,0,91,91,37,,,0.701,696.6074654,696.8971804,696.8971804,697.1305402,697.1471795,None,up,1.9011617,697.1471795,None,697.1471795,697.829944,0.1764074,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_4,N,135,_,_,__4N135__,N,0,92,92,83,,,0.891,699.2529043,699.5449895,699.5449895,699.7614032,699.778389,None,up,2.516383,699.778389,None,699.778389,700.6615814,0.1890824,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
135,F,N,270,R,N,135FN270RN,HRN,0,93,93,214,,,0.871,702.5037493,702.7922355,702.7922355,703.008707,703.025431,None,up,1.966435,703.025431,None,703.025431,703.8915871,0.1960384,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
4,R,N,135,R,N,004RN135RN,HRN,0,94,94,195,,,0.971,705.2128542,705.5071126,705.5071126,705.7066841,705.723545,None,up,2.1161688,705.723545,None,705.723545,706.6894151,0.2048961,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
428,_4,M,135,L,N,428_4M135LN,HLN,0,95,95,171,,,1.219,708.0786185,708.3707634,708.3707634,708.5538892,708.5706102,None,down,2.4323013,708.5706102,None,708.5706102,709.7755946,0.2222194,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
293,_2,N,180,L,N,293_2N180LN,HLN,0,96,96,252,,,0.874,712.1809906,712.468596,712.468596,712.7168832,712.7336048,None,up,2.7998498,712.7336048,None,712.7336048,713.5996136,0.166126,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
385,_4,N,0,R,N,385_4N000RN,HRN,0,97,97,256,,,1.227,715.7287957,716.0291761,716.0291761,716.247086,716.2639047,None,up,1.9997292,716.2639047,None,716.2639047,717.4794202,0.1822626,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,R,N,180,_,_,_RN180__,N,0,98,98,68,,,0.849,718.4648846,718.7622846,718.7622846,718.9788676,718.9967974,None,up,1.7477609,718.9967974,None,718.9967974,719.8273987,0.1890626,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
423,_4,N,270,L,N,423_4N270LN,HLN,0,99,99,270,,,1.143,720.9787247,721.276651,721.276651,721.4595652,721.4768552,None,up,2.1336771,721.4768552,None,721.4768552,722.6088423,0.2194532,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
134,F,N,225,R,N,134FN225RN,HRN,0,100,100,213,,,0.876,723.8330163,724.1237175,724.1237175,724.3237642,724.3402083,None,up,1.5507141,724.3402083,None,724.3402083,725.210048,0.2101516,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
483,_5,N,90,L,N,483_5N090LN,HLN,0,101,101,282,,,0.968,726.1010358,726.3894429,726.3894429,726.6046298,726.6217619,None,up,2.5664644,726.6217619,None,726.6217619,727.570724,0.1981138,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
464,_5,M,315,R,N,464_5M315RN,HRN,0,102,102,183,,,0.775,729.368362,729.6688539,729.6688539,729.9020476,729.9188988,None,down,2.2490963,729.9188988,None,729.9188988,730.6844488,0.1672433,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
196,G,N,135,R,N,196GN135RN,HRN,0,103,103,227,,,0.77,732.348364,732.6494896,732.6494896,732.8827991,732.8998225,None,up,1.9008399,732.8998225,None,732.8998225,733.6484852,0.1683272,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_5,M,315,_,_,__5M315__,N,0,104,104,47,,,1.242,734.9892265,735.2806304,735.2806304,735.5136771,735.5306236,None,down,3.1489316,735.5306236,None,735.5306236,736.762762,0.1752101,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
166,F,N,225,L,N,166FN225LN,HLN,0,105,105,221,,,1.248,738.8909789,739.1779803,739.1779803,739.3934668,739.4104381,None,up,3.1655137,739.4104381,None,739.4104381,740.6440764,0.194763,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
495,_5,M,270,L,N,495_5M270LN,HLN,0,106,106,190,,,1.321,742.7617943,743.0570688,743.0570688,743.2903368,743.3069704,None,down,3.148184,743.3069704,None,743.3069704,744.605993,0.1744726,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,G,N,225,_,_,_GN225__,N,0,107,107,61,,,1.322,746.6411401,746.9371862,746.9371862,747.170208,747.1869223,None,up,2.5840033,747.1869223,None,747.1869223,748.5023095,0.1737132,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
457,_5,M,0,R,N,457_5M000RN,HRN,0,108,108,176,,,1.264,749.9917018,750.2844104,750.2844104,750.4840667,750.5007878,None,down,2.899634,750.5007878,None,750.5007878,751.7494329,0.2080856,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,G,M,45,_,_,_GM045__,N,0,109,109,9,,,1.265,753.6191597,753.914503,753.914503,754.1141405,754.1311589,None,down,2.9005732,754.1311589,None,754.1311589,755.3799657,0.2050999,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_2,N,225,_,_,__2N225__,N,0,110,110,77,,,1.362,757.2253266,757.5128465,757.5128465,757.7444537,757.7610154,None,up,2.634131,757.7610154,None,757.7610154,759.1094643,0.1811072,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,G,N,180,_,_,_GN180__,N,0,111,111,60,,,0.865,760.6052981,760.9065657,760.9065657,761.1080813,761.1248899,None,None,,761.1248899,None,761.1248899,761.9743165,0.1969309,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,R,N,135,_,_,_RN135__,N,0,112,112,67,,,1.015,764.7736645,765.0711521,765.0711521,765.3209905,765.337826,764.7736645,up,2.0513948,765.337826,None,765.337826,766.3367773,0.1582395,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
143,F,M,270,R,N,143FM270RN,HRN,0,113,113,118,,,1.34,767.5748875,767.8690673,767.8690673,768.1025365,768.1191123,None,down,2.3335398,768.1191123,None,768.1191123,769.4510837,0.1725855,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
164,F,N,135,L,N,164FN135LN,HLN,0,114,114,219,,,1.147,770.6944423,770.9833394,770.9833394,771.1659269,771.1845306,None,up,1.997733,771.1845306,None,771.1845306,772.3218456,0.2272477,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,F,M,135,_,_,_FM135__,N,0,115,115,3,,,0.721,773.372954,773.663788,773.663788,773.8967501,773.9134589,None,down,1.634166,773.9134589,None,773.9134589,774.6129196,0.1774985,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
461,_5,M,180,R,N,461_5M180RN,HRN,0,116,116,180,,,1.061,775.7462468,776.0451514,776.0451514,776.2613111,776.2780682,None,down,2.7828685,776.2780682,None,776.2780682,777.3272315,0.1860002,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
393,_4,M,0,R,N,393_4M000RN,HRN,0,117,117,160,,,0.942,779.2685352,779.5586922,779.5586922,779.775076,779.7919409,None,down,2.7657747,779.7919409,None,779.7919409,780.7242251,0.1944178,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
271,_2,M,270,R,N,271_2M270RN,HRN,0,118,118,150,,,1.077,782.7406434,783.0390033,783.0390033,783.2726641,783.290303,None,down,3.3978766,783.290303,None,783.290303,784.3546882,0.1680554,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
462,_5,M,225,R,N,462_5M225RN,HRN,0,119,119,181,,,0.717,786.8680526,787.1706307,787.1706307,787.402758,787.4207329,None,down,3.1465397,787.4207329,None,787.4207329,788.1183901,0.1674071,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_2,M,45,_,_,__2M045__,N,0,120,120,25,,,0.769,790.7693168,791.0650091,791.0650091,791.281633,791.2985445,None,down,3.2821229,791.2985445,None,791.2985445,792.0478611,0.1891439,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,R,M,135,_,_,_RM135__,N,0,121,121,19,,,0.879,794.8006015,795.0952902,795.0952902,795.2948585,795.3115355,None,down,2.5179422,795.3115355,None,795.3115355,796.1774567,0.2061399,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
390,_4,N,225,R,N,390_4N225RN,HRN,0,122,122,261,,,0.913,798.0407437,798.3420105,798.3420105,798.5421262,798.5587597,None,up,2.1833295,798.5587597,None,798.5587597,799.4583085,0.1982149,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
201,G,M,0,R,N,201GM000RN,HRN,0,123,123,128,,,1.338,800.9665215,801.2565266,801.2565266,801.4561077,801.4731278,None,down,2.7488931,801.4731278,None,801.4731278,802.7895399,0.2101906,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_4,M,45,_,_,__4M045__,N,0,124,124,33,,,1.357,804.414478,804.7038027,804.7038027,804.9363767,804.9530505,None,down,2.7500203,804.9530505,None,804.9530505,806.3021946,0.1802317,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
266,_2,M,45,R,N,266_2M045RN,HRN,0,125,125,145,,,1.017,807.9044058,808.200616,808.200616,808.4167737,808.4334826,None,down,2.9986074,808.4334826,None,808.4334826,809.4325736,0.1891075,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_4,M,180,_,_,__4M180__,N,0,126,126,36,,,0.87,811.6334471,811.930266,811.930266,812.1467262,812.1636113,None,up,2.9487043,812.1636113,None,812.1636113,813.0128548,0.1881085,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
203,G,M,90,R,N,203GM090RN,HRN,0,127,127,130,,,1.351,815.3414679,815.6290104,815.6290104,815.8268903,815.8437023,None,down,3.0838078,815.8437023,None,815.8437023,817.1764998,0.2127309,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_5,M,135,_,_,__5M135__,N,0,128,128,43,,,1.208,819.1867986,819.475651,819.475651,819.6567596,819.6567596,None,None,,819.6567596,None,819.6567596,820.8559394,0.2410262,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
449,_5,N,0,R,N,449_5N000RN,HRN,0,129,129,272,,,1.382,823.3353231,823.6370076,823.6370076,823.8537498,823.8700669,823.3353231,up,2.4330753,823.8700669,None,823.8700669,825.2353979,0.1864282,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,G,N,90,_,_,_GN090__,N,0,130,130,58,,,0.845,826.5034022,826.8008466,826.8008466,827.0172808,827.0339587,None,up,2.1674819,827.0339587,None,827.0339587,827.8665666,0.186693,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
259,_2,N,90,R,N,259_2N090RN,HRN,0,131,131,242,,,1.376,829.3900136,829.6830633,829.6830633,829.9156056,829.9337467,None,up,2.9795649,829.9337467,None,829.9337467,831.2966463,0.1770171,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,G,N,135,_,_,_GN135__,N,0,132,132,59,,,0.812,833.0764848,833.3781612,833.3781612,833.6285388,833.6450572,None,up,2.5493499,833.6450572,None,833.6450572,834.4478626,0.150913,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
197,G,N,180,R,N,197GN180RN,HRN,0,133,133,228,,,0.829,836.3733501,836.6754789,836.6754789,836.9084553,836.9252232,None,up,2.3325268,836.9252232,None,836.9252232,837.741437,0.1665537,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
292,_2,N,135,L,N,292_2N135LN,HLN,0,134,134,251,,,1.199,839.4738091,839.772661,839.772661,839.9728591,839.9891254,None,up,2.9819229,839.9891254,None,839.9891254,841.171637,0.2026147,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_5,N,315,_,_,__5N315__,N,0,135,135,95,,,0.881,843.1639433,843.452851,843.452851,843.6859911,843.7028397,None,up,2.3660499,843.7028397,None,843.7028397,844.5691305,0.1809709,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
44,R,M,135,L,N,044RM135LN,HLN,0,136,136,107,,,1.096,846.2930778,846.5834508,846.5834508,846.7835774,846.8000378,None,down,2.7368991,846.8000378,None,846.8000378,847.8823301,0.2087437,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
42,R,M,45,L,N,042RM045LN,HLN,0,137,137,105,,,1.337,850.0263016,850.3135254,850.3135254,850.4633779,850.4803435,None,down,2.3009014,850.4803435,None,850.4803435,851.7955109,0.2678168,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,F,N,135,_,_,_FN135__,N,0,138,138,51,,,1.236,852.9759924,853.2759357,853.2759357,853.494063,853.5109111,None,up,2.3660699,853.5109111,None,853.5109111,854.7262859,0.1827056,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
172,F,M,135,L,N,172FM135LN,HLN,0,139,139,123,,,1.084,856.0557005,856.3579898,856.3579898,856.5910562,856.6079183,None,down,2.0337793,856.6079183,None,856.6079183,857.6736172,0.1666138,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_5,M,225,_,_,__5M225__,N,0,140,140,45,,,1.382,858.828497,859.1223778,859.1223778,859.3554979,859.3722567,None,down,3.1993224,859.3722567,None,859.3722567,860.7376627,0.1743735,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,F,N,90,_,_,_FN090__,N,0,141,141,50,,,1.147,862.7887329,863.0858711,863.0858711,863.28579,863.302622,None,up,1.8824175,863.302622,None,863.302622,864.4346366,0.2029126,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_4,M,0,_,_,__4M000__,N,0,142,142,32,,,1.31,865.4649294,865.7522857,865.7522857,865.9001893,865.9172273,None,down,2.4318743,865.9172273,None,865.9172273,867.215252,0.2594355,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
198,G,N,225,R,N,198GN225RN,HRN,0,143,143,229,,,0.966,868.551368,868.8474843,868.8474843,869.0637431,869.0805971,None,down,2.2494799,869.0805971,None,869.0805971,870.0295949,0.1885097,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
239,G,M,270,L,N,239GM270LN,HLN,0,144,144,142,,,1.059,871.5091934,871.8113364,871.8113364,872.0446205,872.0613515,None,down,2.9673034,872.0613515,None,872.0613515,873.1109187,0.166801,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
422,_4,N,225,L,N,422_4N225LN,HLN,0,145,145,269,,,0.759,875.2444078,875.5414961,875.5414961,875.7411931,875.7579266,None,up,1.6838061,875.7579266,None,875.7579266,876.5086121,0.2017087,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
304,_2,M,315,L,N,304_2M315LN,HLN,0,146,146,159,,,0.866,877.6718495,877.973279,877.973279,878.1565156,878.1738373,None,down,2.5818036,878.1738373,None,878.1738373,879.0225906,0.2167389,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,F,N,270,_,_,_FN270__,N,0,147,147,54,,,1.113,881.0467132,881.3373023,881.3373023,881.4696827,881.4879725,None,up,1.9498216,881.4879725,None,881.4879725,882.586726,0.2736178,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
13,R,M,180,R,N,013RM180RN,HRN,0,148,148,100,,,0.766,883.7256052,884.017405,884.017405,884.1505927,884.1675861,None,down,2.1172898,884.1675861,None,884.1675861,884.9174754,0.2706199,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
296,_2,N,315,L,N,296_2N315LN,HLN,0,149,149,255,,,0.995,886.4947739,886.7840351,886.7840351,886.9981468,887.0147225,None,down,3.331628,887.0147225,None,887.0147225,887.9978904,0.1962532,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
12,R,M,135,R,N,012RM135RN,HRN,0,150,150,99,,,1.215,890.5609258,890.861392,890.861392,891.0613451,891.0779951,None,down,2.6161724,891.0779951,None,891.0779951,892.2769877,0.201614,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_5,N,45,_,_,__5N045__,N,0,151,151,89,,,0.783,893.9261081,894.2255078,894.2255078,894.4084636,894.4253993,None,up,2.4830982,894.4253993,None,894.4253993,895.191703,0.2172778,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
452,_5,N,135,R,N,452_5N135RN,HRN,0,152,152,275,,,1.211,897.1353817,897.4241901,897.4241901,897.6224244,897.639059,None,up,2.1491159,897.639059,None,897.639059,898.8380346,0.2115303,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_5,M,45,_,_,__5M045__,N,0,153,153,41,,,1.384,899.9834446,900.2711917,900.2711917,900.5031265,900.5196731,None,None,,900.5196731,None,900.5196731,901.8863169,0.1818537,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
165,F,N,180,L,N,165FN180LN,HLN,0,154,154,220,,,1.101,904.1637114,904.4663244,904.4663244,904.6995054,904.7162371,904.1637114,up,2.1330182,904.7162371,None,904.7162371,905.7983659,0.1699074,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
429,_4,M,180,L,N,429_4M180LN,HLN,0,155,155,172,,,1.129,907.0417692,907.331571,907.331571,907.5637898,907.5800559,None,up,1.9173434,907.5800559,None,907.5800559,908.6963826,0.179339,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
260,_2,N,135,R,N,260_2N135RN,HRN,0,156,156,243,,,0.778,909.7536858,910.0449494,910.0449494,910.2113249,910.2282739,None,up,1.6829862,910.2282739,None,910.2282739,910.9943611,0.2412014,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_2,M,0,_,_,__2M000__,N,0,157,157,24,,,1.071,912.1665181,912.459366,912.459366,912.6266359,912.6434849,None,down,2.5661791,912.6434849,None,912.6434849,913.7084121,0.2393178,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
456,_5,N,315,R,N,456_5N315RN,HRN,0,158,158,279,,,1.336,915.4021779,915.691547,915.691547,915.9228688,915.9400335,None,up,2.6476418,915.9400335,None,915.9400335,917.2550693,0.1806687,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_4,N,270,_,_,__4N270__,N,0,159,159,86,,,0.948,918.7889993,919.0867491,919.0867491,919.3032595,919.3198977,None,up,1.71659,919.3198977,None,919.3198977,920.2530682,0.1888741,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_4,M,135,_,_,__4M135__,N,0,160,160,35,,,1.225,921.2276933,921.5183882,921.5183882,921.7514379,921.7682322,None,up,2.5154858,921.7682322,None,921.7682322,922.9841929,0.1769342,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
139,F,M,90,R,N,139FM090RN,HRN,0,161,161,114,,,1.219,924.5109568,924.800476,924.800476,924.9995323,925.0161876,None,down,2.9156669,925.0161876,None,925.0161876,926.2308063,0.2125003,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
136,F,N,315,R,N,136FN315RN,HRN,0,162,162,215,,,0.705,928.1706522,928.4619991,928.4619991,928.6618917,928.6618917,None,up,3.1148947,928.6618917,None,928.6618917,929.3611878,0.2200203,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
298,_2,M,45,L,N,298_2M045LN,HLN,0,163,163,153,,,0.753,931.952993,932.242019,932.242019,932.4915712,932.5085032,None,up,3.0492677,932.5085032,None,932.5085032,933.2410182,0.1643641,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
240,G,M,315,L,N,240GM315LN,HLN,0,164,164,143,,,1.114,935.7604652,936.0551303,936.0551303,936.2718268,936.2884416,None,down,3.2656282,936.2884416,None,936.2884416,937.3877496,0.1893495,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,F,M,315,_,_,_FM315__,N,0,165,165,7,,,1.382,939.7712276,940.0687915,940.0687915,940.2682636,940.2853313,None,down,3.3662395,940.2853313,None,940.2853313,941.6509228,0.2011652,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_4,N,225,_,_,__4N225__,N,0,166,166,85,,,0.834,943.9193519,944.2147269,944.2147269,944.3814136,944.3814136,None,up,2.4004607,944.3814136,None,944.3814136,945.2137935,0.2476976,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
237,G,M,180,L,N,237GM180LN,HLN,0,167,167,140,,,0.91,946.9857231,947.2787686,947.2787686,947.4950878,947.5118052,None,down,3.3821203,947.5118052,None,947.5118052,948.4109858,0.1909736,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
7,R,N,270,R,N,007RN270RN,HRN,0,168,168,198,,,1.07,951.0822175,951.375412,951.375412,951.6082718,951.6258382,None,up,2.266672,951.6258382,None,951.6258382,952.6752643,0.1766569,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
163,F,N,90,L,N,163FN090LN,HLN,0,169,169,218,,,0.747,954.1094321,954.4058662,954.4058662,954.6060322,954.6230835,None,up,1.6831077,954.6230835,None,954.6230835,955.3551329,0.2043539,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
207,G,M,270,R,N,207GM270RN,HRN,0,170,170,134,,,1.199,956.5436234,956.8376444,956.8376444,957.0206583,957.0376306,None,down,2.6341158,957.0376306,None,957.0376306,958.2200896,0.2233647,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
41,R,M,0,L,N,041RM000LN,HLN,0,171,171,104,,,0.96,959.9880298,960.2841019,960.2841019,960.4013947,960.4013947,None,down,2.1809234,960.4013947,None,960.4013947,961.3507038,0.294562,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
176,F,M,315,L,N,176FM315LN,HLN,0,172,172,127,,,0.798,962.7620566,963.0631977,963.0631977,963.2981386,963.3147946,None,down,2.0662171,963.3147946,None,963.3147946,964.0975649,0.1675901,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,R,M,90,_,_,_RM090__,N,0,173,173,18,,,1.013,965.5585054,965.8473927,965.8473927,966.095559,966.1122132,None,down,1.9166752,966.1122132,None,966.1122132,967.111769,0.1657531,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
450,_5,N,45,R,N,450_5N045RN,HRN,0,174,174,273,,,0.739,968.2026721,968.4944756,968.4944756,968.7432893,968.7600312,None,up,1.7350781,968.7600312,None,968.7600312,969.4926878,0.1617227,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
392,_4,N,315,R,N,392_4N315RN,HRN,0,175,175,263,,,1.132,970.7189546,971.0089549,971.0089549,971.2082765,971.2252157,None,up,1.9664623,971.2252157,None,971.2252157,972.3403733,0.2093051,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
161,F,N,0,L,N,161FN000LN,HLN,0,176,176,216,,,1.343,973.4303108,973.7228283,973.7228283,973.906215,973.9235614,None,up,2.0814924,973.9235614,None,973.9235614,975.2557267,0.2227586,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
262,_2,N,225,R,N,262_2N225RN,HRN,0,177,177,245,,,0.865,976.2082214,976.5031904,976.5031904,976.7197793,976.7364681,None,up,1.7008906,976.7364681,None,976.7364681,977.5852492,0.1901975,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
_,_2,N,180,_,_,__2N180__,N,0,178,178,76,,,0.758,978.6610778,978.952288,978.952288,979.1509643,979.1676304,None,up,1.4501808,979.1676304,None,979.1676304,979.9171618,0.2098076,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
430,_4,M,225,L,N,430_4M225LN,HLN,0,179,179,173,,,1.304,980.8282488,981.1175647,981.1175647,981.332552,981.3491768,None,None,,981.3491768,None,981.3491768,982.6479318,0.1969895,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
38,R,N,225,L,N,038RN225LN,HLN,0,180,180,205,,,1.224,985.0220248,985.3122491,985.3122491,985.5287611,985.5456816,985.0220248,up,2.2499154,985.5456816,None,985.5456816,986.7615889,0.1945397,None,,,,,,,,,49,1,2020_Jan_03_1714,untitled,3.1.0,60.12028869
