A1C1,A1C0,A0C1,A0C0,A1,C1,Total,MI,C0GvA1,C1GvA1,C1GvA0,dltP,dltPp,Image_practice,Image,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,image1.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,polygon1.started,ISI.started,image.started,textbox.started,text.started,key_resp.started,textbox.text,key_resp.keys,key_resp.rt,instruction2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,polygon2.started,ISI2.started,image_2.started,textbox_2.started,text_2.started,key_resp_2.started,textbox_2.text,key_resp_2.keys,key_resp_2.rt,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9,0,0,36,9,9,45,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_09_00_00_36.png,,,,,0,143,143,67,,,,,,,,,,,,,,,,,,987.9486857539996,0.00048728999990999,988.4550305880002,988.4550305880002,988.4550305880002,988.4550305880002,25,return,4.5693168039997545,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,18,36,36,36,54,108,0.83,0.5,0.5,0.5,0.0,0.0,,stimuli/P_18_18_36_36.png,,,,,0,144,144,175,,,,,,,,,,,,,,,,,,993.0539549329997,0.0006380230006470811,993.5489701269998,993.5489701269998,993.5489701269998,993.5489701269998,15,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,36,0,72,72,108,0.67,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_36_36_36_00.png,,,,,0,145,145,252,,,,,,,,,,,,,,,,,,1001.1653519029996,0.012530773000435147,1001.6618399859999,1001.6618399859999,1001.6618399859999,1001.6618399859999,33,return,4.854979866000576,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,36,18,0,45,27,63,0.43,0.8,0.2,1.0,-0.8,#NAME?,,stimuli/P_09_36_18_00.png,,,,,0,146,146,120,,,,,,,,,,,,,,,,,,1006.5318247940004,0.000499120000313269,1007.0289472129998,1007.0289472129998,1007.0289472129998,1007.0289472129998,15,return,6.460203765999722,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,18,9,36,36,27,81,0.78,0.5,0.5,0.2,0.3,0.37,,stimuli/P_18_18_09_36.png,,,,,0,147,147,167,,,,,,,,,,,,,,,,,,1013.5168242119998,0.000675308999234403,1014.0214319200004,1014.0214319200004,1014.0214319200004,1014.0214319200004,25,return,5.753955012000006,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,0,18,36,9,27,63,1.0,0.0,1.0,0.33,0.67,1.0,,stimuli/P_09_00_18_36.png,,,,,0,148,148,75,,,,,,,,,,,,,,,,,,1019.8018894440002,0.0009427000004507136,1020.3131610250002,1020.3131610250002,1020.3131610250002,1020.3131610250002,23,return,6.600504924999768,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,0,9,9,0,9,18,1.0,None,None,0.5,None,None,,stimuli/P_00_00_09_09.png,,,,,0,149,149,5,,,,,,,,,,,,,,,,,,1026.935607034,0.0006382100000337232,1027.4333907239998,1027.4333907239998,1027.4333907239998,1027.4333907239998,0,return,2.379839704000915,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,0,0,18,0,0,18,1.0,None,None,0.0,None,None,,stimuli/P_00_00_00_18.png,,,,,0,150,150,2,,,,,,,,,,,,,,,,,,1029.8324451939998,0.0006442160001824959,1030.3210307529998,1030.3210307529998,1030.3210307529998,1030.3210307529998,0,return,1.3746183499997642,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,36,9,72,72,117,0.69,0.5,0.5,0.8,-0.3,-1.5,,stimuli/P_36_36_36_09.png,,,,,0,151,151,253,,,,,,,,,,,,,,,,,,1031.7169781659995,0.000760166999498324,1032.2203112179996,1032.2203112179996,1032.2203112179996,1032.2203112179996,29,return,4.961978031999934,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,9,0,36,27,18,63,0.86,0.33,0.67,0.0,0.67,0.67,,stimuli/P_18_09_00_36.png,,,,,0,152,152,147,,,,,,,,,,,,,,,,,,1037.1977769659998,0.000560632000087935,1037.6953128300001,1037.6953128300001,1037.6953128300001,1037.6953128300001,3,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,0,9,0,18,27,27,1.0,0.0,1.0,1.0,0.0,None,,stimuli/P_18_00_09_00.png,,,,,0,153,153,132,,,,,,,,,,,,,,,,,,1045.313578843,0.01700568399974145,1045.8188424569998,1045.8188424569998,1045.8188424569998,1045.8188424569998,60,return,5.882454600000528,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,18,0,18,27,36,0.75,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_09_09_18_00.png,,,,,0,154,154,88,,,,,,,,,,,,,,,,,,1051.7167288,0.0006953310003154911,1052.2158585939997,1052.2158585939997,1052.2158585939997,1052.2158585939997,29,return,6.660557209000217,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,36,18,18,45,72,0.88,0.5,0.5,0.67,-0.17,-0.5,,stimuli/P_09_09_36_18.png,,,,,0,155,155,94,,,,,,,,,,,,,,,,,,1058.899637513,0.0006371649997163331,1059.4050471909995,1059.4050471909995,1059.4050471909995,1059.4050471909995,20,return,6.533155090000946,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,18,36,18,18,72,0.75,1.0,0.0,0.33,-0.33,-0.5,,stimuli/P_00_18_18_36.png,,,,,0,156,156,43,,,,,,,,,,,,,,,,,,1065.9631032400002,0.000647730999844498,1066.4519008500001,1066.4519008500001,1066.4519008500001,1066.4519008500001,0,return,1.7322260760001882,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,9,9,36,45,45,90,0.9,0.2,0.8,0.2,0.6,0.75,,stimuli/P_36_09_09_36.png,,,,,0,157,157,215,,,,,,,,,,,,,,,,,,1068.199884007,0.0005605040005320916,1068.6985628920002,1068.6985628920002,1068.6985628920002,1068.6985628920002,30,return,7.102621334000105,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,18,18,18,54,54,90,0.8,0.33,0.67,0.5,0.17,0.33,,stimuli/P_36_18_18_18.png,,,,,0,158,158,234,,,,,,,,,,,,,,,,,,1075.8155781449996,0.0006399329995474545,1076.3109506049996,1076.3109506049996,1076.3109506049996,1076.3109506049996,40,return,5.327167747000203,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,36,36,0,36,36,72,0.5,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_36_36_00.png,,,,,0,159,159,60,,,,,,,,,,,,,,,,,,1081.667593964,0.0009505230000286247,1082.177075699,1082.177075699,1082.177075699,1082.177075699,0,return,1.8984531850001076,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,0,0,36,18,18,54,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_18_00_00_36.png,,,,,0,160,160,131,,,,,,,,,,,,,,,,,,1084.0925333579999,0.000650008000775415,1084.585187957,1084.585187957,1084.585187957,1084.585187957,30,return,3.270885969000119,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,9,0,9,27,18,36,0.75,0.33,0.67,0.0,0.67,0.67,,stimuli/P_18_09_00_09.png,,,,,0,161,161,145,,,,,,,,,,,,,,,,,,1087.8804521000002,0.0006552069999088417,1088.378971534,1088.378971534,1088.378971534,1088.378971534,40,return,6.434862179999982,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,18,36,18,27,72,0.88,0.5,0.5,0.33,0.17,0.25,,stimuli/P_09_09_18_36.png,,,,,0,162,162,91,,,,,,,,,,,,,,,,,,1094.8333843789997,0.0006753759998900932,1095.3295498039997,1095.3295498039997,1095.3295498039997,1095.3295498039997,15,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,0,36,27,9,63,0.71,0.67,0.33,0.0,0.33,0.33,,stimuli/P_09_18_00_36.png,,,,,0,163,163,99,,,,,,,,,,,,,,,,,,1102.9445111189998,0.01294266599961702,1103.4476321749999,1103.4476321749999,1103.4476321749999,1103.4476321749999,15,return,3.7242266719995314,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,0,36,9,9,45,54,1.0,0.0,1.0,0.8,0.2,1.0,,stimuli/P_09_00_36_09.png,,,,,0,164,164,77,,,,,,,,,,,,,,,,,,1107.1837669589995,0.0006960439995964407,1107.6788196360003,1107.6788196360003,1107.6788196360003,1107.6788196360003,15,return,4.504371618000732,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,36,9,36,36,9,81,0.56,1.0,0.0,0.2,-0.2,-0.25,,stimuli/P_00_36_09_36.png,,,,,0,165,165,55,,,,,,,,,,,,,,,,,,1112.198167085,0.0005759249997936422,1112.704904866,1112.704904866,1112.704904866,1112.704904866,0,return,3.8515492570004426,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,0,18,36,36,54,90,1.0,0.0,1.0,0.33,0.67,1.0,,stimuli/P_36_00_18_36.png,,,,,0,166,166,203,,,,,,,,,,,,,,,,,,1116.5834016569997,0.0007605299997521797,1117.0854917529996,1117.0854917529996,1117.0854917529996,1117.0854917529996,39,return,7.511982958000772,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,9,9,0,9,9,18,0.5,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_09_09_00.png,,,,,0,167,167,20,,,,,,,,,,,,,,,,,,1124.6134450339996,0.0005588370004261378,1125.1113350169999,1125.1113350169999,1125.1113350169999,1125.1113350169999,0,return,1.917246454000633,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,0,0,18,18,18,36,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_18_00_00_18.png,,,,,0,168,168,130,,,,,,,,,,,,,,,,,,1127.048114655,0.000560452999707195,1127.5439479329998,1127.5439479329998,1127.5439479329998,1127.5439479329998,50,return,2.3118079169998964,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,18,0,27,27,45,0.6,0.67,0.33,1.0,-0.67,#NAME?,,stimuli/P_09_18_18_00.png,,,,,0,169,169,104,,,,,,,,,,,,,,,,,,1129.879381242,0.0007603220001328737,1130.3797319169998,1130.3797319169998,1130.3797319169998,1130.3797319169998,20,return,6.842355116999897,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,18,0,36,54,36,90,0.8,0.33,0.67,0.0,0.67,0.67,,stimuli/P_36_18_00_36.png,,,,,0,170,170,227,,,,,,,,,,,,,,,,,,1137.244080812,0.0008817190000627306,1137.7387978349998,1137.7387978349998,1137.7387978349998,1137.7387978349998,40,return,7.255210583000917,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,0,36,72,36,108,0.67,0.5,0.5,0.0,0.5,0.5,,stimuli/P_36_36_00_36.png,,,,,0,171,171,243,,,,,,,,,,,,,,,,,,1145.0155747930003,0.0006409269999494427,1145.5119691849995,1145.5119691849995,1145.5119691849995,1145.5119691849995,33,return,4.930732079999871,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,0,9,0,36,45,45,1.0,0.0,1.0,1.0,0.0,None,,stimuli/P_36_00_09_00.png,,,,,0,172,172,196,,,,,,,,,,,,,,,,,,1150.466995914,0.0007558340003015473,1150.9641521719996,1150.9641521719996,1150.9641521719996,1150.9641521719996,40,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,9,9,0,27,27,36,0.75,0.33,0.67,1.0,-0.33,#NAME?,,stimuli/P_18_09_09_00.png,,,,,0,173,173,148,,,,,,,,,,,,,,,,,,1158.5786388139995,0.015271272000063618,1159.0840025090001,1159.0840025090001,1159.0840025090001,1159.0840025090001,3,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,0,36,18,36,72,90,1.0,0.0,1.0,0.67,0.33,1.0,,stimuli/P_36_00_36_18.png,,,,,0,174,174,206,,,,,,,,,,,,,,,,,,1166.680229439,0.016455251999104803,1167.1844477100003,1167.1844477100003,1167.1844477100003,1167.1844477100003,35,return,6.008094314000118,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,18,9,9,54,45,72,0.75,0.33,0.67,0.5,0.17,0.33,,stimuli/P_36_18_09_09.png,,,,,0,175,175,229,,,,,,,,,,,,,,,,,,1173.2186406399996,0.000766617000408587,1173.7181077699997,1173.7181077699997,1173.7181077699997,1173.7181077699997,40,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,9,0,9,9,0,18,0.5,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_09_00_09.png,,,,,0,176,176,17,,,,,,,,,,,,,,,,,,1181.3305282350002,0.013269711999782885,1181.8331046820003,1181.8331046820003,1181.8331046820003,1181.8331046820003,0,return,2.3959169190002285,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,18,36,36,54,72,126,0.86,0.33,0.67,0.5,0.17,0.33,,stimuli/P_36_18_36_36.png,,,,,0,177,177,239,,,,,,,,,,,,,,,,,,1184.2478521740004,0.0006308530000751489,1184.7510178290004,1184.7510178290004,1184.7510178290004,1184.7510178290004,28,return,5.945991593000144,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,36,36,9,45,45,90,0.6,0.8,0.2,0.8,-0.6,-3.0,,stimuli/P_09_36_36_09.png,,,,,0,178,178,125,,,,,,,,,,,,,,,,,,1190.7131056790004,0.0006639499997618259,1191.2163994410002,1191.2163994410002,1191.2163994410002,1191.2163994410002,15,return,6.957151026999782,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,0,36,18,0,54,0.67,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_18_00_36.png,,,,,0,179,179,35,,,,,,,,,,,,,,,,,,1198.198892384,0.0007595580000270274,1198.7067440459996,1198.7067440459996,1198.7067440459996,1198.7067440459996,0,return,1.9907089380003526,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,36,0,0,36,0,36,0.0,1.0,0.0,None,None,None,,stimuli/P_00_36_00_00.png,,,,,0,180,180,48,,,,,,,,,,,,,,,,,,1200.7133875319996,0.000565074999940407,1201.2117067190002,1201.2117067190002,1201.2117067190002,1201.2117067190002,0,return,1.5555308240009253,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,9,9,18,9,9,36,0.75,1.0,0.0,0.33,-0.33,-0.5,,stimuli/P_00_09_09_18.png,,,,,0,181,181,22,,,,,,,,,,,,,,,,,,1202.781487366,0.0009331040000688517,1203.3066547529997,1203.3066547529997,1203.3066547529997,1203.3066547529997,0,return,3.1399441490002573,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,36,0,36,36,0,72,0.5,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_36_00_36.png,,,,,0,182,182,51,,,,,,,,,,,,,,,,,,1206.4624328250002,0.0006644539998887922,1206.988776186,1206.988776186,1206.988776186,1206.988776186,0,return,4.88497400200049,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,18,9,9,36,27,54,0.67,0.5,0.5,0.5,0.0,0.0,,stimuli/P_18_18_09_09.png,,,,,0,183,183,165,,,,,,,,,,,,,,,,,,1211.900324235,0.0007688240002607927,1212.4141069870002,1212.4141069870002,1212.4141069870002,1212.4141069870002,30,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,18,18,0,36,36,54,0.67,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_18_18_18_00.png,,,,,0,184,184,168,,,,,,,,,,,,,,,,,,1220.008459703,0.008754510999096965,1220.5252507730002,1220.5252507730002,1220.5252507730002,1220.5252507730002,33,return,4.257222002999697,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,0,9,27,9,36,0.5,0.67,0.33,0.0,0.33,0.33,,stimuli/P_09_18_00_09.png,,,,,0,185,185,97,,,,,,,,,,,,,,,,,,1224.7989562700004,0.0007008460006545647,1225.294536069,1225.294536069,1225.294536069,1225.294536069,30,return,6.702453855000385,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,9,18,72,45,99,0.64,0.5,0.5,0.33,0.17,0.25,,stimuli/P_36_36_09_18.png,,,,,0,186,186,246,,,,,,,,,,,,,,,,,,1232.0156642929996,0.0006484039995484636,1232.5158708520003,1232.5158708520003,1232.5158708520003,1232.5158708520003,5,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,9,0,18,9,27,0.33,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_18_09_00.png,,,,,0,187,187,36,,,,,,,,,,,,,,,,,,1240.1278770709996,0.015391052999802923,1240.6327633339997,1240.6327633339997,1240.6327633339997,1240.6327633339997,0,return,3.339104998000039,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,18,0,72,54,90,0.6,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_36_36_18_00.png,,,,,0,188,188,248,,,,,,,,,,,,,,,,,,1243.992544273,0.0009320590006609564,1244.4955102209997,1244.4955102209997,1244.4955102209997,1244.4955102209997,35,return,5.201662392000799,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,18,0,0,36,18,36,0.5,0.5,0.5,None,None,None,,stimuli/P_18_18_00_00.png,,,,,0,189,189,160,,,,,,,,,,,,,,,,,,1249.7117416410001,0.000565940999877057,1250.2109422960002,1250.2109422960002,1250.2109422960002,1250.2109422960002,50,return,2.178659465000237,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,36,0,36,54,18,90,0.6,0.67,0.33,0.0,0.33,0.33,,stimuli/P_18_36_00_36.png,,,,,0,190,190,179,,,,,,,,,,,,,,,,,,1252.4170746050004,0.0006500310000774334,1252.9175015170003,1252.9175015170003,1252.9175015170003,1252.9175015170003,2,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,18,0,0,18,0,18,0.0,1.0,0.0,None,None,None,,stimuli/P_00_18_00_00.png,,,,,0,191,191,32,,,,,,,,,,,,,,,,,,1260.5312129969998,0.01456702499945095,1261.0270081010003,1261.0270081010003,1261.0270081010003,1261.0270081010003,0,return,2.3755938090007476,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,0,18,0,18,36,36,1.0,0.0,1.0,1.0,0.0,None,,stimuli/P_18_00_18_00.png,,,,,0,192,192,136,,,,,,,,,,,,,,,,,,1263.43232231,0.0007364829998550704,1263.9362007179998,1263.9362007179998,1263.9362007179998,1263.9362007179998,50,return,2.617628861999947,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,9,0,18,18,27,0.67,0.5,0.5,1.0,-0.5,#NAME?,,stimuli/P_09_09_09_00.png,,,,,0,193,193,84,,,,,,,,,,,,,,,,,,1266.5784857629997,0.0006422479991670116,1267.0803444450003,1267.0803444450003,1267.0803444450003,1267.0803444450003,33,return,4.526516168000853,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,0,36,18,9,45,63,1.0,0.0,1.0,0.67,0.33,1.0,,stimuli/P_09_00_36_18.png,,,,,0,194,194,78,,,,,,,,,,,,,,,,,,1271.628984977,0.0007666419996894547,1272.131317546,1272.131317546,1272.131317546,1272.131317546,10,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,18,0,18,36,18,54,0.67,0.5,0.5,0.0,0.5,0.5,,stimuli/P_18_18_00_18.png,,,,,0,195,195,162,,,,,,,,,,,,,,,,,,1279.7279516629997,0.0022233169993342017,1280.2330498170004,1280.2330498170004,1280.2330498170004,1280.2330498170004,33,return,4.290913705001003,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,9,0,18,9,0,27,0.67,1.0,0.0,0.0,0.0,0.0,,stimuli/P_00_09_00_18.png,,,,,0,196,196,18,,,,,,,,,,,,,,,,,,1284.5516078809997,0.0007665800003451295,1285.0542289120003,1285.0542289120003,1285.0542289120003,1285.0542289120003,25,return,3.435644314000456,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,0,0,72,36,72,0.5,0.5,0.5,None,None,None,,stimuli/P_36_36_00_00.png,,,,,0,197,197,240,,,,,,,,,,,,,,,,,,1288.5127765320003,0.0006433850003304542,1289.0161452559996,1289.0161452559996,1289.0161452559996,1289.0161452559996,50,return,2.764375311000549,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,0,9,18,36,45,63,1.0,0.0,1.0,0.33,0.67,1.0,,stimuli/P_36_00_09_18.png,,,,,0,198,198,198,,,,,,,,,,,,,,,,,,1291.7958227939998,0.0006455450002249563,1292.2915981409997,1292.2915981409997,1292.2915981409997,1292.2915981409997,40,return,4.846154220000244,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,18,0,36,36,18,72,0.75,0.5,0.5,0.0,0.5,0.5,,stimuli/P_18_18_00_36.png,,,,,0,199,199,163,,,,,,,,,,,,,,,,,,1297.1579103550002,0.0006868000000395114,1297.6530100620002,1297.6530100620002,1297.6530100620002,1297.6530100620002,25,return,6.865294837000874,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,36,9,36,45,18,90,0.6,0.8,0.2,0.2,0.0,0.0,,stimuli/P_09_36_09_36.png,,,,,0,200,200,119,,,,,,,,,,,,,,,,,,1304.5361557360002,0.0006449130005421466,1305.0308975469998,1305.0308975469998,1305.0308975469998,1305.0308975469998,15,return,6.404879826000069,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,0,36,18,0,36,54,1.0,None,None,0.67,None,None,,stimuli/P_00_00_36_18.png,,,,,0,201,201,14,,,,,,,,,,,,,,,,,,1311.463824112,0.0007891259992902633,1311.958493309,1311.958493309,1311.958493309,1311.958493309,0,return,2.0100795560001643,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,0,18,27,9,45,0.6,0.67,0.33,0.0,0.33,0.33,,stimuli/P_09_18_00_18.png,,,,,0,202,202,98,,,,,,,,,,,,,,,,,,1313.9971516169999,0.0007913669996924,1314.511505855,1314.511505855,1314.511505855,1314.511505855,30,return,5.236231109000073,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,36,18,27,45,81,0.78,0.67,0.33,0.67,-0.33,-1.0,,stimuli/P_09_18_36_18.png,,,,,0,203,203,110,,,,,,,,,,,,,,,,,,1319.7736683849998,0.0010352389999752631,1320.2816096139995,1320.2816096139995,1320.2816096139995,1320.2816096139995,15,return,4.423886683000092,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,9,36,18,45,72,99,0.91,0.2,0.8,0.67,0.13,0.4,,stimuli/P_36_09_36_18.png,,,,,0,204,204,222,,,,,,,,,,,,,,,,,,1324.7309805719997,0.0009493630004726583,1325.2355148650004,1325.2355148650004,1325.2355148650004,1325.2355148650004,35,return,5.073034801000176,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,36,18,36,72,54,126,0.71,0.5,0.5,0.33,0.17,0.25,,stimuli/P_36_36_18_36.png,,,,,0,205,205,251,,,,,,,,,,,,,,,,,,1330.3317179340002,0.0007639240002390579,1330.8334792739997,1330.8334792739997,1330.8334792739997,1330.8334792739997,40,return,2.9424583870004426,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,36,36,0,54,54,90,0.6,0.67,0.33,1.0,-0.67,#NAME?,,stimuli/P_18_36_36_00.png,,,,,0,206,206,188,,,,,,,,,,,,,,,,,,1333.79614734,0.0006614350004383596,1334.2969640499996,1334.2969640499996,1334.2969640499996,1334.2969640499996,25,return,7.490948261000085,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
36,0,0,36,36,36,72,1.0,0.0,1.0,0.0,1.0,1.0,,stimuli/P_36_00_00_36.png,,,,,0,207,207,195,,,,,,,,,,,,,,,,,,1341.8142301859998,0.0007638249999217805,1342.319153722,1342.319153722,1342.319153722,1342.319153722,100,return,4.485173654000391,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,0,9,36,18,27,63,1.0,0.0,1.0,0.2,0.8,1.0,,stimuli/P_18_00_09_36.png,,,,,0,208,208,135,,,,,,,,,,,,,,,,,,1346.8290356280004,0.0006550739999511279,1347.3389784809997,1347.3389784809997,1347.3389784809997,1347.3389784809997,100,return,4.717090326000289,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,18,36,27,27,81,0.78,0.67,0.33,0.33,0.0,0.0,,stimuli/P_09_18_18_36.png,,,,,0,209,209,107,,,,,,,,,,,,,,,,,,1352.0835659949998,0.0007596169998578262,1352.5798737369996,1352.5798737369996,1352.5798737369996,1352.5798737369996,25,None,,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
18,36,36,9,54,54,99,0.64,0.67,0.33,0.8,-0.47,-2.33,,stimuli/P_18_36_36_09.png,,,,,0,210,210,189,,,,,,,,,,,,,,,,,,1360.2029469540003,0.016679647999808367,1360.7122473589998,1360.7122473589998,1360.7122473589998,1360.7122473589998,30,return,4.782914881000579,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,36,9,9,45,18,63,0.43,0.8,0.2,0.5,-0.3,-0.6,,stimuli/P_09_36_09_09.png,,,,,0,211,211,117,,,,,,,,,,,,,,,,,,1365.52647394,0.0012727370003631222,1366.0363699509999,1366.0363699509999,1366.0363699509999,1366.0363699509999,15,return,7.209482672999911,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,0,36,36,9,45,81,1.0,0.0,1.0,0.5,0.5,1.0,,stimuli/P_09_00_36_36.png,,,,,0,212,212,79,,,,,,,,,,,,,,,,,,1373.2602524719996,0.0005447290004667593,1373.7565800399998,1373.7565800399998,1373.7565800399998,1373.7565800399998,10,return,5.277954334000242,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,18,0,0,27,9,27,0.33,0.67,0.33,None,None,None,,stimuli/P_09_18_00_00.png,,,,,0,213,213,96,,,,,,,,,,,,,,,,,,1379.0636322009996,0.0007452300005752477,1379.5721478280002,1379.5721478280002,1379.5721478280002,1379.5721478280002,30,return,6.802989106000496,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
0,36,18,0,36,18,54,0.33,1.0,0.0,1.0,-1.0,#NAME?,,stimuli/P_00_36_18_00.png,,,,,0,214,214,56,,,,,,,,,,,,,,,,,,1386.3943948699998,0.0006670969996775966,1386.8970272329998,1386.8970272329998,1386.8970272329998,1386.8970272329998,0,return,3.8411214640000253,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
9,9,0,18,18,9,36,0.75,0.5,0.5,0.0,0.5,0.5,,stimuli/P_09_09_00_18.png,,,,,0,215,215,82,,,,,,,,,,,,,,,,,,1390.7627465140004,0.0008051909999267082,1391.2583648130003,1391.2583648130003,1391.2583648130003,1391.2583648130003,35,return,5.91609946600056,,,6,001,2023-04-16_19h14.32.496,untitled,2022.2.5,None,
